,player_id,player_name,opponent,opponent_id,surface,match_count
1431,100772,Kelly Evernden,Clement Ngoran,101630,Hard,1
1454,100773,Brian Joelson,Amos Mansdorf,101195,Grass,1
1475,100782,Pablo Arraya,Javier Frana,101318,Clay,2
1455,100782,Pablo Arraya,Alberto Berasategui,102238,Clay,1
1456,100782,Pablo Arraya,Alexander Volkov,101334,Clay,1
1457,100782,Pablo Arraya,Anders Jarryd,100757,Hard,1
1458,100782,Pablo Arraya,Andre Agassi,101736,Clay,1
1459,100782,Pablo Arraya,Andrew Sznajder,101354,Clay,1
1460,100782,Pablo Arraya,Bryan Shelton,101214,Clay,1
1461,100782,Pablo Arraya,Carl Limberger,101000,Hard,1
1462,100782,Pablo Arraya,Chris Garner,101593,Clay,1
1463,100782,Pablo Arraya,Christian Saceanu,101500,Carpet,1
1491,100790,Bruce Derlin,Dimitri Poliakov,101432,Hard,1
1492,100790,Bruce Derlin,Harold Solomon,100286,Hard,1
1493,100790,Bruce Derlin,Stefan Edberg,101222,Hard,1
1494,100800,Diego Perez,Alberto Berasategui,102238,Clay,2
1500,100800,Diego Perez,Emilio Sanchez,101142,Clay,2
1507,100800,Diego Perez,Guillermo Perez Roldan,101649,Clay,2
1510,100800,Diego Perez,Horst Skoff,101511,Clay,2
1512,100800,Diego Perez,Jeff Tarango,101543,Clay,2
1514,100800,Diego Perez,Jimmy Arias,101061,Clay,2
1521,100800,Diego Perez,Mark Woodforde,101185,Clay,2
1522,100800,Diego Perez,Martin Jaite,101073,Hard,2
1531,100800,Diego Perez,Stefano Pescosolido,101924,Clay,2
1534,100800,Diego Perez,Tomas Carbonell,101507,Clay,2
1545,100809,Juan Aguilera,Magnus Gustafsson,101320,Clay,2
1535,100809,Juan Aguilera,Alexander Volkov,101334,Clay,1
1536,100809,Juan Aguilera,Andrei Cherkasov,101772,Carpet,1
1537,100809,Juan Aguilera,Claudio Pistolesi,101387,Clay,1
1538,100809,Juan Aguilera,Franco Davin,101686,Clay,1
1539,100809,Juan Aguilera,Guillermo Perez Roldan,101649,Clay,1
1540,100809,Juan Aguilera,Guy Forget,101098,Carpet,1
1541,100809,Juan Aguilera,Horacio De La Pena,101276,Clay,1
1542,100809,Juan Aguilera,Jaime Oncins,101761,Hard,1
1543,100809,Juan Aguilera,Jan Kodes Jr,102026,Clay,1
1556,100810,Paul Chamberlin,David Pate,100815,Carpet,1
1557,100815,David Pate,Andre Agassi,101736,Hard,1
1558,100815,David Pate,Andrei Chesnokov,101230,Hard,1
1559,100815,David Pate,Andres Gomez,100653,Carpet,1
1560,100815,David Pate,Andrew Sznajder,101354,Hard,1
1561,100815,David Pate,Boris Becker,101414,Hard,1
1562,100815,David Pate,Brad Pearce,101242,Clay,1
1563,100815,David Pate,Bryan Shelton,101214,Hard,1
1564,100815,David Pate,Chris Garner,101593,Hard,1
1565,100815,David Pate,David Dilucia,101687,Hard,1
1566,100815,David Pate,Derrick Rostagno,101196,Hard,1
1598,100826,Juan Antonio Rodriguez,Jose Francisco Altur,101460,Clay,1
1614,100829,Jan Gunnarsson,Eduardo Masso,100995,Clay,3
1599,100829,Jan Gunnarsson,Aaron Krickstein,101381,Clay,1
1600,100829,Jan Gunnarsson,Amos Mansdorf,101195,Grass,1
1601,100829,Jan Gunnarsson,Anders Jarryd,100757,Carpet,1
1602,100829,Jan Gunnarsson,Andrei Chesnokov,101230,Carpet,1
1603,100829,Jan Gunnarsson,Arnaud Boetsch,101589,Clay,1
1604,100829,Jan Gunnarsson,Boris Becker,101414,Carpet,1
1605,100829,Jan Gunnarsson,Boris Becker,101414,Hard,1
1606,100829,Jan Gunnarsson,Chris Garner,101593,Hard,1
1607,100829,Jan Gunnarsson,Christian Bergstrom,101377,Carpet,1
1643,100836,Glenn Michibata,Gilad Bloom,101332,Hard,1
1644,100836,Glenn Michibata,Jason Stoltenberg,101727,Grass,1
1645,100836,Glenn Michibata,Javier Frana,101318,Grass,1
1646,100836,Glenn Michibata,Kenneth Carlsen,102202,Hard,1
1647,100836,Glenn Michibata,Leander Paes,102233,Hard,1
1648,100836,Glenn Michibata,Mark Kratzmann,101256,Hard,1
1649,100836,Glenn Michibata,Nuno Marques,101731,Hard,1
1650,100836,Glenn Michibata,Omar Camporese,101481,Grass,1
1651,100836,Glenn Michibata,Patrik Kuhnen,101234,Hard,1
1652,100836,Glenn Michibata,Rick Leach,101097,Carpet,1
1660,100837,Jeremy Bates,Andrei Olhovskiy,101249,Carpet,2
1677,100837,Jeremy Bates,Chuck Adams,101901,Hard,2
1691,100837,Jeremy Bates,Guillaume Raoux,101703,Grass,2
1692,100837,Jeremy Bates,Guillaume Raoux,101703,Hard,2
1693,100837,Jeremy Bates,Guy Forget,101098,Grass,2
1695,100837,Jeremy Bates,Henrik Holm,101510,Hard,2
1696,100837,Jeremy Bates,Jaime Yzaga,101409,Hard,2
1710,100837,Jeremy Bates,Joern Renzenbrink,102088,Hard,2
1720,100837,Jeremy Bates,Malivai Washington,101613,Grass,2
1722,100837,Jeremy Bates,Mark Woodforde,101185,Hard,2
1767,100852,Howard Herr,Todd Martin,101774,Clay,1
1768,100855,Scott Davis,Alex Antonitsch,101233,Hard,2
1776,100855,Scott Davis,Daniel Orsanic,101490,Hard,2
1778,100855,Scott Davis,Gary Muller,101096,Hard,2
1781,100855,Scott Davis,Guy Forget,101098,Hard,2
1783,100855,Scott Davis,Ivan Lendl,100656,Hard,2
1769,100855,Scott Davis,Alexander Mronz,101123,Carpet,1
1770,100855,Scott Davis,Alexander Mronz,101123,Hard,1
1771,100855,Scott Davis,Amos Mansdorf,101195,Hard,1
1772,100855,Scott Davis,Christian Saceanu,101500,Clay,1
1773,100855,Scott Davis,Christian Saceanu,101500,Grass,1
1801,100857,Sergio Casal,Alex Corretja,102374,Clay,1
1802,100857,Sergio Casal,Jacco Eltingh,101797,Hard,1
1803,100857,Sergio Casal,Javier Sanchez,101439,Hard,1
1804,100857,Sergio Casal,Oliver Gross,102234,Hard,1
1805,100864,Martin Wostenholme,Alex Nizet,101331,Grass,1
1806,100864,Martin Wostenholme,Carlos Costa,101475,Hard,1
1807,100864,Martin Wostenholme,Chris Pridham,101126,Hard,1
1808,100864,Martin Wostenholme,Christian Miniussi,101368,Clay,1
1809,100864,Martin Wostenholme,Fernando Roese,101174,Hard,1
1810,100864,Martin Wostenholme,Grant Connell,101205,Hard,1
1811,100864,Martin Wostenholme,Henrik Holm,101510,Hard,1
1812,100864,Martin Wostenholme,Lawson Duncan,101080,Hard,1
1813,100864,Martin Wostenholme,Mikael Pernfors,100944,Clay,1
1814,100864,Martin Wostenholme,Pablo Albano,101341,Hard,1
1820,100865,Marcelo Ingaramo,Fernando Roese,101174,Clay,2
1819,100865,Marcelo Ingaramo,Doug Flach,101788,Clay,1
1821,100865,Marcelo Ingaramo,Jared Palmer,101932,Clay,1
1822,100865,Marcelo Ingaramo,Martin Jaite,101073,Clay,1
1823,100865,Marcelo Ingaramo,Nuno Marques,101731,Clay,1
1824,100865,Marcelo Ingaramo,Tomas Carbonell,101507,Clay,1
1825,100866,Shahar Perkiss,Andrei Cherkasov,101772,Hard,1
1826,100866,Shahar Perkiss,Thomas Muster,101404,Hard,1
1829,100870,Christo Van Rensburg,Amos Mansdorf,101195,Hard,2
1840,100870,Christo Van Rensburg,Chuck Adams,101901,Hard,2
1851,100870,Christo Van Rensburg,Gilad Bloom,101332,Hard,2
1857,100870,Christo Van Rensburg,Henrik Holm,101510,Hard,2
1860,100870,Christo Van Rensburg,Jaime Yzaga,101409,Hard,2
1877,100870,Christo Van Rensburg,Leonardo Lavalle,101374,Hard,2
1878,100870,Christo Van Rensburg,Lionel Roux,102201,Hard,2
1907,100870,Christo Van Rensburg,Robbie Weiss,101312,Hard,2
1910,100870,Christo Van Rensburg,Sandon Stolle,101776,Hard,2
1925,100870,Christo Van Rensburg,Wayne Ferreira,101965,Grass,2
1926,100876,Bong Soo Kim,Guillaume Raoux,101703,Carpet,1
1927,100876,Bong Soo Kim,Jim Grabb,101026,Carpet,1
1928,100876,Bong Soo Kim,Kenneth Carlsen,102202,Hard,1
1929,100876,Bong Soo Kim,Nicolas Pereira,101809,Carpet,1
1930,100876,Bong Soo Kim,Patrick Rafter,102158,Carpet,1
1931,100876,Bong Soo Kim,Richard Krajicek,101990,Carpet,1
1932,100876,Bong Soo Kim,Shuzo Matsuoka,101412,Hard,1
1933,100892,Alexandre Hocevar,Marcelo Saliola,102302,Carpet,1
1934,100894,Francesco Cancellotti,Eduardo Masso,100995,Clay,1
1935,100894,Francesco Cancellotti,Jan Gunnarsson,100829,Clay,1
1936,100894,Francesco Cancellotti,Nuno Marques,101731,Clay,1
1937,100894,Francesco Cancellotti,Tarik Benhabiles,101109,Clay,1
1938,100901,Paul Annacone,Andrei Cherkasov,101772,Grass,1
1939,100901,Paul Annacone,Arne Thoms,101835,Grass,1
1940,100901,Paul Annacone,Carsten Arriens,101594,Hard,1
1941,100901,Paul Annacone,Chuck Adams,101901,Hard,1
1942,100901,Paul Annacone,Henrik Holm,101510,Grass,1
1943,100901,Paul Annacone,Jason Stoltenberg,101727,Hard,1
1944,100901,Paul Annacone,Jeff Tarango,101543,Carpet,1
1945,100901,Paul Annacone,Martin Wostenholme,100864,Grass,1
1946,100901,Paul Annacone,Nicklas Kulti,101900,Hard,1
1947,100901,Paul Annacone,Richey Reneberg,101191,Hard,1
1949,100904,George Bezecny,Jacco Eltingh,101797,Clay,1
1950,100917,Nelson Aerts,Andres Gomez,100653,Carpet,1
1951,100917,Nelson Aerts,Maurice Ruah,101862,Carpet,1
1952,100920,Robert Seguso,Bret Garnett,101364,Hard,1
2022,100923,Wally Masur,Ivan Lendl,100656,Hard,4
1958,100923,Wally Masur,Alexander Volkov,101334,Hard,3
1997,100923,Wally Masur,David Wheaton,101609,Hard,3
2000,100923,Wally Masur,Derrick Rostagno,101196,Hard,3
2021,100923,Wally Masur,Ivan Lendl,100656,Carpet,3
2031,100923,Wally Masur,Jamie Morgan,101920,Hard,3
2039,100923,Wally Masur,Jeff Tarango,101543,Hard,3
2091,100923,Wally Masur,Pete Sampras,101948,Hard,3
2092,100923,Wally Masur,Petr Korda,101434,Carpet,3
2123,100923,Wally Masur,Wayne Ferreira,101965,Hard,3
2124,100924,Jorge Lozano,Agustin Moreno,101339,Clay,1
2125,100926,Ken Flach,Jeff Tarango,101543,Hard,1
2126,100926,Ken Flach,Jim Courier,101793,Grass,1
2127,100926,Ken Flach,Jim Courier,101793,Hard,1
2128,100926,Ken Flach,Nicklas Kulti,101900,Hard,1
2129,100926,Ken Flach,Nicolas Pereira,101809,Carpet,1
2130,100926,Ken Flach,Peter Lundgren,101106,Hard,1
2131,100930,Paul Vojtischek,David Engel,101407,Clay,1
2132,100930,Paul Vojtischek,Jan Siemerink,101733,Carpet,1
2133,100930,Paul Vojtischek,Karol Kucera,102344,Clay,1
2134,100935,Michael Robertson,Alexander Mronz,101123,Carpet,1
2135,100935,Michael Robertson,Goran Prpic,101030,Clay,1
2150,100936,Henri Leconte,Boris Becker,101414,Carpet,3
2199,100936,Henri Leconte,Magnus Gustafsson,101320,Clay,3
2225,100936,Henri Leconte,Petr Korda,101434,Clay,3
2137,100936,Henri Leconte,Aaron Krickstein,101381,Grass,2
2141,100936,Henri Leconte,Andrea Gaudenzi,102247,Clay,2
2153,100936,Henri Leconte,Cedric Pioline,101611,Carpet,2
2160,100936,Henri Leconte,David Rikl,101866,Clay,2
2172,100936,Henri Leconte,Guy Forget,101098,Grass,2
2176,100936,Henri Leconte,Jacco Eltingh,101797,Hard,2
