,player_id,player_name,tourney_year,tourney_level,round,match_count,best_rank,titles
0,100284,Jimmy Connors,1991,A,R32,1,47.0,0
1,100284,Jimmy Connors,1991,A,R16,1,47.0,0
2,100284,Jimmy Connors,1991,A,QF,1,47.0,0
3,100284,Jimmy Connors,1991,G,R64,2,47.0,0
4,100284,Jimmy Connors,1991,G,QF,1,47.0,0
5,100284,Jimmy Connors,1991,M,R128,1,47.0,0
6,100284,Jimmy Connors,1991,M,R64,2,47.0,0
7,100284,Jimmy Connors,1992,A,R64,1,33.0,0
8,100284,Jimmy Connors,1992,A,R32,3,33.0,0
9,100284,Jimmy Connors,1992,A,R16,3,33.0,0
10,100284,Jimmy Connors,1992,A,QF,1,33.0,0
11,100284,Jimmy Connors,1992,G,R128,1,33.0,0
12,100284,Jimmy Connors,1992,M,R64,2,33.0,0
13,100284,Jimmy Connors,1993,A,QF,1,90.0,0
14,100284,Jimmy Connors,1994,A,R32,1,1047.0,0
15,100284,Jimmy Connors,1995,A,R16,1,,0
16,100529,Kevin Curren,1991,A,R64,2,53.0,0
17,100529,Kevin Curren,1991,A,R32,3,53.0,0
18,100529,Kevin Curren,1991,A,R16,4,53.0,0
19,100529,Kevin Curren,1991,G,R128,2,53.0,0
20,100529,Kevin Curren,1991,M,R64,1,53.0,0
21,100529,Kevin Curren,1992,A,R64,4,68.0,0
22,100529,Kevin Curren,1992,A,R32,1,68.0,0
23,100529,Kevin Curren,1992,A,R16,1,68.0,0
24,100529,Kevin Curren,1992,G,R128,1,68.0,0
25,100529,Kevin Curren,1992,M,R128,1,68.0,0
26,100529,Kevin Curren,1992,M,R32,1,68.0,0
27,100532,Johan Kriek,1991,A,R32,1,474.0,0
28,100532,Johan Kriek,1991,A,R16,1,474.0,0
29,100581,John McEnroe,1991,A,R32,1,15.0,0
30,100581,John McEnroe,1991,A,R16,4,15.0,0
31,100581,John McEnroe,1991,A,QF,2,15.0,0
32,100581,John McEnroe,1991,A,SF,1,15.0,0
33,100581,John McEnroe,1991,A,F,1,15.0,1
34,100581,John McEnroe,1991,G,R64,1,15.0,0
35,100581,John McEnroe,1991,G,R32,1,15.0,0
36,100581,John McEnroe,1991,M,R64,2,15.0,0
37,100581,John McEnroe,1991,M,R32,1,15.0,0
38,100581,John McEnroe,1992,A,R32,4,17.0,0
39,100581,John McEnroe,1992,A,R16,2,17.0,0
40,100581,John McEnroe,1992,A,QF,2,17.0,0
41,100581,John McEnroe,1992,G,R32,1,17.0,0
42,100581,John McEnroe,1992,G,R16,1,17.0,0
43,100581,John McEnroe,1992,G,QF,1,17.0,0
44,100581,John McEnroe,1992,M,R64,2,17.0,0
45,100581,John McEnroe,1992,M,R32,1,17.0,0
46,100581,John McEnroe,1992,M,R16,1,17.0,0
47,100607,Eduardo Bengoechea,1991,A,R32,3,176.0,0
48,100628,Michiel Schapers,1991,A,SF,1,130.0,0
49,100628,Michiel Schapers,1991,G,R128,2,130.0,0
50,100628,Michiel Schapers,1992,A,R64,2,55.0,0
51,100628,Michiel Schapers,1992,A,R32,5,55.0,0
52,100628,Michiel Schapers,1992,A,R16,1,55.0,0
53,100628,Michiel Schapers,1992,A,QF,1,55.0,0
54,100628,Michiel Schapers,1992,G,R64,2,55.0,0
55,100628,Michiel Schapers,1993,A,R32,1,103.0,0
56,100628,Michiel Schapers,1993,A,R16,1,103.0,0
57,100644,Alexander Zverev,2014,A,QF,1,285.0,0
58,100644,Alexander Zverev,2015,A,R32,5,74.0,0
59,100644,Alexander Zverev,2015,A,R16,1,74.0,0
60,100644,Alexander Zverev,2015,A,QF,1,74.0,0
61,100644,Alexander Zverev,2015,G,R128,1,74.0,0
62,100644,Alexander Zverev,2015,M,R128,1,74.0,0
63,100644,Alexander Zverev,2016,A,R32,2,20.0,0
64,100644,Alexander Zverev,2016,A,R16,2,20.0,0
65,100644,Alexander Zverev,2016,A,QF,4,20.0,0
66,100644,Alexander Zverev,2016,A,SF,2,20.0,0
67,100644,Alexander Zverev,2016,A,F,1,20.0,1
68,100644,Alexander Zverev,2016,G,R128,1,20.0,0
69,100644,Alexander Zverev,2016,G,R64,2,20.0,0
70,100644,Alexander Zverev,2016,M,R128,1,20.0,0
71,100644,Alexander Zverev,2016,M,R64,2,20.0,0
72,100644,Alexander Zverev,2016,M,R32,2,20.0,0
73,100644,Alexander Zverev,2017,A,RR,1,3.0,0
74,100644,Alexander Zverev,2017,A,R32,1,3.0,0
75,100644,Alexander Zverev,2017,A,R16,2,3.0,0
76,100644,Alexander Zverev,2017,A,QF,2,3.0,0
77,100644,Alexander Zverev,2017,A,SF,1,3.0,0
78,100644,Alexander Zverev,2017,A,F,3,3.0,3
79,100644,Alexander Zverev,2017,F,RR,1,3.0,0
80,100644,Alexander Zverev,2017,G,R128,1,3.0,0
81,100644,Alexander Zverev,2017,G,R64,1,3.0,0
82,100644,Alexander Zverev,2017,G,R32,1,3.0,0
83,100644,Alexander Zverev,2017,M,R64,1,3.0,0
84,100644,Alexander Zverev,2017,M,R32,2,3.0,0
85,100644,Alexander Zverev,2017,M,R16,2,3.0,0
86,100644,Alexander Zverev,2017,M,F,2,3.0,2
87,100644,Alexander Zverev,2018,A,RR,1,3.0,0
88,100644,Alexander Zverev,2018,A,R32,2,3.0,0
89,100644,Alexander Zverev,2018,A,QF,2,3.0,0
90,100644,Alexander Zverev,2018,A,F,2,3.0,2
91,100644,Alexander Zverev,2018,F,F,1,3.0,1
92,100644,Alexander Zverev,2018,G,R64,3,3.0,0
93,100644,Alexander Zverev,2018,G,R16,1,3.0,0
94,100644,Alexander Zverev,2018,M,R16,2,3.0,0
95,100644,Alexander Zverev,2018,M,QF,2,3.0,0
96,100644,Alexander Zverev,2018,M,SF,2,3.0,0
97,100644,Alexander Zverev,2018,M,F,1,3.0,1
98,100644,Alexander Zverev,2019,A,RR,1,3.0,0
99,100644,Alexander Zverev,2019,A,R32,1,3.0,0
100,100644,Alexander Zverev,2019,A,R16,2,3.0,0
101,100644,Alexander Zverev,2019,A,QF,2,3.0,0
102,100644,Alexander Zverev,2019,A,SF,1,3.0,0
103,100644,Alexander Zverev,2019,A,F,1,3.0,1
104,100644,Alexander Zverev,2019,F,RR,1,3.0,0
105,100644,Alexander Zverev,2019,G,R32,2,3.0,0
106,100644,Alexander Zverev,2019,G,R16,1,3.0,0
107,100644,Alexander Zverev,2019,M,R64,1,3.0,0
108,100644,Alexander Zverev,2019,M,R32,2,3.0,0
109,100644,Alexander Zverev,2019,M,R16,2,3.0,0
110,100644,Alexander Zverev,2019,M,SF,1,3.0,0
111,100644,Alexander Zverev,2020,A,R32,1,7.0,0
112,100644,Alexander Zverev,2020,A,F,2,7.0,2
113,100644,Alexander Zverev,2020,F,RR,1,7.0,0
114,100644,Alexander Zverev,2020,G,R32,1,7.0,0
115,100644,Alexander Zverev,2020,G,QF,1,7.0,0
116,100644,Alexander Zverev,2020,G,SF,1,7.0,0
117,100644,Alexander Zverev,2020,M,SF,1,7.0,0
118,100644,Alexander Zverev,2021,A,RR,2,3.0,0
119,100644,Alexander Zverev,2021,A,R32,1,3.0,0
120,100644,Alexander Zverev,2021,A,R16,1,3.0,0
121,100644,Alexander Zverev,2021,A,F,3,3.0,3
122,100644,Alexander Zverev,2021,F,F,1,3.0,1
123,100644,Alexander Zverev,2021,G,R32,1,3.0,0
124,100644,Alexander Zverev,2021,G,R16,1,3.0,0
125,100644,Alexander Zverev,2021,G,QF,2,3.0,0
126,100644,Alexander Zverev,2021,M,R32,1,3.0,0
127,100644,Alexander Zverev,2021,M,R16,2,3.0,0
128,100644,Alexander Zverev,2021,M,QF,1,3.0,0
129,100644,Alexander Zverev,2021,M,F,2,3.0,2
130,100644,Alexander Zverev,2022,A,RR,1,3.0,0
