,player_id,player_name,tourney_level,surface,decade,matches_won,matches_lost,win_rate,hand,ioc,avg_rank,score
55,100628,Michiel Schapers,M,Clay,90s,0.0,2.0,0.0,R,NED,59.0,0.0
56,100628,Michiel Schapers,M,Hard,90s,0.0,2.0,0.0,R,NED,62.0,0.0
58,100644,Alexander Zverev,A,Clay,10s,35.0,18.0,0.660377358490566,R,GER,3.0,1.5107429698193828
59,100644,Alexander Zverev,A,Clay,20s,15.0,7.0,0.6818181818181818,R,GER,3.0,1.2260570812412401
60,100644,Alexander Zverev,A,Grass,10s,16.0,9.0,0.64,R,GER,3.0,1.195859148160923
61,100644,Alexander Zverev,A,Grass,20s,7.0,3.0,0.7,R,GER,4.0,0.8811938805436815
62,100644,Alexander Zverev,A,Hard,10s,62.0,27.0,0.6966292134831461,R,GER,3.0,1.7977609196169588
63,100644,Alexander Zverev,A,Hard,20s,57.0,24.0,0.7037037037037037,R,GER,2.0,1.998798041357772
64,100644,Alexander Zverev,F,Hard,10s,7.0,5.0,0.5833333333333334,R,GER,3.0,0.8580877391260417
65,100644,Alexander Zverev,F,Hard,20s,8.0,4.0,0.6666666666666666,R,GER,2.0,1.1021767150012558
66,100644,Alexander Zverev,G,Clay,10s,10.0,4.0,0.7142857142857143,R,GER,3.0,1.109340281503783
67,100644,Alexander Zverev,G,Clay,20s,24.0,5.0,0.8275862068965517,R,GER,3.0,1.6142886292297145
68,100644,Alexander Zverev,G,Grass,10s,8.0,5.0,0.6153846153846154,R,GER,3.0,0.9313899923893157
69,100644,Alexander Zverev,G,Grass,20s,8.0,3.0,0.7272727272727273,R,GER,4.0,0.9487474051705442
70,100644,Alexander Zverev,G,Hard,10s,14.0,9.0,0.6086956521739131,R,GER,4.0,1.0155578552246902
71,100644,Alexander Zverev,G,Hard,20s,37.0,9.0,0.8043478260869565,R,GER,3.0,1.7760589616431672
72,100644,Alexander Zverev,M,Clay,10s,28.0,9.0,0.7567567567567568,R,GER,3.0,1.5787221556803683
73,100644,Alexander Zverev,M,Clay,20s,33.0,10.0,0.7674418604651163,R,GER,3.0,1.665537762381141
74,100644,Alexander Zverev,M,Hard,10s,37.0,24.0,0.6065573770491803,R,GER,3.0,1.435676551306076
75,100644,Alexander Zverev,M,Hard,20s,46.0,18.0,0.71875,R,GER,3.0,1.7207061179578864
76,100652,Cassio Motta,A,Carpet,90s,0.0,1.0,0.0,R,BRA,198.0,0.0
77,100652,Cassio Motta,A,Clay,90s,2.0,5.0,0.2857142857142857,R,BRA,126.0,0.12230792075668329
78,100652,Cassio Motta,A,Hard,90s,5.0,6.0,0.45454545454545453,R,BRA,109.0,0.23950545507050708
79,100652,Cassio Motta,G,Clay,90s,0.0,1.0,0.0,R,BRA,247.0,0.0
80,100652,Cassio Motta,M,Hard,90s,0.0,1.0,0.0,R,BRA,124.0,0.0
81,100653,Andres Gomez,A,Carpet,90s,6.0,1.0,0.8571428571428571,L,ECU,6.0,0.8231089901819072
82,100653,Andres Gomez,A,Clay,90s,15.0,16.0,0.4838709677419355,L,ECU,11.0,0.6403750597232067
83,100653,Andres Gomez,A,Hard,90s,7.0,8.0,0.4666666666666667,L,ECU,6.0,0.5975161558357549
84,100653,Andres Gomez,G,Clay,90s,1.0,1.0,0.5,L,ECU,59.0,0.13324328919238254
85,100653,Andres Gomez,G,Hard,90s,0.0,2.0,0.0,L,ECU,69.0,0.0
86,100653,Andres Gomez,M,Clay,90s,0.0,4.0,0.0,L,ECU,17.0,0.0
87,100653,Andres Gomez,M,Hard,90s,3.0,5.0,0.375,L,ECU,9.0,0.33478624180027344
88,100656,Ivan Lendl,A,Carpet,90s,37.0,14.0,0.7254901960784313,R,USA,3.0,1.6439987167248866
89,100656,Ivan Lendl,A,Clay,90s,25.0,10.0,0.7142857142857143,R,USA,3.0,1.4679720140871189
90,100656,Ivan Lendl,A,Grass,90s,0.0,3.0,0.0,R,USA,3.0,0.0
91,100656,Ivan Lendl,A,Hard,90s,50.0,23.0,0.684931506849315,R,USA,3.0,1.690682599178046
92,100656,Ivan Lendl,F,Carpet,90s,3.0,1.0,0.75,R,USA,5.0,0.5906651451676547
93,100656,Ivan Lendl,G,Clay,90s,1.0,3.0,0.25,R,USA,7.0,0.17693839693954913
94,100656,Ivan Lendl,G,Grass,90s,6.0,3.0,0.6666666666666666,R,USA,3.0,0.880360477781465
95,100656,Ivan Lendl,G,Hard,90s,23.0,8.0,0.7419354838709677,R,USA,3.0,1.4746797456323661
96,100656,Ivan Lendl,M,Carpet,90s,1.0,2.0,0.3333333333333333,R,USA,5.0,0.2261205615064236
97,100656,Ivan Lendl,M,Clay,90s,4.0,7.0,0.36363636363636365,R,USA,3.0,0.5182191912999728
98,100656,Ivan Lendl,M,Hard,90s,17.0,9.0,0.6538461538461539,R,USA,4.0,1.131317490992918
99,100676,Yannick Noah,A,Carpet,90s,0.0,2.0,0.0,R,FRA,173.0,0.0
100,100676,Yannick Noah,A,Clay,90s,2.0,3.0,0.4,R,FRA,135.0,0.145517402107889
101,100676,Yannick Noah,A,Hard,90s,1.0,3.0,0.25,R,FRA,157.0,0.07930747902993698
102,100676,Yannick Noah,M,Carpet,90s,1.0,1.0,0.5,R,FRA,187.0,0.10471869792593128
103,100676,Yannick Noah,M,Clay,90s,4.0,2.0,0.6666666666666666,R,FRA,122.0,0.26880604853290824
104,100689,Tim Mayotte,A,Carpet,90s,2.0,5.0,0.2857142857142857,R,USA,37.0,0.16136788688669812
105,100689,Tim Mayotte,A,Hard,90s,5.0,4.0,0.5555555555555556,R,USA,94.0,0.27980516587225696
106,100689,Tim Mayotte,G,Grass,90s,3.0,1.0,0.75,R,USA,92.0,0.2652390888174318
107,100689,Tim Mayotte,G,Hard,90s,0.0,1.0,0.0,R,USA,75.0,0.0
108,100689,Tim Mayotte,M,Hard,90s,2.0,3.0,0.4,R,USA,81.0,0.16187706104489616
109,100711,Pedro Rebolledo,A,Carpet,90s,0.0,1.0,0.0,R,CHI,170.0,0.0
110,100711,Pedro Rebolledo,A,Clay,90s,1.0,6.0,0.14285714285714285,R,CHI,114.0,0.06241131458035615
111,100711,Pedro Rebolledo,A,Hard,90s,0.0,2.0,0.0,R,CHI,117.0,0.0
112,100711,Pedro Rebolledo,G,Clay,90s,0.0,1.0,0.0,R,CHI,114.0,0.0
113,100711,Pedro Rebolledo,G,Grass,90s,0.0,1.0,0.0,R,CHI,118.0,0.0
114,100713,John Fitzgerald,A,Carpet,90s,1.0,2.0,0.3333333333333333,R,AUS,164.0,0.09031871232828113
115,100713,John Fitzgerald,A,Clay,90s,0.0,1.0,0.0,R,AUS,276.0,0.0
116,100713,John Fitzgerald,A,Grass,90s,3.0,2.0,0.6,R,AUS,114.0,0.22586327093530506
117,100713,John Fitzgerald,A,Hard,90s,11.0,14.0,0.44,R,AUS,126.0,0.29511585106488997
118,100713,John Fitzgerald,G,Grass,90s,1.0,3.0,0.25,R,AUS,132.0,0.08206082632521648
119,100713,John Fitzgerald,G,Hard,90s,3.0,3.0,0.5,R,AUS,167.0,0.18950692698298707
120,100714,Broderick Dyke,A,Hard,90s,0.0,2.0,0.0,L,AUS,545.0,0.0
121,100714,Broderick Dyke,G,Grass,90s,0.0,1.0,0.0,L,AUS,318.0,0.0
122,100714,Broderick Dyke,G,Hard,90s,0.0,3.0,0.0,L,AUS,178.0,0.0
123,100727,Raul Antonio Viver,A,Clay,90s,0.0,6.0,0.0,L,ECU,142.0,0.0
124,100727,Raul Antonio Viver,A,Hard,90s,0.0,1.0,0.0,L,ECU,192.0,0.0
125,100728,Todd Nelson,A,Grass,90s,1.0,1.0,0.5,R,USA,415.0,0.09102298095616672
126,100728,Todd Nelson,A,Hard,90s,2.0,4.0,0.3333333333333333,R,USA,278.0,0.11506053926533706
127,100728,Todd Nelson,G,Grass,90s,1.0,1.0,0.5,R,USA,360.0,0.0932034205101406
128,100728,Todd Nelson,G,Hard,90s,0.0,1.0,0.0,R,USA,338.0,0.0
130,100744,Peter Doohan,G,Hard,90s,0.0,1.0,0.0,R,AUS,331.0,0.0
131,100747,Glenn Layendecker,A,Carpet,90s,1.0,2.0,0.3333333333333333,L,USA,136.0,0.09368540520364767
132,100747,Glenn Layendecker,A,Clay,90s,0.0,1.0,0.0,L,USA,217.0,0.0
133,100747,Glenn Layendecker,A,Grass,90s,2.0,2.0,0.5,L,USA,149.0,0.16023793059216204
134,100747,Glenn Layendecker,A,Hard,90s,2.0,2.0,0.5,L,USA,144.0,0.16131435296418814
135,100747,Glenn Layendecker,G,Grass,90s,0.0,1.0,0.0,L,USA,161.0,0.0
136,100747,Glenn Layendecker,G,Hard,90s,2.0,3.0,0.4,L,USA,137.0,0.14509266080375585
137,100747,Glenn Layendecker,M,Hard,90s,1.0,1.0,0.5,L,USA,184.0,0.10503786958865198
138,100752,Ramesh Krishnan,A,Carpet,90s,3.0,4.0,0.42857142857142855,R,IND,85.0,0.19918714144428426
139,100752,Ramesh Krishnan,A,Clay,90s,1.0,2.0,0.3333333333333333,R,IND,199.0,0.08707542097210136
140,100752,Ramesh Krishnan,A,Grass,90s,1.0,1.0,0.5,R,IND,91.0,0.12098472728629446
141,100752,Ramesh Krishnan,A,Hard,90s,6.0,11.0,0.35294117647058826,R,IND,76.0,0.2336601732979903
142,100752,Ramesh Krishnan,G,Hard,90s,1.0,2.0,0.3333333333333333,R,IND,88.0,0.10251172047379206
143,100752,Ramesh Krishnan,M,Hard,90s,3.0,5.0,0.375,R,IND,90.0,0.18190689281820466
144,100757,Anders Jarryd,A,Carpet,90s,45.0,27.0,0.625,R,SWE,24.0,0.8162109812991166
145,100757,Anders Jarryd,A,Clay,90s,3.0,11.0,0.21428571428571427,R,SWE,29.0,0.16786647238163155
146,100757,Anders Jarryd,A,Grass,90s,8.0,8.0,0.5,R,SWE,34.0,0.3931442260382012
147,100757,Anders Jarryd,A,Hard,90s,11.0,23.0,0.3235294117647059,R,SWE,29.0,0.33274376468331973
148,100757,Anders Jarryd,G,Clay,90s,0.0,3.0,0.0,R,SWE,36.0,0.0
149,100757,Anders Jarryd,G,Grass,90s,3.0,5.0,0.375,R,SWE,29.0,0.23835252119243483
150,100757,Anders Jarryd,G,Hard,90s,4.0,7.0,0.36363636363636365,R,SWE,30.0,0.259065228402726
151,100757,Anders Jarryd,M,Carpet,90s,3.0,3.0,0.5,R,SWE,33.0,0.27210482887941856
152,100757,Anders Jarryd,M,Clay,90s,0.0,2.0,0.0,R,SWE,36.0,0.0
153,100757,Anders Jarryd,M,Hard,90s,1.0,4.0,0.2,R,SWE,31.0,0.10186122833711717
154,100759,Danie Visser,A,Carpet,90s,0.0,1.0,0.0,L,RSA,307.0,0.0
155,100759,Danie Visser,M,Hard,90s,1.0,1.0,0.5,L,RSA,431.0,0.09045955112602759
156,100763,Brad Gilbert,A,Carpet,90s,18.0,12.0,0.6,R,USA,7.0,0.9060617047156644
157,100763,Brad Gilbert,A,Clay,90s,1.0,6.0,0.14285714285714285,R,USA,16.0,0.10140399658826588
158,100763,Brad Gilbert,A,Grass,90s,6.0,5.0,0.5454545454545454,R,USA,15.0,0.47151083697519997
159,100763,Brad Gilbert,A,Hard,90s,65.0,44.0,0.5963302752293578,R,USA,8.0,1.1817440196144466
160,100763,Brad Gilbert,G,Clay,90s,3.0,4.0,0.42857142857142855,R,USA,16.0,0.30421198976479763
161,100763,Brad Gilbert,G,Grass,90s,6.0,4.0,0.6,R,USA,15.0,0.500500478707216
162,100763,Brad Gilbert,G,Hard,90s,8.0,6.0,0.5714285714285714,R,USA,10.0,0.6085067361537487
163,100763,Brad Gilbert,M,Carpet,90s,3.0,6.0,0.3333333333333333,R,USA,18.0,0.2532247405144779
164,100763,Brad Gilbert,M,Clay,90s,0.0,1.0,0.0,R,USA,15.0,0.0
165,100763,Brad Gilbert,M,Hard,90s,13.0,13.0,0.5,R,USA,10.0,0.6480110917939459
166,100768,Nick Brown,A,Hard,90s,0.0,2.0,0.0,R,GBR,239.0,0.0
167,100768,Nick Brown,G,Grass,90s,2.0,1.0,0.6666666666666666,R,GBR,591.0,0.1447130663213959
168,100770,Peter Moraing,A,Carpet,90s,2.0,2.0,0.5,R,GER,242.0,0.14630967304724782
169,100770,Peter Moraing,A,Grass,90s,0.0,1.0,0.0,R,GER,262.0,0.0
170,100770,Peter Moraing,A,Hard,90s,0.0,1.0,0.0,R,GER,262.0,0.0
171,100770,Peter Moraing,G,Grass,90s,0.0,1.0,0.0,R,GER,252.0,0.0
172,100772,Kelly Evernden,A,Clay,90s,2.0,2.0,0.5,R,NZL,119.0,0.16759010618179282
173,100772,Kelly Evernden,A,Grass,90s,1.0,1.0,0.5,R,NZL,117.0,0.11479413173048672
174,100772,Kelly Evernden,A,Hard,90s,8.0,13.0,0.38095238095238093,R,NZL,97.0,0.25585629749670225
175,100772,Kelly Evernden,G,Clay,90s,0.0,1.0,0.0,R,NZL,120.0,0.0
176,100772,Kelly Evernden,G,Grass,90s,0.0,1.0,0.0,R,NZL,120.0,0.0
177,100772,Kelly Evernden,G,Hard,90s,0.0,2.0,0.0,R,NZL,100.0,0.0
178,100772,Kelly Evernden,M,Hard,90s,0.0,1.0,0.0,R,NZL,120.0,0.0
179,100773,Brian Joelson,G,Grass,90s,0.0,1.0,0.0,R,USA,313.0,0.0
180,100782,Pablo Arraya,A,Carpet,90s,2.0,2.0,0.5,R,PER,123.0,0.16646911611270804
181,100782,Pablo Arraya,A,Clay,90s,12.0,12.0,0.5,R,PER,116.0,0.3369313441679624
182,100782,Pablo Arraya,A,Hard,90s,2.0,4.0,0.3333333333333333,R,PER,106.0,0.13833864839408266
183,100782,Pablo Arraya,G,Grass,90s,0.0,1.0,0.0,R,PER,115.0,0.0
184,100782,Pablo Arraya,G,Hard,90s,0.0,2.0,0.0,R,PER,118.0,0.0
185,100790,Bruce Derlin,A,Hard,90s,0.0,1.0,0.0,L,NZL,249.0,0.0
186,100790,Bruce Derlin,M,Hard,90s,1.0,1.0,0.5,L,NZL,292.0,0.09660644031375687
187,100800,Diego Perez,A,Carpet,90s,0.0,1.0,0.0,R,URU,123.0,0.0
188,100800,Diego Perez,A,Clay,90s,11.0,19.0,0.36666666666666664,R,URU,110.0,0.26648836453232927
189,100800,Diego Perez,A,Hard,90s,3.0,6.0,0.3333333333333333,R,URU,125.0,0.15825891887801982
190,100800,Diego Perez,G,Clay,90s,4.0,3.0,0.5714285714285714,R,URU,111.0,0.2510184930258659
191,100800,Diego Perez,G,Grass,90s,0.0,1.0,0.0,R,URU,167.0,0.0
192,100800,Diego Perez,G,Hard,90s,0.0,2.0,0.0,R,URU,129.0,0.0
193,100800,Diego Perez,M,Hard,90s,0.0,1.0,0.0,R,URU,126.0,0.0
194,100809,Juan Aguilera,A,Carpet,90s,0.0,2.0,0.0,R,ESP,20.0,0.0
195,100809,Juan Aguilera,A,Clay,90s,1.0,9.0,0.1,R,ESP,22.0,0.07475800572154517
196,100809,Juan Aguilera,G,Clay,90s,0.0,1.0,0.0,R,ESP,111.0,0.0
197,100809,Juan Aguilera,G,Grass,90s,0.0,1.0,0.0,R,ESP,114.0,0.0
198,100809,Juan Aguilera,M,Clay,90s,2.0,3.0,0.4,R,ESP,36.0,0.1960182308867934
199,100809,Juan Aguilera,M,Hard,90s,1.0,2.0,0.3333333333333333,R,ESP,21.0,0.1459451036126086
200,100810,Paul Chamberlin,A,Carpet,90s,0.0,1.0,0.0,R,USA,166.0,0.0
201,100815,David Pate,A,Carpet,90s,4.0,3.0,0.5714285714285714,R,USA,84.0,0.2662651986766705
202,100815,David Pate,A,Clay,90s,0.0,2.0,0.0,R,USA,85.0,0.0
203,100815,David Pate,A,Grass,90s,0.0,3.0,0.0,R,USA,84.0,0.0
204,100815,David Pate,A,Hard,90s,9.0,12.0,0.42857142857142855,R,USA,79.0,0.3008514467723781
205,100815,David Pate,G,Clay,90s,0.0,1.0,0.0,R,USA,90.0,0.0
206,100815,David Pate,G,Grass,90s,1.0,1.0,0.5,R,USA,110.0,0.11625793520187858
207,100815,David Pate,G,Hard,90s,0.0,3.0,0.0,R,USA,95.0,0.0
208,100815,David Pate,M,Hard,90s,0.0,2.0,0.0,R,USA,112.0,0.0
210,100829,Jan Gunnarsson,A,Carpet,90s,4.0,7.0,0.36363636363636365,R,SWE,69.0,0.2114805053435903
211,100829,Jan Gunnarsson,A,Clay,90s,11.0,10.0,0.5238095238095238,R,SWE,64.0,0.3854601995042139
212,100829,Jan Gunnarsson,A,Grass,90s,0.0,1.0,0.0,R,SWE,99.0,0.0
213,100829,Jan Gunnarsson,A,Hard,90s,0.0,2.0,0.0,R,SWE,67.0,0.0
214,100829,Jan Gunnarsson,G,Clay,90s,0.0,1.0,0.0,R,SWE,100.0,0.0
215,100829,Jan Gunnarsson,G,Grass,90s,3.0,1.0,0.75,R,SWE,97.0,0.2622744226564008
216,100829,Jan Gunnarsson,G,Hard,90s,0.0,2.0,0.0,R,SWE,90.0,0.0
217,100829,Jan Gunnarsson,M,Carpet,90s,0.0,1.0,0.0,R,SWE,67.0,0.0
218,100829,Jan Gunnarsson,M,Hard,90s,1.0,2.0,0.3333333333333333,R,SWE,104.0,0.09894626873124172
219,100836,Glenn Michibata,A,Carpet,90s,1.0,1.0,0.5,R,CAN,238.0,0.10017204212052484
220,100836,Glenn Michibata,A,Grass,90s,0.0,1.0,0.0,R,CAN,272.0,0.0
221,100836,Glenn Michibata,A,Hard,90s,3.0,3.0,0.5,R,CAN,229.0,0.17867066101778548
222,100836,Glenn Michibata,G,Grass,90s,1.0,1.0,0.5,R,CAN,261.0,0.09853234589945449
223,100836,Glenn Michibata,G,Hard,90s,0.0,1.0,0.0,R,CAN,243.0,0.0
224,100837,Jeremy Bates,A,Carpet,90s,8.0,17.0,0.32,R,GBR,67.0,0.24563554829012582
225,100837,Jeremy Bates,A,Clay,90s,0.0,1.0,0.0,R,GBR,81.0,0.0
226,100837,Jeremy Bates,A,Grass,90s,11.0,12.0,0.4782608695652174,R,GBR,80.0,0.34423264006577015
227,100837,Jeremy Bates,A,Hard,90s,22.0,27.0,0.4489795918367347,R,GBR,54.0,0.4349619810373487
228,100837,Jeremy Bates,G,Clay,90s,0.0,2.0,0.0,R,GBR,81.0,0.0
229,100837,Jeremy Bates,G,Grass,90s,7.0,6.0,0.5384615384615384,R,GBR,85.0,0.3176105215900471
230,100837,Jeremy Bates,G,Hard,90s,1.0,6.0,0.14285714285714285,R,GBR,73.0,0.06865304584763415
231,100837,Jeremy Bates,M,Hard,90s,2.0,4.0,0.3333333333333333,R,GBR,77.0,0.14814134361224118
233,100855,Scott Davis,A,Carpet,90s,1.0,5.0,0.16666666666666666,R,USA,61.0,0.0780648890220643
234,100855,Scott Davis,A,Clay,90s,0.0,1.0,0.0,R,USA,63.0,0.0
235,100855,Scott Davis,A,Grass,90s,0.0,1.0,0.0,R,USA,63.0,0.0
236,100855,Scott Davis,A,Hard,90s,4.0,9.0,0.3076923076923077,R,USA,47.0,0.20786998587997038
237,100855,Scott Davis,G,Clay,90s,0.0,1.0,0.0,R,USA,63.0,0.0
238,100855,Scott Davis,G,Grass,90s,2.0,2.0,0.5,R,USA,74.0,0.18541313177294622
239,100855,Scott Davis,G,Hard,90s,2.0,3.0,0.4,R,USA,62.0,0.17186960977365556
240,100855,Scott Davis,M,Hard,90s,3.0,4.0,0.42857142857142855,R,USA,54.0,0.220695372776247
241,100857,Sergio Casal,A,Clay,90s,0.0,1.0,0.0,R,ESP,706.0,0.0
242,100857,Sergio Casal,A,Hard,90s,0.0,2.0,0.0,R,ESP,263.0,0.0
244,100864,Martin Wostenholme,A,Clay,90s,1.0,3.0,0.25,R,CAN,150.0,0.08001429500659346
245,100864,Martin Wostenholme,A,Grass,90s,2.0,1.0,0.6666666666666666,R,CAN,148.0,0.1842712353462087
246,100864,Martin Wostenholme,A,Hard,90s,3.0,4.0,0.42857142857142855,R,CAN,142.0,0.17914111287289927
247,100865,Marcelo Ingaramo,A,Clay,90s,2.0,4.0,0.3333333333333333,L,ARG,188.0,0.1235310887150405
248,100865,Marcelo Ingaramo,G,Clay,90s,0.0,1.0,0.0,L,ARG,166.0,0.0
249,100866,Shahar Perkiss,A,Hard,90s,0.0,2.0,0.0,R,ISR,373.0,0.0
250,100870,Christo Van Rensburg,A,Carpet,90s,8.0,13.0,0.38095238095238093,R,RSA,59.0,0.28563179568710584
251,100870,Christo Van Rensburg,A,Clay,90s,1.0,2.0,0.3333333333333333,R,RSA,73.0,0.10679362687409757
252,100870,Christo Van Rensburg,A,Grass,90s,13.0,9.0,0.5909090909090909,R,RSA,67.0,0.43651981924848315
253,100870,Christo Van Rensburg,A,Hard,90s,17.0,23.0,0.425,R,RSA,61.0,0.37989624447911585
254,100870,Christo Van Rensburg,G,Grass,90s,5.0,3.0,0.625,R,RSA,71.0,0.3193454094801737
255,100870,Christo Van Rensburg,G,Hard,90s,1.0,5.0,0.16666666666666666,R,RSA,59.0,0.07866878103323839
256,100870,Christo Van Rensburg,M,Clay,90s,0.0,2.0,0.0,R,RSA,73.0,0.0
257,100870,Christo Van Rensburg,M,Hard,90s,1.0,6.0,0.14285714285714285,R,RSA,66.0,0.07022742427145484
258,100876,Bong Soo Kim,A,Carpet,90s,1.0,4.0,0.2,R,KOR,284.0,0.06332983743975275
259,100876,Bong Soo Kim,A,Hard,90s,0.0,2.0,0.0,R,KOR,425.0,0.0
260,100892,Alexandre Hocevar,A,Carpet,90s,0.0,1.0,0.0,R,BRA,444.0,0.0
261,100894,Francesco Cancellotti,A,Clay,90s,1.0,3.0,0.25,R,ITA,234.0,0.07359959591538923
262,100901,Paul Annacone,A,Carpet,90s,0.0,2.0,0.0,R,USA,426.0,0.0
263,100901,Paul Annacone,A,Grass,90s,2.0,2.0,0.5,R,USA,280.0,0.14256815516988727
264,100901,Paul Annacone,A,Hard,90s,1.0,4.0,0.2,R,USA,257.0,0.06445644546443932
265,100904,George Bezecny,A,Clay,90s,0.0,1.0,0.0,R,USA,425.0,0.0
266,100917,Nelson Aerts,A,Carpet,90s,1.0,1.0,0.5,R,BRA,451.0,0.08979293113025336
267,100920,Robert Seguso,A,Hard,90s,0.0,1.0,0.0,R,USA,414.0,0.0
