,player_id,player_name,surface,tourney_level,tourney_name,count
0,200001,Martina Hingis,Carpet,F,WTA Tour Championships,4
1,200001,Martina Hingis,Carpet,P,Other,3
2,200001,Martina Hingis,Carpet,PM,Moscow,5
3,200001,Martina Hingis,Carpet,PM,Tokyo,19
4,200001,Martina Hingis,Clay,G,Roland Garros,35
5,200001,Martina Hingis,Clay,P,Hamburg,6
6,200001,Martina Hingis,Clay,P,Other,3
7,200001,Martina Hingis,Clay,PM,Berlin,10
8,200001,Martina Hingis,Clay,PM,Charleston,4
9,200001,Martina Hingis,Clay,PM,Rome,9
10,200001,Martina Hingis,Grass,G,Wimbledon,23
11,200001,Martina Hingis,Hard,F,Other,1
12,200001,Martina Hingis,Hard,G,Australian Open,52
13,200001,Martina Hingis,Hard,G,US Open,43
14,200001,Martina Hingis,Hard,P,Doha,4
15,200001,Martina Hingis,Hard,P,Dubai,7
16,200001,Martina Hingis,Hard,P,Filderstadt,7
17,200001,Martina Hingis,Hard,P,Los Angeles,5
18,200001,Martina Hingis,Hard,P,Other,3
19,200001,Martina Hingis,Hard,P,San Diego,4
20,200001,Martina Hingis,Hard,P,Scottsdale,5
21,200001,Martina Hingis,Hard,P,Sydney,10
22,200001,Martina Hingis,Hard,PM,Indian Wells,20
23,200001,Martina Hingis,Hard,PM,Miami,15
24,200001,Martina Hingis,Hard,PM,Montreal,11
25,200001,Martina Hingis,Hard,PM,Other,3
26,200001,Martina Hingis,Hard,PM,Zurich,6
27,200002,Mirjana Lucic,Clay,G,Roland Garros,6
28,200002,Mirjana Lucic,Clay,P,Charleston,8
29,200002,Mirjana Lucic,Clay,P,Other,4
30,200002,Mirjana Lucic,Grass,G,Wimbledon,11
31,200002,Mirjana Lucic,Grass,P,Other,1
32,200002,Mirjana Lucic,Hard,G,Australian Open,7
33,200002,Mirjana Lucic,Hard,G,US Open,12
34,200002,Mirjana Lucic,Hard,P,Other,8
35,200002,Mirjana Lucic,Hard,PM,Other,8
36,200003,Justine Henin,Carpet,P,Antwerp,5
37,200003,Justine Henin,Carpet,P,Leipzig,5
38,200003,Justine Henin,Carpet,P,Other,1
39,200003,Justine Henin,Carpet,P,Paris,4
40,200003,Justine Henin,Clay,G,Roland Garros,38
41,200003,Justine Henin,Clay,P,Amelia Island,10
42,200003,Justine Henin,Clay,P,Other,3
43,200003,Justine Henin,Clay,P,Stuttgart,5
44,200003,Justine Henin,Clay,P,Warsaw,9
45,200003,Justine Henin,Clay,PM,Berlin,28
46,200003,Justine Henin,Clay,PM,Charleston,14
47,200003,Justine Henin,Clay,PM,Rome,4
48,200003,Justine Henin,Grass,G,Wimbledon,30
