winner_name,surface,tourney_level,tourney_name,count
Agnes Szavay,Clay,I,Budapest,10
Agnes Szavay,Clay,I,Other,1
Agnes Szavay,Clay,I,Prague,5
Agnes Szavay,Clay,P,Other,2
Agnes Szavay,Clay,PM,Madrid,4
Agnes Szavay,Clay,T1,Other,7
Agnes Szavay,Clay,T2,Other,2
Agnes Szavay,Clay,T3,Bad Gastein,5
Agnes Szavay,Clay,T3,Other,5
Agnes Szavay,Clay,T4,Other,5
Agnes Szavay,Clay,T4,Palermo,5
Agnes Szavay,Grass,G,Wimbledon,4
Agnes Szavay,Grass,P,Other,1
Agnes Szavay,Hard,D,Other,2
Agnes Szavay,Hard,G,Other,1
Agnes Szavay,Hard,G,US Open,6
Agnes Szavay,Hard,I,Other,7
Agnes Szavay,Hard,P,Other,6
Agnes Szavay,Hard,PM,Indian Wells,4
Agnes Szavay,Hard,PM,Miami,4
Agnes Szavay,Hard,T2,Beijing,6
Agnes Szavay,Hard,T2,New Haven,5
Agnes Szavay,Hard,T2,Other,1
Agnes Szavay,Hard,T4,Other,3
Agnes Zugasti,Grass,W,Other,1
Agnese Gustmane,Clay,D,Other,3
Agnese Gustmane,Clay,O,Other,1
Agnese Gustmane,Hard,D,Other,3
Agnieszka Radwanska,Carpet,D,Other,2
Agnieszka Radwanska,Carpet,P,Other,2
Agnieszka Radwanska,Clay,D,Other,12
Agnieszka Radwanska,Clay,G,Roland Garros,23
Agnieszka Radwanska,Clay,P,Brussels,4
Agnieszka Radwanska,Clay,P,Rome,6
Agnieszka Radwanska,Clay,P,Stuttgart,11
Agnieszka Radwanska,Clay,PM,Madrid,13
Agnieszka Radwanska,Clay,T1,Other,6
Agnieszka Radwanska,Clay,T2,Other,4
Agnieszka Radwanska,Clay,T3,Istanbul,6
Agnieszka Radwanska,Clay,T4,Other,2
Agnieszka Radwanska,Grass,G,Wimbledon,43
Agnieszka Radwanska,Grass,I,Other,3
Agnieszka Radwanska,Grass,P,Eastbourne,14
Agnieszka Radwanska,Grass,T2,Eastbourne,5
Agnieszka Radwanska,Grass,T3,Other,1
Agnieszka Radwanska,Hard,D,Other,18
Agnieszka Radwanska,Hard,F,Other,8
Agnieszka Radwanska,Hard,G,Australian Open,35
Agnieszka Radwanska,Hard,G,US Open,24
Agnieszka Radwanska,Hard,I,Auckland,7
Agnieszka Radwanska,Hard,I,Katowice,6
Agnieszka Radwanska,Hard,I,Other,11
Agnieszka Radwanska,Hard,I,Seoul,8
Agnieszka Radwanska,Hard,I,Shenzhen,7
Agnieszka Radwanska,Hard,I,Tianjin,7
Agnieszka Radwanska,Hard,O,Other,1
Agnieszka Radwanska,Hard,P,Beijing,6
Agnieszka Radwanska,Hard,P,Cincinnati,10
Agnieszka Radwanska,Hard,P,Doha,14
Agnieszka Radwanska,Hard,P,Dubai,13
Agnieszka Radwanska,Hard,P,Indian Wells,4
Agnieszka Radwanska,Hard,P,Montreal,9
Agnieszka Radwanska,Hard,P,New Haven,10
Agnieszka Radwanska,Hard,P,Other,7
Agnieszka Radwanska,Hard,P,San Diego,9
Agnieszka Radwanska,Hard,P,Stanford,10
Agnieszka Radwanska,Hard,P,Sydney,13
Agnieszka Radwanska,Hard,P,Tokyo,25
Agnieszka Radwanska,Hard,P,Toronto,14
Agnieszka Radwanska,Hard,PM,Beijing,22
Agnieszka Radwanska,Hard,PM,Indian Wells,21
Agnieszka Radwanska,Hard,PM,Miami,26
Agnieszka Radwanska,Hard,T1,Doha,4
Agnieszka Radwanska,Hard,T1,Indian Wells,4
Agnieszka Radwanska,Hard,T1,Other,8
Agnieszka Radwanska,Hard,T2,Other,10
Agnieszka Radwanska,Hard,T3,Other,1
Agnieszka Radwanska,Hard,T4,Pattaya,5
Agnieszka Radwanska,Hard,T4,Stockholm,8
Agnieszka Radwanska,Hard,W,Other,3
Agustine Limanto,Hard,D,Other,2
Ahsha Rolle,Clay,D,Other,1
Ahsha Rolle,Grass,T3,Other,2
Ahsha Rolle,Hard,G,Other,2
Ahsha Rolle,Hard,T1,Other,3
Ahsha Rolle,Hard,T4,Other,1
Ai Sugiyama,Carpet,D,Other,1
Ai Sugiyama,Carpet,T1,Other,1
Ai Sugiyama,Carpet,T1,Tokyo,6
Ai Sugiyama,Carpet,T2,Other,4
Ai Sugiyama,Carpet,W,Kremlin Cup,6
Ai Sugiyama,Carpet,W,Oakland,4
Ai Sugiyama,Carpet,W,Osaka,5
Ai Sugiyama,Carpet,W,Other,8
Ai Sugiyama,Carpet,W,Tokyo,5
Ai Sugiyama,Clay,D,Other,3
Ai Sugiyama,Clay,G,Roland Garros,18
Ai Sugiyama,Clay,T1,Charleston,4
Ai Sugiyama,Clay,T1,Other,2
Ai Sugiyama,Clay,T1,Rome,11
Ai Sugiyama,Clay,T2,Amelia Island,4
Ai Sugiyama,Clay,T3,Other,2
Ai Sugiyama,Clay,T3,Strasbourg,6
Ai Sugiyama,Clay,W,Other,7
Ai Sugiyama,Clay,W,Strasbourg,5
Ai Sugiyama,Grass,G,Wimbledon,25
Ai Sugiyama,Grass,T2,Eastbourne,4
Ai Sugiyama,Grass,T3,Birmingham,4
Ai Sugiyama,Grass,W,Eastbourne,5
Ai Sugiyama,Hard,D,Other,9
Ai Sugiyama,Hard,F,Other,1
Ai Sugiyama,Hard,G,Australian Open,19
Ai Sugiyama,Hard,G,US Open,22
Ai Sugiyama,Hard,O,Other,5
Ai Sugiyama,Hard,P,Other,5
Ai Sugiyama,Hard,T1,Indian Wells,12
Ai Sugiyama,Hard,T1,Miami,12
Ai Sugiyama,Hard,T1,Montreal,8
Ai Sugiyama,Hard,T1,Other,4
Ai Sugiyama,Hard,T1,San Diego,9
Ai Sugiyama,Hard,T1,Zurich,4
Ai Sugiyama,Hard,T2,Beijing,4
Ai Sugiyama,Hard,T2,Doha,4
Ai Sugiyama,Hard,T2,Dubai,4
Ai Sugiyama,Hard,T2,Linz,10
Ai Sugiyama,Hard,T2,Los Angeles,11
Ai Sugiyama,Hard,T2,Other,10
Ai Sugiyama,Hard,T2,San Diego,6
Ai Sugiyama,Hard,T2,Scottsdale,9
Ai Sugiyama,Hard,T2,Stanford,5
Ai Sugiyama,Hard,T2,Tokyo,4
Ai Sugiyama,Hard,T3,Gold Coast,6
Ai Sugiyama,Hard,T3,Japan Open,9
Ai Sugiyama,Hard,T3,Other,6
Ai Sugiyama,Hard,T4,Seoul,6
Ai Sugiyama,Hard,T4,Shanghai,5
Ai Sugiyama,Hard,T5,Other,1
Ai Sugiyama,Hard,W,Canadian Open,5
Ai Sugiyama,Hard,W,Hope Island,12
Ai Sugiyama,Hard,W,Indian Wells,7
Ai Sugiyama,Hard,W,Key Biscayne,4
Ai Sugiyama,Hard,W,Manhattan Beach,5
Ai Sugiyama,Hard,W,Other,13
Ai Sugiyama,Hard,W,San Diego,7
Ai Sugiyama,Hard,W,Surabaya,4
Ai Sugiyama,Hard,W,Tokyo,22
Aicha Ferjani,Hard,D,Other,1
Aida Khalatian,Clay,D,Other,2
Aiko Nakamura,Carpet,T1,Other,1
Aiko Nakamura,Clay,T1,Other,1
Aiko Nakamura,Clay,T3,Other,3
Aiko Nakamura,Grass,G,Other,2
Aiko Nakamura,Grass,T2,Other,1
Aiko Nakamura,Grass,T3,Other,2
Aiko Nakamura,Hard,CC,Other,1
Aiko Nakamura,Hard,D,Other,5
Aiko Nakamura,Hard,G,Australian Open,5
Aiko Nakamura,Hard,G,Other,2
Aiko Nakamura,Hard,I,Other,1
Aiko Nakamura,Hard,T1,Indian Wells,4
Aiko Nakamura,Hard,T1,Other,1
Aiko Nakamura,Hard,T2,Other,4
Aiko Nakamura,Hard,T3,Bali,6
Aiko Nakamura,Hard,T3,Japan Open,5
Aiko Nakamura,Hard,T3,Other,4
Aiko Nakamura,Hard,T4,Other,8
Aina Rafolomanantsiatosika,Clay,D,Other,5
Ainhoa Goni Blanco,Clay,T3,Other,1
Ainhoa Goni Blanco,Clay,T5,Other,1
Ajla Tomljanovic,Clay,G,Roland Garros,6
Ajla Tomljanovic,Clay,I,Other,10
Ajla Tomljanovic,Clay,I,Rabat,9
Ajla Tomljanovic,Clay,P,Charleston,6
Ajla Tomljanovic,Clay,P,Other,4
Ajla Tomljanovic,Clay,PM,Other,2
Ajla Tomljanovic,Clay,W,Other,2
Ajla Tomljanovic,Grass,G,Wimbledon,10
Ajla Tomljanovic,Grass,I,Birmingham,6
Ajla Tomljanovic,Grass,I,Nottingham,4
Ajla Tomljanovic,Grass,I,Other,4
Ajla Tomljanovic,Grass,P,Other,1
Ajla Tomljanovic,Hard,D,Other,7
Ajla Tomljanovic,Hard,G,Australian Open,5
Ajla Tomljanovic,Hard,G,Other,3
Ajla Tomljanovic,Hard,G,Us Open,9
Ajla Tomljanovic,Hard,I,Hua Hin,4
Ajla Tomljanovic,Hard,I,Other,22
Ajla Tomljanovic,Hard,I,Pattaya,4
Ajla Tomljanovic,Hard,I,Seoul,5
Ajla Tomljanovic,Hard,O,Other,1
Ajla Tomljanovic,Hard,P,Brisbane,5
Ajla Tomljanovic,Hard,P,Indian Wells,4
Ajla Tomljanovic,Hard,P,Other,24
Ajla Tomljanovic,Hard,PM,Miami,10
Ajla Tomljanovic,Hard,PM,Other,4
Ajla Tomljanovic,Hard,W,Other,1
Akgul Amanmuradova,Clay,G,Roland Garros,5
Akgul Amanmuradova,Clay,I,Other,3
Akgul Amanmuradova,Clay,P,Other,2
Akgul Amanmuradova,Clay,T1,Other,1
Akgul Amanmuradova,Clay,T3,Other,3
Akgul Amanmuradova,Clay,T4,Other,1
Akgul Amanmuradova,Hard,D,Other,24
Akgul Amanmuradova,Hard,G,Other,6
Akgul Amanmuradova,Hard,I,Other,7
Akgul Amanmuradova,Hard,I,Tashkent,9
Akgul Amanmuradova,Hard,P,Other,3
Akgul Amanmuradova,Hard,T1,Other,1
Akgul Amanmuradova,Hard,T2,Other,3
Akgul Amanmuradova,Hard,T3,Other,6
Akgul Amanmuradova,Hard,T4,Other,1
Akgul Amanmuradova,Hard,T4,Pattaya,4
Akgul Amanmuradova,Hard,T4,Tashkent,6
Akiko Gunji,Hard,CC,Kugayama 4 10K,4
Akiko Gunji,Hard,CC,Other,5
Akiko Kijimuta,Carpet,W,Other,1
Akiko Kijimuta,Clay,G,Roland Garros,4
Akiko Kijimuta,Clay,W,Other,4
Akiko Kijimuta,Grass,G,Other,1
Akiko Kijimuta,Hard,W,Brisbane,5
Akiko Kijimuta,Hard,W,Other,3
Akiko Kinebuchi,Hard,CC,Other,4
Akiko Morigami,Carpet,T1,Other,2
Akiko Morigami,Clay,D,Other,3
Akiko Morigami,Clay,G,Other,3
Akiko Morigami,Clay,I,Other,1
Akiko Morigami,Clay,T1,Other,3
Akiko Morigami,Clay,T2,Other,2
Akiko Morigami,Clay,T3,Other,2
Akiko Morigami,Clay,T4,Prague,6
Akiko Morigami,Grass,CC,Other,1
Akiko Morigami,Grass,CC,Victoria 1 10K,5
Akiko Morigami,Grass,CC,Victoria 4 10K,5
Akiko Morigami,Grass,G,Wimbledon,5
Akiko Morigami,Grass,T2,Other,1
Akiko Morigami,Grass,T3,Other,4
Akiko Morigami,Hard,CC,Ibaraki 1 10K,4
Akiko Morigami,Hard,CC,Ibaraki 4 10K,7
Akiko Morigami,Hard,CC,Other,2
Akiko Morigami,Hard,D,Other,9
Akiko Morigami,Hard,G,Australian Open,4
Akiko Morigami,Hard,G,Other,1
Akiko Morigami,Hard,I,Other,1
Akiko Morigami,Hard,O,Other,1
Akiko Morigami,Hard,T1,Other,3
Akiko Morigami,Hard,T1,San Diego,4
Akiko Morigami,Hard,T2,Other,10
Akiko Morigami,Hard,T3,Cincinnati,8
Akiko Morigami,Hard,T3,Japan Open,4
Akiko Morigami,Hard,T3,Other,3
Akiko Morigami,Hard,T4,Other,8
Akiko Morigami,Hard,T5,Other,3
Akvile Parazinskaite,Clay,D,Other,1
Akvile Parazinskaite,Hard,D,Other,1
Alanna Broderick,Clay,D,Other,3
Alanna Broderick,Hard,D,Other,3
Alberta Brianti,Clay,I,Fes,5
Alberta Brianti,Clay,I,Other,9
Alberta Brianti,Clay,P,Other,2
Alberta Brianti,Clay,T3,Other,1
Alberta Brianti,Clay,T4,Other,1
Alberta Brianti,Grass,G,Other,1
Alberta Brianti,Hard,G,Australian Open,5
Alberta Brianti,Hard,I,Guangzhou,5
Alberta Brianti,Hard,I,Other,18
Alberta Brianti,Hard,P,Other,2
Alberta Brianti,Hard,T1,Other,2
Alberta Brianti,Hard,T3,Other,2
Albina Khabibulina,Hard,D,Other,3
Aldila Sutjiadi,Clay,D,Other,1
Aldila Sutjiadi,Hard,D,Other,13
Alejandra Alvarez,Hard,D,Other,1
Alejandra Gomez,Clay,D,Other,1
Alejandra Granillo,Clay,D,Other,3
Alejandra Granillo,Hard,D,Other,1
Alejandra Rivero,Hard,CC,Other,2
Aleksandra Krunic,Clay,D,Other,5
Aleksandra Krunic,Clay,G,Other,2
Aleksandra Krunic,Clay,I,Bol,5
Aleksandra Krunic,Clay,I,Budapest,5
Aleksandra Krunic,Clay,I,Other,14
Aleksandra Krunic,Clay,I,Rabat,5
Aleksandra Krunic,Clay,P,Other,2
Aleksandra Krunic,Grass,G,Other,2
Aleksandra Krunic,Grass,I,Other,4
Aleksandra Krunic,Grass,I,s-Hertogenbosch,5
Aleksandra Krunic,Grass,P,Other,2
Aleksandra Krunic,Hard,D,Other,5
Aleksandra Krunic,Hard,G,Other,3
Aleksandra Krunic,Hard,G,US Open,7
Aleksandra Krunic,Hard,I,Guangzhou,7
Aleksandra Krunic,Hard,I,Other,15
Aleksandra Krunic,Hard,I,Tashkent,4
Aleksandra Krunic,Hard,P,Other,5
Aleksandra Krunic,Hard,PM,Other,1
Aleksandra Olsza,Carpet,W,Other,2
Aleksandra Olsza,Clay,D,Other,7
Aleksandra Olsza,Clay,W,Other,1
Aleksandra Olsza,Grass,G,Other,2
Aleksandra Olsza,Hard,D,Other,4
Aleksandra Olsza,Hard,G,Other,1
Aleksandra Olsza,Hard,W,Other,2
Aleksandra Wozniak,Carpet,D,Other,2
Aleksandra Wozniak,Clay,D,Other,21
Aleksandra Wozniak,Clay,G,Roland Garros,10
Aleksandra Wozniak,Clay,I,Other,2
Aleksandra Wozniak,Clay,I,Ponte Vedra Beach,6
Aleksandra Wozniak,Clay,P,Charleston,5
Aleksandra Wozniak,Clay,P,Other,1
Aleksandra Wozniak,Clay,PM,Other,1
Aleksandra Wozniak,Clay,T4,Fes,4
Aleksandra Wozniak,Grass,G,Other,3
Aleksandra Wozniak,Grass,I,Other,2
Aleksandra Wozniak,Grass,O,Other,1
Aleksandra Wozniak,Grass,P,Eastbourne,4
Aleksandra Wozniak,Grass,P,Other,2
Aleksandra Wozniak,Hard,D,Other,8
Aleksandra Wozniak,Hard,G,Other,1
Aleksandra Wozniak,Hard,G,US Open,4
Aleksandra Wozniak,Hard,I,Other,11
Aleksandra Wozniak,Hard,I,Quebec City,5
Aleksandra Wozniak,Hard,P,Other,10
Aleksandra Wozniak,Hard,PM,Indian Wells,4
Aleksandra Wozniak,Hard,PM,Other,4
Aleksandra Wozniak,Hard,T1,Other,3
Aleksandra Wozniak,Hard,T2,Other,1
Aleksandra Wozniak,Hard,T2,Stanford,5
Aleksandra Wozniak,Hard,T3,Japan Open,4
Aleksandra Wozniak,Hard,T3,Other,3
Aleksandra Wozniak,Hard,T3,Quebec City,6
Aleksandra Wozniak,Hard,T4,Other,1
Alena Paulenkova,Clay,CC,Other,1
Alena Vaskova,Carpet,T3,Other,1
Alena Vaskova,Clay,T3,Other,3
Alena Vaskova,Hard,T4,Other,2
Alet Boonzaaier,Clay,D,Other,1
Alet Boonzaaier,Hard,D,Other,1
Alexa Glatch,Clay,G,Other,2
Alexa Glatch,Grass,I,Other,1
Alexa Glatch,Hard,D,Other,2
Alexa Glatch,Hard,G,Other,1
Alexa Glatch,Hard,I,Other,5
Alexa Glatch,Hard,P,Other,2
Alexa Glatch,Hard,PM,Other,3
Alexa Glatch,Hard,T4,Other,2
Alexa Guarachi,Clay,D,Other,2
Alexandra Cadantu Ignatik,Clay,I,Bol,4
Alexandra Cadantu Ignatik,Clay,I,Budapest,4
Alexandra Cadantu Ignatik,Clay,I,Other,11
Alexandra Cadantu Ignatik,Grass,G,Other,1
Alexandra Cadantu Ignatik,Hard,I,Monterrey,4
Alexandra Cadantu Ignatik,Hard,I,Other,8
Alexandra Cadantu Ignatik,Hard,I,Tashkent,4
Alexandra Chong,Hard,D,Other,2
Alexandra Dulgheru,Clay,G,Roland Garros,5
Alexandra Dulgheru,Clay,I,Barcelona,4
Alexandra Dulgheru,Clay,I,Other,11
Alexandra Dulgheru,Clay,P,Other,3
Alexandra Dulgheru,Clay,P,Rome,5
Alexandra Dulgheru,Clay,P,Warsaw,10
Alexandra Dulgheru,Clay,PM,Other,2
Alexandra Dulgheru,Grass,G,Wimbledon,4
Alexandra Dulgheru,Grass,I,'s Hertogenbosch,4
Alexandra Dulgheru,Hard,D,Other,6
Alexandra Dulgheru,Hard,G,Other,1
Alexandra Dulgheru,Hard,G,US Open,5
Alexandra Dulgheru,Hard,I,Kuala Lumpur,4
Alexandra Dulgheru,Hard,I,Other,11
Alexandra Dulgheru,Hard,P,Other,5
Alexandra Dulgheru,Hard,PM,Miami,4
Alexandra Dulgheru,Hard,PM,Other,3
Alexandra Eala,Clay,I,Other,1
Alexandra Eala,Clay,PM,Other,1
Alexandra Fusai,Carpet,T3,Other,1
Alexandra Fusai,Carpet,W,Other,5
Alexandra Fusai,Clay,D,Other,1
Alexandra Fusai,Clay,G,Roland Garros,8
Alexandra Fusai,Clay,T1,Other,2
Alexandra Fusai,Clay,T5,Other,1
Alexandra Fusai,Clay,W,Amelia Island,5
Alexandra Fusai,Clay,W,Hilton Head,4
Alexandra Fusai,Clay,W,Other,21
Alexandra Fusai,Clay,W,Strasbourg,6
Alexandra Fusai,Clay,W,Taranto,5
Alexandra Fusai,Clay,W,Warsaw,4
Alexandra Fusai,Grass,G,Other,2
Alexandra Fusai,Grass,W,Other,1
Alexandra Fusai,Hard,G,Other,3
Alexandra Fusai,Hard,G,US Open,6
Alexandra Fusai,Hard,T3,Other,1
Alexandra Fusai,Hard,T5,Other,1
Alexandra Fusai,Hard,W,Key Biscayne,4
Alexandra Fusai,Hard,W,Other,9
Alexandra Guzman,Clay,D,Other,10
Alexandra Guzman,Hard,D,Other,3
Alexandra Panova,Clay,I,Bogota,8
Alexandra Panova,Clay,I,Other,4
Alexandra Panova,Grass,I,Other,1
Alexandra Panova,Hard,G,Other,1
Alexandra Panova,Hard,I,Baku,5
Alexandra Panova,Hard,I,Other,6
Alexandra Panova,Hard,I,Tashkent,6
Alexandra Panova,Hard,T4,Other,1
Alexandra Scholer,Clay,D,Other,2
Alexandra Stevenson,Carpet,T1,Other,5
Alexandra Stevenson,Carpet,T2,Other,2
Alexandra Stevenson,Carpet,T3,Other,2
Alexandra Stevenson,Carpet,T3,Quebec City,4
Alexandra Stevenson,Carpet,W,Other,3
Alexandra Stevenson,Clay,T1,Other,3
Alexandra Stevenson,Clay,T2,Other,3
Alexandra Stevenson,Clay,T3,Other,1
Alexandra Stevenson,Grass,G,Wimbledon,7
Alexandra Stevenson,Grass,T2,Other,1
Alexandra Stevenson,Grass,T3,Birmingham,4
Alexandra Stevenson,Grass,W,Other,3
Alexandra Stevenson,Hard,G,Other,2
Alexandra Stevenson,Hard,I,Other,1
Alexandra Stevenson,Hard,T1,Other,10
Alexandra Stevenson,Hard,T2,Linz,6
Alexandra Stevenson,Hard,T2,Other,9
Alexandra Stevenson,Hard,T2,Scottsdale,4
Alexandra Stevenson,Hard,T2,Sydney,5
Alexandra Stevenson,Hard,T3,Memphis,5
Alexandra Stevenson,Hard,T3,Other,1
Alexandra Stevenson,Hard,W,Other,5
Alexandria Liles,Hard,CC,Other,1
Alexia Dechaume Balleret,Carpet,W,Other,4
Alexia Dechaume Balleret,Clay,G,Roland Garros,5
Alexia Dechaume Balleret,Clay,W,Cardiff,4
Alexia Dechaume Balleret,Clay,W,Other,23
Alexia Dechaume Balleret,Grass,G,Wimbledon,4
Alexia Dechaume Balleret,Grass,W,Other,3
Alexia Dechaume Balleret,Hard,G,Australian Open,6
Alexia Dechaume Balleret,Hard,G,US Open,5
Alexia Dechaume Balleret,Hard,W,Auckland,5
Alexia Dechaume Balleret,Hard,W,Other,30
Alexia Dechaume Balleret,Hard,W,Schenectady,6
Aliaa Fakhry,Clay,D,Other,3
Aliaksandra Sasnovich,Clay,D,Other,2
Aliaksandra Sasnovich,Clay,G,Roland Garros,7
Aliaksandra Sasnovich,Clay,I,Budapest,6
Aliaksandra Sasnovich,Clay,I,Other,14
Aliaksandra Sasnovich,Clay,P,Other,1
Aliaksandra Sasnovich,Clay,PM,Madrid,4
Aliaksandra Sasnovich,Clay,PM,Other,3
Aliaksandra Sasnovich,Clay,W,Other,2
Aliaksandra Sasnovich,Grass,G,Wimbledon,8
Aliaksandra Sasnovich,Grass,I,Other,4
Aliaksandra Sasnovich,Grass,P,Other,3
Aliaksandra Sasnovich,Hard,D,Other,14
Aliaksandra Sasnovich,Hard,G,Australian Open,6
Aliaksandra Sasnovich,Hard,G,US Open,4
Aliaksandra Sasnovich,Hard,G,Us Open,4
Aliaksandra Sasnovich,Hard,I,Cleveland,5
Aliaksandra Sasnovich,Hard,I,Limoges,4
Aliaksandra Sasnovich,Hard,I,Melbourne 2,4
Aliaksandra Sasnovich,Hard,I,Other,21
Aliaksandra Sasnovich,Hard,I,Seoul,4
Aliaksandra Sasnovich,Hard,P,Brisbane,6
Aliaksandra Sasnovich,Hard,P,Indian Wells,4
Aliaksandra Sasnovich,Hard,P,Other,25
Aliaksandra Sasnovich,Hard,PM,Miami,4
Aliaksandra Sasnovich,Hard,PM,Other,4
Aliaksandra Sasnovich,Hard,W,Other,2
Alice Canepa,Clay,W,Other,2
Alice Lamport,Clay,D,Other,1
Alice Pirsu,Clay,D,Other,2
Alicia Molik,Carpet,D,Other,1
Alicia Molik,Clay,D,Other,3
Alicia Molik,Clay,G,Roland Garros,4
Alicia Molik,Clay,T2,Other,3
Alicia Molik,Clay,T3,Other,3
Alicia Molik,Clay,T3,Vienna,4
Alicia Molik,Clay,T4,Other,1
Alicia Molik,Clay,T4,Sarasota,5
Alicia Molik,Clay,T5,Budapest,4
Alicia Molik,Grass,CC,Other,5
Alicia Molik,Grass,CC,Warrnambool 1 10K,5
Alicia Molik,Grass,D,Other,3
Alicia Molik,Grass,G,Wimbledon,9
Alicia Molik,Grass,T2,Other,1
Alicia Molik,Grass,T3,Birmingham,6
Alicia Molik,Grass,W,Other,1
Alicia Molik,Hard,CC,Kugayama 1 10K,5
Alicia Molik,Hard,CC,Kugayama 2 10K,4
Alicia Molik,Hard,CC,Kugayama 3 10K,5
Alicia Molik,Hard,CC,Kugayama 4 10K,5
Alicia Molik,Hard,D,Other,5
Alicia Molik,Hard,G,Australian Open,13
Alicia Molik,Hard,G,US Open,7
Alicia Molik,Hard,I,Other,3
Alicia Molik,Hard,O,Olympics,4
Alicia Molik,Hard,P,Other,1
Alicia Molik,Hard,PM,Other,4
Alicia Molik,Hard,T1,Miami,7
Alicia Molik,Hard,T1,Other,5
Alicia Molik,Hard,T1,Zurich,5
Alicia Molik,Hard,T2,Doha,4
Alicia Molik,Hard,T2,Other,14
Alicia Molik,Hard,T2,Sydney,6
Alicia Molik,Hard,T3,Guangzhou,4
Alicia Molik,Hard,T3,Japan Open,5
Alicia Molik,Hard,T3,Luxembourg,6
Alicia Molik,Hard,T3,Other,6
Alicia Molik,Hard,T4,Other,6
Alicia Molik,Hard,T4,Stockholm,5
Alicia Molik,Hard,T5,Hobart,5
Alicia Molik,Hard,W,Other,4
Alina Jidkova,Carpet,T3,Other,2
Alina Jidkova,Clay,G,Other,1
Alina Jidkova,Clay,T1,Other,4
Alina Jidkova,Clay,T3,Other,3
Alina Jidkova,Hard,G,Australian Open,5
Alina Jidkova,Hard,G,Other,1
Alina Jidkova,Hard,T1,Other,8
Alina Jidkova,Hard,T2,Other,4
Alina Jidkova,Hard,T3,Memphis,5
Alina Jidkova,Hard,T3,Other,2
Alina Jidkova,Hard,T3,Quebec City,4
Alina Jidkova,Hard,T4,Other,3
Alina Jidkova,Hard,T5,Other,5
Alina Korneeva,Hard,G,Other,1
Alina Korneeva,Hard,I,Other,4
Alina Soltanici,Clay,D,Other,1
Alina Tecsor,Clay,D,Other,2
Aliona Bolsova,Clay,G,Roland Garros,4
Aliona Bolsova,Clay,I,Other,2
Aliona Bolsova,Clay,P,Other,2
Aliona Bolsova,Hard,G,Other,2
Aliona Bolsova,Hard,I,Other,1
Aliona Bolsova,Hard,P,Other,1
Alisa Kleybanova,Carpet,P,Other,2
