winner_name,surface,tourney_level,tourney_name,count
Caroline Wozniacki,Hard,I,Memphis,4
Caroline Wozniacki,Hard,I,Monterrey,5
Caroline Wozniacki,Hard,I,Other,11
Caroline Wozniacki,Hard,I,Seoul,5
Caroline Wozniacki,Hard,O,Other,3
Caroline Wozniacki,Hard,P,Cincinnati,13
Caroline Wozniacki,Hard,P,Doha,16
Caroline Wozniacki,Hard,P,Dubai,22
Caroline Wozniacki,Hard,P,Montreal,12
Caroline Wozniacki,Hard,P,Moscow,4
Caroline Wozniacki,Hard,P,New Haven,23
Caroline Wozniacki,Hard,P,Other,5
Caroline Wozniacki,Hard,P,Sydney,5
Caroline Wozniacki,Hard,P,Tokyo,26
Caroline Wozniacki,Hard,P,Toronto,4
Caroline Wozniacki,Hard,P,Wuhan,4
Caroline Wozniacki,Hard,PM,Beijing,26
Caroline Wozniacki,Hard,PM,Indian Wells,33
Caroline Wozniacki,Hard,PM,Miami,26
Caroline Wozniacki,Hard,PM,Other,1
Caroline Wozniacki,Hard,T1,Indian Wells,4
Caroline Wozniacki,Hard,T1,Other,7
Caroline Wozniacki,Hard,T2,New Haven,5
Caroline Wozniacki,Hard,T3,Japan Open,8
Caroline Wozniacki,Hard,T3,Luxembourg,4
Caroline Wozniacki,Hard,T3,Memphis,5
Caroline Wozniacki,Hard,T4,Other,3
Caroline Wozniacki,Hard,T4,Stockholm,9
Caroline Wuillot,Clay,W,Other,1
Carolyn Mcgann,Grass,CC,Other,1
Carrie Cunningham,Clay,G,Other,2
Carrie Cunningham,Clay,W,Other,6
Carrie Cunningham,Grass,G,Other,1
Carrie Cunningham,Hard,G,Other,5
Carrie Cunningham,Hard,W,Other,20
Casey Dellacqua,Clay,D,Other,1
Casey Dellacqua,Clay,G,Other,3
Casey Dellacqua,Clay,I,Other,2
Casey Dellacqua,Clay,P,Other,2
Casey Dellacqua,Clay,PM,Other,1
Casey Dellacqua,Clay,T1,Other,1
Casey Dellacqua,Clay,T3,Other,1
Casey Dellacqua,Grass,CC,Other,8
Casey Dellacqua,Grass,G,Wimbledon,5
Casey Dellacqua,Grass,I,Other,4
Casey Dellacqua,Grass,P,Birmingham,5
Casey Dellacqua,Grass,P,Other,1
Casey Dellacqua,Grass,T3,Other,2
Casey Dellacqua,Hard,D,Other,5
Casey Dellacqua,Hard,G,Australian Open,10
Casey Dellacqua,Hard,G,US Open,5
Casey Dellacqua,Hard,I,Other,8
Casey Dellacqua,Hard,O,Other,1
Casey Dellacqua,Hard,P,Other,8
Casey Dellacqua,Hard,PM,Indian Wells,4
Casey Dellacqua,Hard,PM,Other,2
Casey Dellacqua,Hard,T1,Other,3
Casey Dellacqua,Hard,T2,Other,1
Casey Dellacqua,Hard,T3,Other,6
Casey Dellacqua,Hard,T4,Other,4
Casey Dellacqua,Hard,T5,Other,1
Catalina Castano,Carpet,T3,Other,1
Catalina Castano,Clay,D,Other,27
Catalina Castano,Clay,G,Roland Garros,4
Catalina Castano,Clay,I,Bogota,4
Catalina Castano,Clay,I,Other,3
Catalina Castano,Clay,P,Other,1
Catalina Castano,Clay,T1,Charleston,4
Catalina Castano,Clay,T1,Other,3
Catalina Castano,Clay,T1,Rome,4
Catalina Castano,Clay,T2,Other,2
Catalina Castano,Clay,T3,Bogota,15
Catalina Castano,Clay,T3,Istanbul,4
Catalina Castano,Clay,T3,Other,3
Catalina Castano,Clay,T4,Budapest,6
Catalina Castano,Clay,T4,Other,2
Catalina Castano,Clay,T5,Other,1
Catalina Castano,Hard,D,Other,6
Catalina Castano,Hard,G,Other,3
Catalina Castano,Hard,T1,Miami,4
Catalina Castano,Hard,T3,Other,2
Catalina Castano,Hard,T4,Other,10
Catalina Castano,Hard,T4,Seoul,7
Catalina Cristea,Carpet,W,Other,2
Catalina Cristea,Clay,D,Other,10
Catalina Cristea,Clay,G,Roland Garros,4
Catalina Cristea,Clay,T1,Other,1
Catalina Cristea,Clay,W,Other,13
Catalina Cristea,Clay,W,Warsaw,5
Catalina Cristea,Grass,G,Other,1
Catalina Cristea,Grass,W,Other,3
Catalina Cristea,Hard,D,Other,1
Catalina Cristea,Hard,G,Other,2
Catalina Cristea,Hard,T4,Other,2
Catalina Cristea,Hard,T5,Other,1
Catalina Cristea,Hard,W,Other,15
Catalina Pella,Clay,D,Other,5
Catalina Pella,Clay,I,Other,2
Catalina Pella,Hard,D,Other,1
Catalina Pella,Hard,I,Other,1
Catalina Ramirez,Clay,D,Other,1
Catarina Lindqvist Ryan,Carpet,W,Oslo,5
Catarina Lindqvist Ryan,Carpet,W,Other,8
Catarina Lindqvist Ryan,Clay,W,Other,2
Catarina Lindqvist Ryan,Grass,G,Wimbledon,4
Catarina Lindqvist Ryan,Grass,W,Other,1
Catarina Lindqvist Ryan,Hard,G,Other,3
Catarina Lindqvist Ryan,Hard,W,Other,16
Catherine Barclay,Hard,W,Other,1
Catherine Cartan Bellis,Clay,G,Other,2
Catherine Cartan Bellis,Clay,I,Other,2
Catherine Cartan Bellis,Clay,P,Other,1
Catherine Cartan Bellis,Clay,PM,Other,1
Catherine Cartan Bellis,Grass,I,Other,3
Catherine Cartan Bellis,Hard,G,Other,6
Catherine Cartan Bellis,Hard,I,Other,5
Catherine Cartan Bellis,Hard,P,Dubai,4
Catherine Cartan Bellis,Hard,P,Other,8
Catherine Cartan Bellis,Hard,P,Stanford,5
Catherine Cartan Bellis,Hard,PM,Other,3
Catherine Harrison,Grass,G,Other,1
Catherine Mothes Jobkel,Clay,G,Other,1
Catherine Mothes Jobkel,Clay,W,Other,10
Catherine Mothes Jobkel,Clay,W,Palermo,4
Catherine Mothes Jobkel,Hard,G,Other,1
Catherine Suire,Carpet,W,Other,2
Catherine Suire,Clay,G,Other,1
Catherine Suire,Grass,G,Other,1
Catherine Suire,Grass,W,Birmingham,4
Catherine Suire,Hard,W,Other,3
Catherine Tanvier,Carpet,W,Cesena,4
Catherine Tanvier,Carpet,W,Other,4
Catherine Tanvier,Clay,W,Other,1
Catherine Tanvier,Hard,G,Other,3
Catherine Tanvier,Hard,W,Other,1
Cathrine Instebo,Hard,D,Other,1
Cathy Caverzasio,Clay,G,Other,1
Cathy Caverzasio,Clay,W,Other,1
Cathy Caverzasio,Hard,G,Other,1
Cathy Caverzasio,Hard,W,Other,1
Caty Mcnally,Clay,P,Other,3
Caty Mcnally,Clay,PM,Other,2
Caty Mcnally,Grass,I,Other,7
Caty Mcnally,Hard,G,Other,5
Caty Mcnally,Hard,I,Other,9
Caty Mcnally,Hard,P,Other,3
Caty Mcnally,Hard,W,Other,1
Cayla Cross,Hard,D,Other,1
Cecilia Ampuero,Clay,D,Other,6
Cecilia Ampuero,Hard,D,Other,3
Cecilia Costa Melgar,Clay,D,Other,8
Cecilia Dahlman,Carpet,W,Other,4
Cecilia Dahlman,Clay,D,Other,3
Cecilia Dahlman,Clay,W,Other,4
Cecilia Dahlman,Hard,W,Other,3
Cecilia Guillenea,Clay,D,Other,1
Cecilia Guillenea,Hard,D,Other,3
Cecilia Hincapie,Clay,D,Other,1
Cecilia Hincapie,Hard,D,Other,3
Celeste Contin,Clay,W,Other,1
Celina Goetti,Hard,D,Other,1
Celine Beigbeder,Clay,T3,Other,7
Celine Beigbeder,Clay,T4,Other,1
Celine Beigbeder,Clay,T5,Other,3
Celine Cohen,Carpet,W,Other,1
Celine Naef,Grass,I,Other,3
Celine Simunyu,Clay,D,Other,1
Chanda Rubin,Carpet,D,Other,1
Chanda Rubin,Carpet,T1,Tokyo,8
Chanda Rubin,Carpet,T2,Other,3
Chanda Rubin,Carpet,W,Chicago,6
Chanda Rubin,Carpet,W,Linz,5
Chanda Rubin,Carpet,W,Other,2
Chanda Rubin,Carpet,W,Philadelphia,7
Chanda Rubin,Carpet,W,Quebec City,11
Chanda Rubin,Clay,D,Other,4
Chanda Rubin,Clay,G,Roland Garros,20
Chanda Rubin,Clay,T1,Other,4
Chanda Rubin,Clay,T2,Other,2
Chanda Rubin,Clay,T3,Madrid,8
Chanda Rubin,Clay,T4,Other,1
Chanda Rubin,Clay,W,Amelia Island,12
Chanda Rubin,Clay,W,Hilton Head,5
Chanda Rubin,Clay,W,Madrid,5
Chanda Rubin,Clay,W,Other,9
Chanda Rubin,Grass,G,Wimbledon,10
Chanda Rubin,Grass,T2,Eastbourne,15
Chanda Rubin,Grass,W,Birmingham,4
Chanda Rubin,Grass,W,Eastbourne,5
Chanda Rubin,Grass,W,Other,2
Chanda Rubin,Hard,D,Other,2
Chanda Rubin,Hard,F,Other,1
Chanda Rubin,Hard,G,Australian Open,22
Chanda Rubin,Hard,G,US Open,19
Chanda Rubin,Hard,O,Other,2
Chanda Rubin,Hard,T1,Indian Wells,6
Chanda Rubin,Hard,T1,Miami,5
Chanda Rubin,Hard,T1,Montreal,5
Chanda Rubin,Hard,T1,Other,6
Chanda Rubin,Hard,T2,Linz,5
Chanda Rubin,Hard,T2,Los Angeles,8
Chanda Rubin,Hard,T2,Other,10
Chanda Rubin,Hard,T2,San Diego,4
Chanda Rubin,Hard,T2,Stanford,4
Chanda Rubin,Hard,T2,Sydney,4
Chanda Rubin,Hard,T3,Other,9
Chanda Rubin,Hard,T3,Quebec City,4
Chanda Rubin,Hard,T4,Hobart,4
Chanda Rubin,Hard,W,Delray Beach,4
Chanda Rubin,Hard,W,Filderstadt,4
Chanda Rubin,Hard,W,Hobart,9
Chanda Rubin,Hard,W,Indian Wells,11
Chanda Rubin,Hard,W,Key Biscayne,13
Chanda Rubin,Hard,W,Manhattan Beach,4
Chanda Rubin,Hard,W,Oklahoma,5
Chanda Rubin,Hard,W,Other,21
Chanda Rubin,Hard,W,Quebec City,4
Chanda Rubin,Hard,W,Scottsdale,4
Chanda Rubin,Hard,W,Zurich,4
Chandra Capozzi,Clay,D,Other,2
Chandra Capozzi,Hard,D,Other,4
Chanel Simmonds,Clay,D,Other,7
Chanel Simmonds,Hard,D,Other,4
Chanelle Scheepers,Carpet,P,Other,1
Chanelle Scheepers,Clay,D,Other,5
Chanelle Scheepers,Clay,G,Roland Garros,5
Chanelle Scheepers,Clay,I,Bastad,4
Chanelle Scheepers,Clay,I,Other,16
Chanelle Scheepers,Clay,P,Charleston,4
Chanelle Scheepers,Clay,P,Other,3
Chanelle Scheepers,Clay,PM,Other,2
Chanelle Scheepers,Grass,G,Other,1
Chanelle Scheepers,Grass,I,Other,1
Chanelle Scheepers,Grass,P,Other,1
Chanelle Scheepers,Hard,D,Other,4
Chanelle Scheepers,Hard,G,Other,5
Chanelle Scheepers,Hard,I,Guangzhou,9
Chanelle Scheepers,Hard,I,Osaka,4
Chanelle Scheepers,Hard,I,Other,13
Chanelle Scheepers,Hard,P,Other,9
Chanelle Scheepers,Hard,PM,Miami,4
Chanelle Scheepers,Hard,PM,Other,4
Chanelle Scheepers,Hard,T3,Other,1
Charlotte Aagaard,Clay,D,Other,8
Charlotte Aagaard,Hard,D,Other,1
Charlotte Roemer,Clay,D,Other,6
Charmaine Shi Yi Seah,Hard,D,Other,7
Chayenne Ewijk,Hard,D,Other,2
Chen Yee Liaw,Hard,D,Other,7
Chern Yi Chiew,Clay,D,Other,4
Chi Chi Scholl,Clay,I,Other,2
Chia Hsien Yang,Hard,D,Other,1
Chia Jung Chuang,Clay,I,Other,1
Chia Jung Chuang,Grass,CC,Australia Circuit 3 40K,5
Chia Jung Chuang,Grass,CC,Other,5
Chia Jung Chuang,Hard,D,Other,7
Chia Jung Chuang,Hard,T4,Other,1
Chiaki Nakajima,Hard,CC,Other,2
Chie Nagano,Hard,CC,Other,1
Chin Bee Khoo,Clay,D,Other,3
Chin Bee Khoo,Hard,D,Other,11
Chin Wei Chan,Grass,CC,Australia Circuit 1 40K,4
Chin Wei Chan,Grass,CC,Other,2
Chin Wei Chan,Hard,D,Other,14
Ching Wen Hsu,Hard,D,Other,2
Chiraz Bechri,Hard,D,Other,2
Chisayo Ito,Hard,CC,Other,5
Chiu Mei Ho,Clay,D,Other,2
Chloe Paquet,Clay,G,Other,3
Chloe Paquet,Clay,I,Other,11
Chloe Paquet,Grass,I,Other,1
Chloe Paquet,Hard,I,Other,2
Chompoothip Jandakate,Hard,D,Other,1
Chris Anne Aston,Clay,D,Other,2
Chris Anne Aston,Hard,D,Other,1
Christelle Fauche,Clay,D,Other,3
Christelle Fauche,Clay,W,Other,7
Christelle Fauche,Hard,W,Other,1
Christi Potgieter,Clay,D,Other,1
Christina Horiatopoulos,Grass,CC,Other,5
Christina Mchale,Carpet,P,Other,2
Christina Mchale,Clay,D,Other,3
Christina Mchale,Clay,G,Other,3
Christina Mchale,Clay,I,Other,4
Christina Mchale,Clay,I,Strasbourg,4
Christina Mchale,Clay,P,Charleston,6
Christina Mchale,Clay,P,Other,2
Christina Mchale,Clay,P,Rome,10
Christina Mchale,Clay,PM,Madrid,4
Christina Mchale,Clay,W,Other,1
Christina Mchale,Grass,G,Wimbledon,7
Christina Mchale,Grass,I,Other,4
Christina Mchale,Grass,P,Birmingham,4
Christina Mchale,Grass,P,Other,1
Christina Mchale,Hard,D,Other,2
Christina Mchale,Hard,G,Australian Open,4
Christina Mchale,Hard,G,Other,1
Christina Mchale,Hard,G,US Open,8
Christina Mchale,Hard,I,Acapulco,13
Christina Mchale,Hard,I,Japan Open Tokyo,5
Christina Mchale,Hard,I,Other,17
Christina Mchale,Hard,I,Quebec City,7
Christina Mchale,Hard,I,Seoul,4
Christina Mchale,Hard,I,Washington,5
Christina Mchale,Hard,P,Cincinnati,8
Christina Mchale,Hard,P,Doha,5
Christina Mchale,Hard,P,Other,16
Christina Mchale,Hard,P,San Diego,4
Christina Mchale,Hard,PM,Indian Wells,8
Christina Mchale,Hard,PM,Miami,7
Christina Mchale,Hard,PM,Other,3
Christina Papadaki,Clay,D,Other,13
Christina Papadaki,Clay,G,Other,1
Christina Papadaki,Clay,W,Bogota,4
Christina Papadaki,Clay,W,Other,8
Christina Papadaki,Hard,D,Other,3
Christina Papadaki,Hard,W,Other,3
Christina Singer,Carpet,W,Other,7
Christina Singer,Clay,G,Other,1
Christina Singer,Clay,W,Other,1
Christina Singer,Grass,G,Other,2
Christina Singer,Grass,W,Birmingham,6
Christina Singer,Grass,W,Eastbourne,5
Christina Singer,Hard,G,Other,5
Christina Singer,Hard,W,Other,11
Christina Singer,Hard,W,San Diego,5
Christina Wheeler,Clay,G,Other,1
Christina Wheeler,Grass,CC,Other,2
Christina Wheeler,Hard,T3,Other,1
Christina Zachariadou,Clay,D,Other,11
Christina Zachariadou,Hard,CC,Other,7
Christina Zachariadou,Hard,D,Other,1
Christine Alford,Grass,CC,Other,1
Christine Neuman,Hard,W,Other,1
Christine Njeuma,Clay,D,Other,1
Christine Vogt,Clay,D,Other,1
Cigdem Duru,Hard,D,Other,1
Cindy Burger,Clay,I,Other,3
Cindy Dock,Carpet,CC,Other,3
Cindy Dock,Clay,CC,Other,1
Cindy Watson,Carpet,CC,Other,2
Cindy Watson,Carpet,CC,Warwick 2 10K,4
Cindy Watson,Clay,CC,Other,8
Cindy Watson,Clay,T5,Other,1
Cindy Watson,Grass,CC,Other,10
Cindy Watson,Hard,CC,Other,2
Cindy Watson,Hard,G,Other,2
Claire Curran,Clay,D,Other,3
Claire Curran,Hard,D,Other,2
Claire De Gubernatis,Clay,I,Other,1
Claire Feuerstein,Clay,G,Other,2
Claire Feuerstein,Clay,I,Other,2
Claire Feuerstein,Hard,I,Other,1
Claire Liu,Clay,G,Other,1
Claire Liu,Clay,I,Other,4
Claire Liu,Clay,I,Rabat,4
Claire Liu,Clay,P,Other,3
Claire Liu,Clay,PM,Other,1
Claire Liu,Clay,W,Other,1
Claire Liu,Grass,G,Other,3
Claire Liu,Hard,G,Other,2
Claire Liu,Hard,I,Monastir,4
Claire Liu,Hard,I,Other,4
Claire Liu,Hard,P,Other,5
Claire Liu,Hard,PM,Miami,4
Claire Liu,Hard,PM,Other,1
Claire Liu,Hard,W,Other,1
Claire Taylor,Grass,G,Other,1
Claire Taylor,Grass,W,Other,1
Claire Wegink,Clay,W,Other,3
Claire Wegink,Grass,G,Other,1
Claire Wegink,Grass,W,Other,2
Claire Wegink,Hard,G,Other,1
Clara Burel,Clay,G,Other,2
Clara Burel,Clay,I,Lausanne,9
Clara Burel,Clay,I,Other,5
Clara Burel,Clay,I,Strasbourg,6
Clara Burel,Clay,O,Other,1
Clara Burel,Clay,W,Other,1
Clara Burel,Grass,G,Other,2
Clara Burel,Hard,D,Other,2
Clara Burel,Hard,G,Other,3
Clara Burel,Hard,G,Us Open,5
Clara Burel,Hard,I,Monastir,4
Clara Burel,Hard,I,Other,7
Clara Burel,Hard,P,Other,5
Clara Burel,Hard,PM,Other,2
Clara Tauson,Clay,D,Other,6
Clara Tauson,Clay,G,Roland Garros,7
Clara Tauson,Clay,PM,Other,1
Clara Tauson,Clay,W,Other,2
Clara Tauson,Hard,D,Other,3
Clara Tauson,Hard,G,Other,6
Clara Tauson,Hard,I,Courmayeur,4
Clara Tauson,Hard,I,Luxembourg,5
Clara Tauson,Hard,I,Lyon,5
Clara Tauson,Hard,I,Other,14
Clara Tauson,Hard,P,Other,4
Clara Tauson,Hard,PM,Other,2
Clare Fong,Hard,D,Other,2
Clare Wood,Carpet,W,Other,4
Clare Wood,Clay,D,Other,8
Clare Wood,Clay,G,Other,1
Clare Wood,Clay,W,Other,1
Clare Wood,Grass,G,Other,1
Clare Wood,Grass,W,Birmingham,5
Clare Wood,Hard,D,Other,5
Clare Wood,Hard,G,Other,4
Clare Wood,Hard,W,Key Biscayne,4
Clare Wood,Hard,W,Other,12
Clarisa Fernandez,Clay,D,Other,6
Clarisa Fernandez,Clay,G,Roland Garros,7
Clarisa Fernandez,Clay,T1,Charleston,4
Clarisa Fernandez,Clay,T2,Other,2
Clarisa Fernandez,Clay,T3,Bogota,4
Clarisa Fernandez,Clay,T3,Madrid,4
Clarisa Fernandez,Clay,T3,Other,1
Clarisa Fernandez,Clay,T4,Other,2
Clarisa Fernandez,Clay,T5,Other,1
Clarisa Fernandez,Grass,G,Other,2
Clarisa Fernandez,Grass,T3,Other,3
Clarisa Fernandez,Hard,D,Other,1
Clarisa Fernandez,Hard,G,Other,2
Clarisa Fernandez,Hard,T1,Other,3
Clarisa Fernandez,Hard,T2,Other,1
Clarisa Fernandez,Hard,T4,Other,3
Clarisa Fernandez,Hard,T5,Other,1
Claudia Argumedo,Clay,D,Other,1
Claudia Argumedo,Hard,D,Other,5
Claudia Brause,Clay,D,Other,4
Claudia Brause,Hard,D,Other,5
Claudia Castro,Hard,D,Other,5
Claudia Chabalgoity,Clay,W,Other,1
Claudia Herbas,Clay,D,Other,3
Claudia Hidalgo,Clay,D,Other,2
Claudia Kohde Kilsch,Carpet,W,Linz,4
Claudia Kohde Kilsch,Carpet,W,Other,5
Claudia Kohde Kilsch,Clay,G,Other,1
Claudia Kohde Kilsch,Clay,W,Other,6
Claudia Kohde Kilsch,Grass,G,Other,3
Claudia Kohde Kilsch,Grass,W,Other,1
Claudia Kohde Kilsch,Hard,G,Other,1
Claudia Kohde Kilsch,Hard,W,Other,4
Claudia Porwik,Carpet,W,Other,11
Claudia Porwik,Clay,W,Other,3
Claudia Porwik,Grass,G,Wimbledon,4
Claudia Porwik,Grass,W,Other,1
Claudia Porwik,Hard,G,Other,5
Claudia Porwik,Hard,T5,Other,2
Claudia Porwik,Hard,W,Key Biscayne,4
Claudia Porwik,Hard,W,Other,17
Claudine Paulson,Clay,D,Other,1
Claudine Schaul,Carpet,D,Other,1
Claudine Schaul,Carpet,T3,Other,1
Claudine Schaul,Clay,D,Other,18
Claudine Schaul,Clay,T3,Strasbourg,5
Claudine Schaul,Clay,T4,Other,1
Claudine Schaul,Clay,T5,Other,1
Claudine Schaul,Grass,T3,Other,3
Claudine Schaul,Hard,D,Other,11
Claudine Schaul,Hard,G,Other,4
Claudine Schaul,Hard,T1,Other,4
Claudine Schaul,Hard,T2,Other,2
Claudine Schaul,Hard,T3,Other,5
Claudine Schaul,Hard,T5,Other,1
Claudine Toleafoa,Clay,D,Other,6
Claudine Toleafoa,Hard,D,Other,3
Claudine Toleafoa,Hard,G,Other,1
Claudine Toleafoa,Hard,W,Other,4
Coco Gauff,Clay,G,Roland Garros,20
Coco Gauff,Clay,O,Other,2
Coco Gauff,Clay,P,Other,10
Coco Gauff,Clay,PM,Other,3
Coco Gauff,Clay,PM,Rome,9
Coco Gauff,Clay,W,Parma,5
Coco Gauff,Grass,G,Wimbledon,11
Coco Gauff,Grass,P,Berlin,6
Coco Gauff,Grass,P,Other,3
Coco Gauff,Grass,W,Other,1
Coco Gauff,Hard,D,Other,1
Coco Gauff,Hard,F,Other,2
Coco Gauff,Hard,F,Riyadh Finals,4
Coco Gauff,Hard,G,Australian Open,12
Coco Gauff,Hard,G,Us Open,17
Coco Gauff,Hard,I,Auckland,11
Coco Gauff,Hard,I,Linz,5
Coco Gauff,Hard,I,Other,6
Coco Gauff,Hard,P,Cincinnati,6
Coco Gauff,Hard,P,Doha,4
Coco Gauff,Hard,P,Dubai,8
Coco Gauff,Hard,P,Montreal,5
Coco Gauff,Hard,P,Other,20
Coco Gauff,Hard,P,Washington,4
Coco Gauff,Hard,PM,Beijing,10
Coco Gauff,Hard,PM,Indian Wells,7
Coco Gauff,Hard,PM,Miami,4
Coco Gauff,Hard,PM,Other,4
Coco Vandeweghe,Clay,D,Other,3
Coco Vandeweghe,Clay,G,Other,3
Coco Vandeweghe,Clay,I,Other,1
Coco Vandeweghe,Clay,P,Other,3
Coco Vandeweghe,Clay,P,Stuttgart,5
Coco Vandeweghe,Clay,PM,Madrid,4
Coco Vandeweghe,Grass,G,Wimbledon,13
Coco Vandeweghe,Grass,I,'s Hertogenbosch,7
Coco Vandeweghe,Grass,I,Birmingham,4
Coco Vandeweghe,Grass,I,Other,3
Coco Vandeweghe,Grass,I,s Hertogenbosch,5
Coco Vandeweghe,Grass,P,Birmingham,7
Coco Vandeweghe,Grass,P,Other,2
Coco Vandeweghe,Hard,D,Other,5
Coco Vandeweghe,Hard,F,Other,3
Coco Vandeweghe,Hard,G,Australian Open,7
Coco Vandeweghe,Hard,G,US Open,9
Coco Vandeweghe,Hard,I,Other,12
Coco Vandeweghe,Hard,P,Other,16
Coco Vandeweghe,Hard,P,San Diego,5
Coco Vandeweghe,Hard,P,Stanford,11
Coco Vandeweghe,Hard,P,Tokyo,5
Coco Vandeweghe,Hard,P,Wuhan,5
Coco Vandeweghe,Hard,PM,Indian Wells,4
Coco Vandeweghe,Hard,PM,Other,4
Conchita Martinez,Carpet,D,Other,5
Conchita Martinez,Carpet,F,Other,1
Conchita Martinez,Carpet,T2,Other,2
Conchita Martinez,Carpet,W,Brighton,4
Conchita Martinez,Carpet,W,Kremlin Cup,7
Conchita Martinez,Carpet,W,Leipzig,7
Conchita Martinez,Carpet,W,Linz,4
Conchita Martinez,Carpet,W,Other,10
Conchita Martinez,Carpet,W,Philadelphia,11
Conchita Martinez,Carpet,W,Tokyo,4
Conchita Martinez,Clay,D,Other,25
Conchita Martinez,Clay,G,Roland Garros,51
Conchita Martinez,Clay,O,Other,3
Conchita Martinez,Clay,T1,Berlin,10
Conchita Martinez,Clay,T1,Charleston,11
Conchita Martinez,Clay,T1,Other,3
Conchita Martinez,Clay,T1,Rome,12
Conchita Martinez,Clay,T2,Amelia Island,9
Conchita Martinez,Clay,T2,Other,2
Conchita Martinez,Clay,T3,Other,2
Conchita Martinez,Clay,T4,Other,1
Conchita Martinez,Clay,W,Amelia Island,21
Conchita Martinez,Clay,W,Barcelona,13
Conchita Martinez,Clay,W,Berlin,11
Conchita Martinez,Clay,W,Hamburg,10
Conchita Martinez,Clay,W,Hilton Head,21
Conchita Martinez,Clay,W,Houston,6
Conchita Martinez,Clay,W,Kitzbuhel,10
Conchita Martinez,Clay,W,Other,2
Conchita Martinez,Clay,W,Paris,5
Conchita Martinez,Clay,W,Rome,30
Conchita Martinez,Clay,W,Sopot,5
Conchita Martinez,Clay,W,Warsaw,4
Conchita Martinez,Grass,G,Wimbledon,38
Conchita Martinez,Grass,T2,Eastbourne,7
Conchita Martinez,Grass,W,Other,3
Conchita Martinez,Hard,D,Other,3
Conchita Martinez,Hard,G,Australian Open,37
Conchita Martinez,Hard,G,US Open,31
Conchita Martinez,Hard,O,Other,4
Conchita Martinez,Hard,T1,Indian Wells,13
Conchita Martinez,Hard,T1,Other,13
Conchita Martinez,Hard,T2,Dubai,6
Conchita Martinez,Hard,T2,Los Angeles,5
Conchita Martinez,Hard,T2,Other,7
Conchita Martinez,Hard,T2,San Diego,4
Conchita Martinez,Hard,T2,Sydney,5
Conchita Martinez,Hard,T3,Bali,5
Conchita Martinez,Hard,T3,Gold Coast,6
Conchita Martinez,Hard,T3,Other,4
Conchita Martinez,Hard,T4,Other,2
Conchita Martinez,Hard,T4,Pattaya,5
Conchita Martinez,Hard,W,Boca Raton,4
Conchita Martinez,Hard,W,Brisbane,5
Conchita Martinez,Hard,W,Canadian Open,7
Conchita Martinez,Hard,W,Delray Beach,4
Conchita Martinez,Hard,W,Essen,4
Conchita Martinez,Hard,W,Filderstadt,6
Conchita Martinez,Hard,W,Indian Wells,14
Conchita Martinez,Hard,W,Manhattan Beach,9
Conchita Martinez,Hard,W,Other,11
Conchita Martinez,Hard,W,San Diego,18
Conchita Martinez,Hard,W,Stanford,4
Conchita Martinez,Hard,W,Stratton Mountain,10
Conchita Martinez,Hard,W,Sydney,6
Conchita Martinez Granados,Clay,G,Other,2
Conchita Martinez Granados,Clay,T2,Other,1
Conchita Martinez Granados,Clay,T3,Bogota,6
Conchita Martinez Granados,Clay,T3,Bol,4
Conchita Martinez Granados,Clay,T3,Other,1
Conchita Martinez Granados,Clay,T4,Other,2
Conchita Martinez Granados,Clay,T5,Other,3
Conchita Martinez Granados,Clay,W,Other,6
Conchita Martinez Granados,Grass,G,Other,1
Conchita Martinez Granados,Hard,CC,Mexico Circuit 1 40K,4
Conchita Martinez Granados,Hard,CC,Mexico Circuit 4 40K,5
Conchita Martinez Granados,Hard,CC,Other,2
Conchita Martinez Granados,Hard,G,Other,1
Conchita Martinez Granados,Hard,T5,Other,2
Conny Perrin,Clay,I,Other,2
Corina Morariu,Carpet,T1,Other,1
Corina Morariu,Carpet,T3,Other,1
Corina Morariu,Carpet,W,Other,2
Corina Morariu,Clay,G,Other,3
Corina Morariu,Clay,T1,Other,2
Corina Morariu,Clay,T1,Rome,4
Corina Morariu,Clay,T2,Other,2
Corina Morariu,Clay,T3,Other,7
Corina Morariu,Clay,W,Bol,13
Corina Morariu,Clay,W,Other,11
Corina Morariu,Grass,G,Wimbledon,5
Corina Morariu,Grass,W,Other,2
Corina Morariu,Hard,G,Other,2
Corina Morariu,Hard,T1,Other,1
Corina Morariu,Hard,T2,Other,3
Corina Morariu,Hard,T3,Other,4
Corina Morariu,Hard,T4,Other,1
Corina Morariu,Hard,T5,Other,1
Corina Morariu,Hard,W,Other,16
Corina Morariu,Hard,W,Tokyo,11
Corinna Dentoni,Clay,I,Other,3
Corinna Dentoni,Clay,T4,Other,2
Corinne Ng Tung Hing,Clay,D,Other,1
Cornelia Grunes,Hard,CC,Kugayama 4 10K,4
Cornelia Grunes,Hard,CC,Other,1
Cornelia Lister,Hard,D,Other,4
Courtenay Chapman,Hard,CC,Other,1
Cristina Andreea Mitu,Clay,G,Other,3
Cristina Andreea Mitu,Clay,I,Other,4
Cristina Andreea Mitu,Clay,P,Other,2
Cristina Andreea Mitu,Hard,D,Other,1
Cristina Andreea Mitu,Hard,I,Other,2
Cristina Bucsa,Clay,G,Other,1
Cristina Bucsa,Clay,I,Other,4
Cristina Bucsa,Clay,O,Other,1
Cristina Bucsa,Clay,P,Other,2
Cristina Bucsa,Clay,PM,Other,1
