winner_name,tourney_year,tourney_level,round,match_count,best_rank,titles
Feliciano Lopez,2007,A,ER,1,42.0,0
Feliciano Lopez,2007,A,R64,2,42.0,0
Feliciano Lopez,2007,A,R32,2,42.0,0
Feliciano Lopez,2007,A,R16,2,42.0,0
Feliciano Lopez,2007,A,QF,1,42.0,0
Feliciano Lopez,2007,G,R128,1,42.0,0
Feliciano Lopez,2007,G,R64,1,42.0,0
Feliciano Lopez,2007,G,R32,1,42.0,0
Feliciano Lopez,2007,M,R128,1,42.0,0
Feliciano Lopez,2007,M,R32,1,42.0,0
Feliciano Lopez,2007,M,R16,1,42.0,0
Feliciano Lopez,2008,A,RR,1,31.0,0
Feliciano Lopez,2008,A,R32,1,31.0,0
Feliciano Lopez,2008,A,QF,2,31.0,0
Feliciano Lopez,2008,A,SF,1,31.0,0
Feliciano Lopez,2008,D,RR,2,31.0,0
Feliciano Lopez,2008,G,R128,1,31.0,0
Feliciano Lopez,2008,G,R16,1,31.0,0
Feliciano Lopez,2008,M,R64,3,31.0,0
Feliciano Lopez,2008,M,R16,1,31.0,0
Feliciano Lopez,2009,A,R32,4,28.0,0
Feliciano Lopez,2009,A,R16,2,28.0,0
Feliciano Lopez,2009,G,R128,1,28.0,0
Feliciano Lopez,2009,M,R64,2,28.0,0
Feliciano Lopez,2009,M,QF,1,28.0,0
Feliciano Lopez,2010,A,R32,2,23.0,0
Feliciano Lopez,2010,A,QF,2,23.0,0
Feliciano Lopez,2010,A,F,1,23.0,1
Feliciano Lopez,2010,G,R64,2,23.0,0
Feliciano Lopez,2010,G,R32,1,23.0,0
Feliciano Lopez,2010,M,R64,2,23.0,0
Feliciano Lopez,2010,M,R32,1,23.0,0
Feliciano Lopez,2010,M,R16,1,23.0,0
Feliciano Lopez,2011,A,R64,1,21.0,0
Feliciano Lopez,2011,A,R32,4,21.0,0
Feliciano Lopez,2011,A,R16,2,21.0,0
Feliciano Lopez,2011,A,SF,1,21.0,0
Feliciano Lopez,2011,D,RR,1,21.0,0
Feliciano Lopez,2011,G,R128,1,21.0,0
Feliciano Lopez,2011,G,R64,1,21.0,0
Feliciano Lopez,2011,G,R16,1,21.0,0
Feliciano Lopez,2011,M,R64,5,21.0,0
Feliciano Lopez,2011,M,R32,2,21.0,0
Feliciano Lopez,2011,M,QF,1,21.0,0
Feliciano Lopez,2012,A,R32,7,15.0,0
Feliciano Lopez,2012,A,R16,2,15.0,0
Feliciano Lopez,2012,A,QF,3,15.0,0
Feliciano Lopez,2012,G,R64,1,15.0,0
Feliciano Lopez,2012,G,R32,1,15.0,0
Feliciano Lopez,2012,M,R32,1,15.0,0
Feliciano Lopez,2013,A,R32,5,24.0,0
Feliciano Lopez,2013,A,R16,1,24.0,0
Feliciano Lopez,2013,A,QF,1,24.0,0
Feliciano Lopez,2013,A,SF,1,24.0,0
Feliciano Lopez,2013,A,F,1,24.0,1
Feliciano Lopez,2013,G,R128,1,24.0,0
Feliciano Lopez,2013,G,R64,3,24.0,0
Feliciano Lopez,2013,M,R64,2,24.0,0
Feliciano Lopez,2013,M,R32,1,24.0,0
Feliciano Lopez,2014,A,R32,3,14.0,0
Feliciano Lopez,2014,A,R16,2,14.0,0
Feliciano Lopez,2014,A,SF,1,14.0,0
Feliciano Lopez,2014,A,F,1,14.0,1
Feliciano Lopez,2014,D,RR,1,14.0,0
Feliciano Lopez,2014,G,R128,1,14.0,0
Feliciano Lopez,2014,G,R64,2,14.0,0
Feliciano Lopez,2014,G,R32,1,14.0,0
Feliciano Lopez,2014,M,R64,1,14.0,0
Feliciano Lopez,2014,M,R32,2,14.0,0
Feliciano Lopez,2014,M,R16,1,14.0,0
Feliciano Lopez,2014,M,QF,2,14.0,0
Feliciano Lopez,2015,A,R32,5,12.0,0
Feliciano Lopez,2015,A,R16,1,12.0,0
Feliciano Lopez,2015,A,QF,1,12.0,0
Feliciano Lopez,2015,A,SF,2,12.0,0
Feliciano Lopez,2015,G,R128,1,12.0,0
Feliciano Lopez,2015,G,R32,1,12.0,0
Feliciano Lopez,2015,G,R16,1,12.0,0
Feliciano Lopez,2015,M,R64,2,12.0,0
Feliciano Lopez,2015,M,R32,1,12.0,0
Feliciano Lopez,2015,M,R16,2,12.0,0
Feliciano Lopez,2016,A,R32,2,18.0,0
Feliciano Lopez,2016,A,R16,2,18.0,0
Feliciano Lopez,2016,A,QF,2,18.0,0
Feliciano Lopez,2016,A,SF,1,18.0,0
Feliciano Lopez,2016,A,F,1,18.0,1
Feliciano Lopez,2016,D,RR,2,18.0,0
Feliciano Lopez,2016,G,R128,1,18.0,0
Feliciano Lopez,2016,G,R64,3,18.0,0
Feliciano Lopez,2016,M,R64,4,18.0,0
Feliciano Lopez,2016,M,R32,1,18.0,0
Feliciano Lopez,2017,A,R32,3,28.0,0
Feliciano Lopez,2017,A,R16,2,28.0,0
Feliciano Lopez,2017,A,SF,1,28.0,0
Feliciano Lopez,2017,A,F,1,28.0,1
Feliciano Lopez,2017,G,R64,2,28.0,0
Feliciano Lopez,2017,M,R64,4,28.0,0
Feliciano Lopez,2017,M,R32,1,28.0,0
Feliciano Lopez,2018,A,R32,6,30.0,0
Feliciano Lopez,2018,A,R16,5,30.0,0
Feliciano Lopez,2018,G,R128,1,30.0,0
Feliciano Lopez,2018,M,R64,3,30.0,0
Feliciano Lopez,2018,M,R32,1,30.0,0
Feliciano Lopez,2019,A,R32,3,54.0,0
Feliciano Lopez,2019,A,F,1,54.0,1
Feliciano Lopez,2019,G,R128,1,54.0,0
Feliciano Lopez,2019,G,R64,1,54.0,0
Feliciano Lopez,2019,M,R128,2,54.0,0
Feliciano Lopez,2020,A,R32,2,55.0,0
Feliciano Lopez,2020,A,R16,2,55.0,0
Feliciano Lopez,2020,M,R64,1,55.0,0
Feliciano Lopez,2021,A,R32,5,61.0,0
Feliciano Lopez,2021,A,R16,1,61.0,0
Feliciano Lopez,2021,D,RR,2,61.0,0
Feliciano Lopez,2021,G,R64,1,61.0,0
Feliciano Lopez,2023,A,R32,1,634.0,0
Feliciano Lopez,2023,A,R16,1,634.0,0
Felipe Meligeni Alves,2021,D,RR,1,194.0,0
Felipe Meligeni Alves,2023,A,RR,1,166.0,0
Felipe Meligeni Alves,2023,A,R32,1,166.0,0
Felipe Meligeni Alves,2023,G,R128,1,166.0,0
Felipe Meligeni Alves,2024,A,R32,1,153.0,0
Felipe Rivera,1991,A,R64,1,212.0,0
Felipe Rivera,1991,A,R16,1,212.0,0
Felipe Rivera,1992,D,RR,1,201.0,0
Felipe Rivera,1992,M,R64,1,201.0,0
Felipe Rivera,1993,A,R32,1,293.0,0
Felix Auger Aliassime,2018,A,R32,2,133.0,0
Felix Auger Aliassime,2018,A,R16,1,133.0,0
Felix Auger Aliassime,2018,M,R128,1,133.0,0
Felix Auger Aliassime,2018,M,R64,1,133.0,0
Felix Auger Aliassime,2019,A,R32,3,19.0,0
Felix Auger Aliassime,2019,A,R16,1,19.0,0
Felix Auger Aliassime,2019,A,QF,1,19.0,0
Felix Auger Aliassime,2019,A,SF,3,19.0,0
Felix Auger Aliassime,2019,D,RR,1,19.0,0
Felix Auger Aliassime,2019,G,R64,1,19.0,0
Felix Auger Aliassime,2019,M,R64,4,19.0,0
Felix Auger Aliassime,2019,M,R32,1,19.0,0
Felix Auger Aliassime,2019,M,QF,1,19.0,0
Felix Auger Aliassime,2020,A,RR,1,18.0,0
Felix Auger Aliassime,2020,A,R32,3,18.0,0
Felix Auger Aliassime,2020,A,QF,2,18.0,0
Felix Auger Aliassime,2020,A,SF,3,18.0,0
Felix Auger Aliassime,2020,G,R32,1,18.0,0
Felix Auger Aliassime,2020,M,R64,1,18.0,0
Felix Auger Aliassime,2021,A,R32,1,11.0,0
Felix Auger Aliassime,2021,A,R16,3,11.0,0
Felix Auger Aliassime,2021,A,QF,2,11.0,0
Felix Auger Aliassime,2021,A,SF,2,11.0,0
Felix Auger Aliassime,2021,G,R32,1,11.0,0
Felix Auger Aliassime,2021,G,R16,1,11.0,0
Felix Auger Aliassime,2021,G,QF,1,11.0,0
Felix Auger Aliassime,2021,M,R64,2,11.0,0
Felix Auger Aliassime,2021,M,R32,1,11.0,0
Felix Auger Aliassime,2021,M,R16,1,11.0,0
Felix Auger Aliassime,2022,A,RR,1,6.0,0
Felix Auger Aliassime,2022,A,R32,1,6.0,0
Felix Auger Aliassime,2022,A,R16,3,6.0,0
Felix Auger Aliassime,2022,A,QF,2,6.0,0
Felix Auger Aliassime,2022,A,SF,1,6.0,0
Felix Auger Aliassime,2022,A,F,5,6.0,5
Felix Auger Aliassime,2022,D,RR,5,6.0,0
Felix Auger Aliassime,2022,F,RR,1,6.0,0
Felix Auger Aliassime,2022,G,R128,1,6.0,0
Felix Auger Aliassime,2022,G,R32,1,6.0,0
Felix Auger Aliassime,2022,G,R16,1,6.0,0
Felix Auger Aliassime,2022,M,R16,4,6.0,0
Felix Auger Aliassime,2022,M,QF,1,6.0,0
Felix Auger Aliassime,2023,A,R32,1,6.0,0
Felix Auger Aliassime,2023,A,R16,3,6.0,0
Felix Auger Aliassime,2023,A,QF,1,6.0,0
Felix Auger Aliassime,2023,A,F,1,6.0,1
Felix Auger Aliassime,2023,G,R32,1,6.0,0
Felix Auger Aliassime,2023,M,R64,3,6.0,0
Felix Auger Aliassime,2023,M,R16,1,6.0,0
Felix Auger Aliassime,2024,A,R32,3,18.0,0
Felix Auger Aliassime,2024,A,R16,3,18.0,0
Felix Auger Aliassime,2024,A,QF,1,18.0,0
Felix Auger Aliassime,2024,D,RR,3,18.0,0
Felix Auger Aliassime,2024,G,R64,1,18.0,0
Felix Auger Aliassime,2024,G,R32,1,18.0,0
Felix Auger Aliassime,2024,M,R128,1,18.0,0
Felix Auger Aliassime,2024,M,R64,3,18.0,0
Felix Auger Aliassime,2024,M,R32,1,18.0,0
Felix Auger Aliassime,2024,M,SF,1,18.0,0
Felix Auger Aliassime,2024,O,QF,1,18.0,0
Felix Barrientos,1991,A,R16,1,186.0,0
Felix Barrientos,1991,D,RR,2,186.0,0
Felix Barrientos,1992,D,RR,1,262.0,0
Felix Barrientos,1993,D,RR,2,378.0,0
Felix Mantilla,1995,A,R32,1,113.0,0
Felix Mantilla,1995,A,R16,1,113.0,0
Felix Mantilla,1995,A,QF,1,113.0,0
Felix Mantilla,1995,A,SF,1,113.0,0
Felix Mantilla,1996,A,R32,9,15.0,0
Felix Mantilla,1996,A,R16,2,15.0,0
Felix Mantilla,1996,A,QF,2,15.0,0
Felix Mantilla,1996,A,SF,4,15.0,0
Felix Mantilla,1996,A,F,1,15.0,1
Felix Mantilla,1996,G,R128,1,15.0,0
Felix Mantilla,1996,G,R64,1,15.0,0
Felix Mantilla,1996,M,R32,2,15.0,0
Felix Mantilla,1996,M,R16,1,15.0,0
Felix Mantilla,1997,A,R32,3,11.0,0
Felix Mantilla,1997,A,R16,2,11.0,0
Felix Mantilla,1997,A,QF,1,11.0,0
Felix Mantilla,1997,A,F,6,11.0,6
Felix Mantilla,1997,G,R128,1,11.0,0
Felix Mantilla,1997,G,R32,1,11.0,0
Felix Mantilla,1997,G,R16,1,11.0,0
Felix Mantilla,1997,M,R64,1,11.0,0
Felix Mantilla,1997,M,SF,1,11.0,0
Felix Mantilla,1998,A,R64,1,11.0,0
Felix Mantilla,1998,A,R32,3,11.0,0
Felix Mantilla,1998,A,R16,4,11.0,0
Felix Mantilla,1998,A,QF,2,11.0,0
Felix Mantilla,1998,A,SF,2,11.0,0
Felix Mantilla,1998,A,F,1,11.0,1
Felix Mantilla,1998,G,R128,1,11.0,0
Felix Mantilla,1998,G,R64,1,11.0,0
Felix Mantilla,1998,G,QF,1,11.0,0
Felix Mantilla,1998,M,R64,1,11.0,0
Felix Mantilla,1998,M,QF,1,11.0,0
Felix Mantilla,1999,A,R32,2,15.0,0
Felix Mantilla,1999,A,R16,2,15.0,0
Felix Mantilla,1999,A,QF,2,15.0,0
Felix Mantilla,1999,A,F,1,15.0,1
Felix Mantilla,1999,D,RR,1,15.0,0
Felix Mantilla,1999,G,R128,1,15.0,0
Felix Mantilla,1999,G,R32,1,15.0,0
Felix Mantilla,1999,M,R64,1,15.0,0
Felix Mantilla,1999,M,R32,1,15.0,0
Felix Mantilla,1999,M,QF,2,15.0,0
Felix Mantilla,2000,A,RR,1,22.0,0
Felix Mantilla,2000,A,R64,1,22.0,0
Felix Mantilla,2000,A,R32,2,22.0,0
Felix Mantilla,2000,A,R16,2,22.0,0
Felix Mantilla,2000,M,R64,3,22.0,0
Felix Mantilla,2000,M,R16,1,22.0,0
Felix Mantilla,2001,A,R64,2,45.0,0
Felix Mantilla,2001,A,R32,4,45.0,0
Felix Mantilla,2001,A,R16,3,45.0,0
Felix Mantilla,2001,A,SF,2,45.0,0
Felix Mantilla,2001,A,F,1,45.0,1
Felix Mantilla,2001,G,R128,2,45.0,0
Felix Mantilla,2001,M,R32,1,45.0,0
Felix Mantilla,2002,A,R64,1,33.0,0
Felix Mantilla,2002,A,R32,7,33.0,0
Felix Mantilla,2002,A,R16,2,33.0,0
Felix Mantilla,2002,A,SF,1,33.0,0
Felix Mantilla,2002,M,R64,5,33.0,0
Felix Mantilla,2003,A,R64,1,19.0,0
Felix Mantilla,2003,A,R16,2,19.0,0
Felix Mantilla,2003,A,QF,2,19.0,0
Felix Mantilla,2003,G,R32,2,19.0,0
Felix Mantilla,2003,M,R128,1,19.0,0
Felix Mantilla,2003,M,R64,2,19.0,0
Felix Mantilla,2003,M,R32,1,19.0,0
Felix Mantilla,2003,M,F,1,19.0,1
Felix Mantilla,2004,A,R64,2,22.0,0
Felix Mantilla,2004,A,R32,2,22.0,0
Felix Mantilla,2004,A,R16,3,22.0,0
Felix Mantilla,2004,A,QF,1,22.0,0
Felix Mantilla,2004,G,R128,2,22.0,0
Felix Mantilla,2004,M,R64,2,22.0,0
Felix Mantilla,2005,A,R64,1,75.0,0
Felix Mantilla,2005,A,R32,4,75.0,0
Felix Mantilla,2005,A,R16,3,75.0,0
Felix Mantilla,2005,G,R64,1,75.0,0
Felix Mantilla,2005,M,R64,1,75.0,0
Felix Mantilla,2007,A,R64,1,1009.0,0
Fernando Gonzalez,1999,A,R64,1,449.0,0
Fernando Gonzalez,1999,D,RR,1,449.0,0
Fernando Gonzalez,2000,A,R64,2,128.0,0
Fernando Gonzalez,2000,A,F,1,128.0,1
Fernando Gonzalez,2000,D,RR,1,128.0,0
Fernando Gonzalez,2000,G,R128,1,128.0,0
Fernando Gonzalez,2001,A,R64,1,106.0,0
Fernando Gonzalez,2001,A,R32,3,106.0,0
Fernando Gonzalez,2001,G,R128,1,106.0,0
Fernando Gonzalez,2002,A,R64,1,20.0,0
Fernando Gonzalez,2002,A,R32,3,20.0,0
Fernando Gonzalez,2002,A,SF,1,20.0,0
Fernando Gonzalez,2002,A,F,2,20.0,2
Fernando Gonzalez,2002,G,R128,1,20.0,0
Fernando Gonzalez,2002,G,R64,1,20.0,0
Fernando Gonzalez,2002,G,R32,1,20.0,0
Fernando Gonzalez,2002,G,R16,1,20.0,0
Fernando Gonzalez,2002,M,R64,3,20.0,0
Fernando Gonzalez,2002,M,R32,2,20.0,0
Fernando Gonzalez,2002,M,QF,1,20.0,0
Fernando Gonzalez,2003,A,R32,3,14.0,0
Fernando Gonzalez,2003,A,R16,3,14.0,0
Fernando Gonzalez,2003,A,QF,1,14.0,0
Fernando Gonzalez,2003,A,SF,2,14.0,0
Fernando Gonzalez,2003,A,F,1,14.0,1
Fernando Gonzalez,2003,D,RR,1,14.0,0
Fernando Gonzalez,2003,G,R128,1,14.0,0
Fernando Gonzalez,2003,G,R64,1,14.0,0
Fernando Gonzalez,2003,G,R16,1,14.0,0
Fernando Gonzalez,2003,M,R64,1,14.0,0
Fernando Gonzalez,2003,M,R16,1,14.0,0
Fernando Gonzalez,2004,A,R16,2,14.0,0
Fernando Gonzalez,2004,A,QF,2,14.0,0
Fernando Gonzalez,2004,A,SF,1,14.0,0
Fernando Gonzalez,2004,A,F,2,14.0,2
Fernando Gonzalez,2004,D,RR,3,14.0,0
Fernando Gonzalez,2004,G,R64,1,14.0,0
Fernando Gonzalez,2004,M,R64,3,14.0,0
Fernando Gonzalez,2004,M,R32,2,14.0,0
Fernando Gonzalez,2004,M,QF,1,14.0,0
Fernando Gonzalez,2005,A,RR,1,13.0,0
Fernando Gonzalez,2005,A,R32,2,13.0,0
Fernando Gonzalez,2005,A,R16,2,13.0,0
Fernando Gonzalez,2005,A,SF,1,13.0,0
Fernando Gonzalez,2005,A,F,3,13.0,3
Fernando Gonzalez,2005,D,RR,2,13.0,0
Fernando Gonzalez,2005,F,RR,1,13.0,0
Fernando Gonzalez,2005,G,R64,3,13.0,0
Fernando Gonzalez,2005,G,R16,1,13.0,0
Fernando Gonzalez,2005,M,R64,2,13.0,0
Fernando Gonzalez,2005,M,R32,3,13.0,0
Fernando Gonzalez,2005,M,R16,1,13.0,0
Fernando Gonzalez,2006,A,RR,1,7.0,0
Fernando Gonzalez,2006,A,R16,3,7.0,0
Fernando Gonzalez,2006,A,QF,2,7.0,0
Fernando Gonzalez,2006,A,SF,2,7.0,0
Fernando Gonzalez,2006,D,RR,2,7.0,0
Fernando Gonzalez,2006,G,R128,1,7.0,0
Fernando Gonzalez,2006,G,R64,2,7.0,0
Fernando Gonzalez,2006,M,R64,1,7.0,0
Fernando Gonzalez,2006,M,R32,1,7.0,0
Fernando Gonzalez,2006,M,R16,1,7.0,0
Fernando Gonzalez,2006,M,QF,3,7.0,0
Fernando Gonzalez,2006,M,SF,1,7.0,0
Fernando Gonzalez,2007,A,RR,2,5.0,0
Fernando Gonzalez,2007,A,R16,3,5.0,0
Fernando Gonzalez,2007,A,F,1,5.0,1
Fernando Gonzalez,2007,D,RR,2,5.0,0
Fernando Gonzalez,2007,F,RR,1,5.0,0
Fernando Gonzalez,2007,G,R64,1,5.0,0
Fernando Gonzalez,2007,G,SF,1,5.0,0
Fernando Gonzalez,2007,M,R64,1,5.0,0
Fernando Gonzalez,2007,M,R32,1,5.0,0
Fernando Gonzalez,2007,M,R16,2,5.0,0
Fernando Gonzalez,2007,M,SF,1,5.0,0
Fernando Gonzalez,2008,A,R32,2,7.0,0
Fernando Gonzalez,2008,A,R16,3,7.0,0
Fernando Gonzalez,2008,A,SF,1,7.0,0
Fernando Gonzalez,2008,A,F,2,7.0,2
Fernando Gonzalez,2008,D,RR,2,7.0,0
Fernando Gonzalez,2008,G,R128,1,7.0,0
Fernando Gonzalez,2008,G,R64,1,7.0,0
Fernando Gonzalez,2008,G,R32,1,7.0,0
Fernando Gonzalez,2008,G,R16,1,7.0,0
Fernando Gonzalez,2008,M,R64,2,7.0,0
Fernando Gonzalez,2008,M,R32,1,7.0,0
Fernando Gonzalez,2009,A,R32,1,10.0,0
Fernando Gonzalez,2009,A,QF,3,10.0,0
Fernando Gonzalez,2009,A,F,1,10.0,1
Fernando Gonzalez,2009,G,R64,1,10.0,0
Fernando Gonzalez,2009,G,R32,1,10.0,0
Fernando Gonzalez,2009,G,R16,1,10.0,0
Fernando Gonzalez,2009,G,QF,1,10.0,0
Fernando Gonzalez,2009,M,R64,1,10.0,0
Fernando Gonzalez,2009,M,R32,4,10.0,0
Fernando Gonzalez,2009,M,QF,1,10.0,0
Fernando Gonzalez,2010,A,R16,1,10.0,0
Fernando Gonzalez,2010,A,QF,2,10.0,0
Fernando Gonzalez,2010,D,RR,1,10.0,0
Fernando Gonzalez,2010,G,R128,1,10.0,0
Fernando Gonzalez,2010,G,R32,1,10.0,0
Fernando Gonzalez,2010,M,R32,1,10.0,0
Fernando Gonzalez,2011,A,R32,1,478.0,0
Fernando Gonzalez,2011,G,R64,1,478.0,0
Fernando Gonzalez,2012,A,R32,1,263.0,0
Fernando Gonzalez,2012,A,R16,1,263.0,0
Fernando Meligeni,1991,A,R64,1,221.0,0
Fernando Meligeni,1991,A,R32,1,221.0,0
Fernando Meligeni,1992,A,R32,1,174.0,0
Fernando Meligeni,1992,A,R16,1,174.0,0
Fernando Meligeni,1993,A,R32,1,101.0,0
Fernando Meligeni,1993,A,R16,1,101.0,0
Fernando Meligeni,1993,G,R32,1,101.0,0
Fernando Meligeni,1994,A,R32,3,85.0,0
Fernando Meligeni,1994,A,R16,3,85.0,0
Fernando Meligeni,1994,A,QF,1,85.0,0
Fernando Meligeni,1994,D,RR,1,85.0,0
Fernando Meligeni,1994,M,R128,1,85.0,0
Fernando Meligeni,1995,A,R64,1,54.0,0
Fernando Meligeni,1995,A,R32,3,54.0,0
Fernando Meligeni,1995,A,R16,2,54.0,0
Fernando Meligeni,1995,A,QF,1,54.0,0
Fernando Meligeni,1995,A,SF,1,54.0,0
Fernando Meligeni,1995,A,F,1,54.0,1
Fernando Meligeni,1995,D,RR,1,54.0,0
Fernando Meligeni,1995,G,R64,1,54.0,0
Fernando Meligeni,1996,A,R32,1,70.0,0
Fernando Meligeni,1996,A,R16,2,70.0,0
Fernando Meligeni,1996,A,QF,2,70.0,0
Fernando Meligeni,1996,A,F,1,70.0,1
Fernando Meligeni,1996,D,RR,3,70.0,0
Fernando Meligeni,1997,A,R64,3,70.0,0
Fernando Meligeni,1997,A,R32,2,70.0,0
Fernando Meligeni,1997,A,R16,5,70.0,0
Fernando Meligeni,1997,A,QF,1,70.0,0
Fernando Meligeni,1997,D,RR,1,70.0,0
Fernando Meligeni,1997,G,R128,2,70.0,0
Fernando Meligeni,1997,G,R64,1,70.0,0
Fernando Meligeni,1997,M,R128,1,70.0,0
Fernando Meligeni,1998,A,R64,2,45.0,0
Fernando Meligeni,1998,A,R32,6,45.0,0
Fernando Meligeni,1998,A,R16,1,45.0,0
Fernando Meligeni,1998,A,F,1,45.0,1
Fernando Meligeni,1998,D,RR,1,45.0,0
Fernando Meligeni,1998,G,R32,1,45.0,0
Fernando Meligeni,1999,A,R32,4,27.0,0
Fernando Meligeni,1999,A,R16,5,27.0,0
Fernando Meligeni,1999,D,RR,1,27.0,0
Fernando Meligeni,1999,G,R128,1,27.0,0
Fernando Meligeni,1999,G,QF,1,27.0,0
Fernando Meligeni,1999,M,R64,2,27.0,0
Fernando Meligeni,1999,M,R32,2,27.0,0
Fernando Meligeni,2000,A,R64,3,27.0,0
Fernando Meligeni,2000,A,R32,3,27.0,0
Fernando Meligeni,2000,A,R16,2,27.0,0
Fernando Meligeni,2000,D,RR,2,27.0,0
Fernando Meligeni,2000,G,R128,1,27.0,0
Fernando Meligeni,2000,M,R64,2,27.0,0
Fernando Meligeni,2001,A,R64,1,80.0,0
Fernando Meligeni,2001,A,R32,2,80.0,0
Fernando Meligeni,2001,A,R16,3,80.0,0
Fernando Meligeni,2001,A,SF,1,80.0,0
Fernando Meligeni,2001,D,RR,1,80.0,0
Fernando Meligeni,2001,G,R128,2,80.0,0
Fernando Meligeni,2001,G,R64,1,80.0,0
Fernando Meligeni,2002,A,R64,1,55.0,0
Fernando Meligeni,2002,A,R32,5,55.0,0
Fernando Meligeni,2002,A,R16,1,55.0,0
Fernando Meligeni,2002,A,QF,1,55.0,0
Fernando Meligeni,2002,A,SF,1,55.0,0
Fernando Meligeni,2002,D,RR,1,55.0,0
Fernando Meligeni,2002,G,R128,2,55.0,0
Fernando Meligeni,2002,M,R128,1,55.0,0
Fernando Meligeni,2003,A,R32,3,79.0,0
Fernando Meligeni,2003,A,R16,1,79.0,0
Fernando Meligeni,2003,M,R128,1,79.0,0
Fernando Roese,1991,A,R32,3,107.0,0
Fernando Roese,1991,A,SF,1,107.0,0
Fernando Roese,1992,A,R32,1,109.0,0
Fernando Roese,1992,A,R16,2,109.0,0
Fernando Roese,1992,A,QF,1,109.0,0
Fernando Samayoa,1995,D,RR,1,,0
Fernando Samayoa,1996,D,RR,1,,0
Fernando Verdasco,2002,A,R32,1,389.0,0
Fernando Verdasco,2003,A,R64,2,100.0,0
Fernando Verdasco,2003,A,R32,1,100.0,0
Fernando Verdasco,2003,G,R64,1,100.0,0
Fernando Verdasco,2003,M,R64,1,100.0,0
Fernando Verdasco,2004,A,R32,5,35.0,0
Fernando Verdasco,2004,A,R16,3,35.0,0
Fernando Verdasco,2004,A,QF,1,35.0,0
Fernando Verdasco,2004,A,SF,1,35.0,0
Fernando Verdasco,2004,A,F,1,35.0,1
Fernando Verdasco,2004,G,R128,3,35.0,0
Fernando Verdasco,2004,M,R32,2,35.0,0
Fernando Verdasco,2005,A,R32,7,35.0,0
Fernando Verdasco,2005,A,R16,2,35.0,0
Fernando Verdasco,2005,A,QF,1,35.0,0
Fernando Verdasco,2005,A,SF,1,35.0,0
Fernando Verdasco,2005,D,RR,1,35.0,0
Fernando Verdasco,2005,G,R128,2,35.0,0
Fernando Verdasco,2005,G,R32,1,35.0,0
Fernando Verdasco,2005,M,R128,1,35.0,0
Fernando Verdasco,2005,M,R64,3,35.0,0
Fernando Verdasco,2005,M,R16,1,35.0,0
Fernando Verdasco,2006,A,RR,1,24.0,0
Fernando Verdasco,2006,A,R32,4,24.0,0
Fernando Verdasco,2006,A,R16,2,24.0,0
Fernando Verdasco,2006,A,QF,2,24.0,0
Fernando Verdasco,2006,G,R128,2,24.0,0
Fernando Verdasco,2006,G,R64,1,24.0,0
Fernando Verdasco,2006,G,R32,1,24.0,0
Fernando Verdasco,2006,M,R64,3,24.0,0
Fernando Verdasco,2006,M,R32,1,24.0,0
Fernando Verdasco,2006,M,R16,1,24.0,0
Fernando Verdasco,2007,A,RR,1,30.0,0
Fernando Verdasco,2007,A,R32,2,30.0,0
Fernando Verdasco,2007,A,R16,3,30.0,0
Fernando Verdasco,2007,A,QF,2,30.0,0
Fernando Verdasco,2007,A,SF,1,30.0,0
Fernando Verdasco,2007,D,RR,1,30.0,0
Fernando Verdasco,2007,G,R128,1,30.0,0
Fernando Verdasco,2007,G,R64,2,30.0,0
Fernando Verdasco,2007,G,R32,1,30.0,0
Fernando Verdasco,2007,M,R64,3,30.0,0
Fernando Verdasco,2007,M,R32,1,30.0,0
Fernando Verdasco,2008,A,R64,1,11.0,0
Fernando Verdasco,2008,A,R32,5,11.0,0
Fernando Verdasco,2008,A,R16,2,11.0,0
Fernando Verdasco,2008,A,QF,3,11.0,0
Fernando Verdasco,2008,A,SF,1,11.0,0
Fernando Verdasco,2008,A,F,1,11.0,1
Fernando Verdasco,2008,D,RR,2,11.0,0
Fernando Verdasco,2008,G,R128,1,11.0,0
Fernando Verdasco,2008,G,R64,1,11.0,0
Fernando Verdasco,2008,G,R32,2,11.0,0
Fernando Verdasco,2008,M,R64,2,11.0,0
Fernando Verdasco,2008,M,R32,3,11.0,0
Fernando Verdasco,2008,M,R16,1,11.0,0
Fernando Verdasco,2009,A,R32,1,7.0,0
Fernando Verdasco,2009,A,R16,3,7.0,0
Fernando Verdasco,2009,A,QF,1,7.0,0
Fernando Verdasco,2009,A,SF,2,7.0,0
Fernando Verdasco,2009,A,F,1,7.0,1
Fernando Verdasco,2009,D,RR,1,7.0,0
Fernando Verdasco,2009,G,R32,2,7.0,0
Fernando Verdasco,2009,G,R16,1,7.0,0
Fernando Verdasco,2009,G,QF,1,7.0,0
Fernando Verdasco,2009,M,R32,2,7.0,0
Fernando Verdasco,2009,M,R16,5,7.0,0
Fernando Verdasco,2010,A,R32,1,7.0,0
Fernando Verdasco,2010,A,R16,3,7.0,0
Fernando Verdasco,2010,A,SF,1,7.0,0
Fernando Verdasco,2010,A,F,2,7.0,2
Fernando Verdasco,2010,G,R32,2,7.0,0
Fernando Verdasco,2010,G,R16,1,7.0,0
Fernando Verdasco,2010,M,R64,2,7.0,0
Fernando Verdasco,2010,M,R32,2,7.0,0
Fernando Verdasco,2010,M,R16,1,7.0,0
Fernando Verdasco,2010,M,QF,1,7.0,0
Fernando Verdasco,2010,M,SF,1,7.0,0
