,player_name,surface,matches_won,matches_lost,win_rate
8903,Chieh Yu Hsu,Hard,0.0,6.0,0.0
8904,Chihiro Muramatsu,Clay,0.0,1.0,0.0
8905,Chihiro Muramatsu,Hard,0.0,1.0,0.0
8906,Chin Bee Khoo,Clay,3.0,3.0,50.0
8907,Chin Bee Khoo,Hard,11.0,12.0,47.82608695652174
8908,Chin Wei Chan,Clay,0.0,1.0,0.0
8909,Chin Wei Chan,Grass,6.0,4.0,60.0
8910,Chin Wei Chan,Hard,14.0,15.0,48.275862068965516
8911,Ching Wen Hsu,Hard,2.0,2.0,50.0
8912,Chiraz Bechri,Hard,2.0,6.0,25.0
8913,Chisayo Ito,Hard,5.0,5.0,50.0
8914,Chiu Mei Ho,Clay,2.0,2.0,50.0
8915,Chloe Paquet,Clay,14.0,19.0,42.42424242424242
8916,Chloe Paquet,Grass,1.0,2.0,33.33333333333333
8917,Chloe Paquet,Hard,2.0,19.0,9.523809523809524
8918,Chloe Weekes,Clay,0.0,2.0,0.0
8919,Chompoothip Jandakate,Hard,1.0,1.0,50.0
8920,Chris Anne Aston,Clay,2.0,4.0,33.33333333333333
8921,Chris Anne Aston,Hard,1.0,1.0,50.0
8922,Christelle Fauche,Carpet,0.0,1.0,0.0
8923,Christelle Fauche,Clay,10.0,12.0,45.45454545454545
8924,Christelle Fauche,Grass,0.0,2.0,0.0
8925,Christelle Fauche,Hard,1.0,6.0,14.285714285714285
8926,Christi Potgieter,Clay,1.0,3.0,25.0
8927,Christiane Hofmann,Clay,0.0,3.0,0.0
8928,Christina Horiatopoulos,Grass,5.0,5.0,50.0
8929,Christina Mchale,Carpet,2.0,2.0,50.0
8930,Christina Mchale,Clay,37.0,55.0,40.21739130434783
8931,Christina Mchale,Grass,16.0,28.0,36.36363636363637
8932,Christina Mchale,Hard,117.0,130.0,47.368421052631575
8933,Christina Papadaki,Clay,26.0,26.0,50.0
8934,Christina Papadaki,Grass,0.0,3.0,0.0
8935,Christina Papadaki,Hard,6.0,16.0,27.27272727272727
8936,Christina Popescu,Carpet,0.0,1.0,0.0
8937,Christina Popescu,Hard,0.0,1.0,0.0
8938,Christina Singer,Carpet,7.0,11.0,38.88888888888889
8939,Christina Singer,Clay,2.0,11.0,15.384615384615385
8940,Christina Singer,Grass,13.0,10.0,56.52173913043478
8941,Christina Singer,Hard,21.0,29.0,42.0
8942,Christina Wheeler,Clay,1.0,4.0,20.0
8943,Christina Wheeler,Grass,2.0,8.0,20.0
8944,Christina Wheeler,Hard,1.0,8.0,11.11111111111111
8945,Christina Zachariadou,Clay,11.0,12.0,47.82608695652174
8946,Christina Zachariadou,Hard,8.0,7.0,53.333333333333336
8947,Christine Alford,Grass,1.0,4.0,20.0
8948,Christine Lukalo,Clay,0.0,1.0,0.0
8949,Christine Neuman,Hard,1.0,1.0,50.0
8950,Christine Njeuma,Clay,1.0,3.0,25.0
8951,Christine Oreilly,Clay,0.0,1.0,0.0
8952,Christine Silaghi,Clay,0.0,2.0,0.0
8953,Christine Vogt,Clay,1.0,4.0,20.0
8954,Chun Mei Ji,Hard,0.0,2.0,0.0
8955,Cigdem Duru,Hard,1.0,3.0,25.0
8956,Cindy Burger,Clay,3.0,5.0,37.5
8957,Cindy Burger,Hard,0.0,1.0,0.0
8958,Cindy Dock,Carpet,3.0,4.0,42.857142857142854
8959,Cindy Dock,Clay,1.0,2.0,33.33333333333333
8960,Cindy Watson,Carpet,6.0,3.0,66.66666666666666
8961,Cindy Watson,Clay,9.0,5.0,64.28571428571429
8962,Cindy Watson,Grass,10.0,14.0,41.66666666666667
8963,Cindy Watson,Hard,4.0,9.0,30.76923076923077
8964,Claire Curran,Clay,3.0,0.0,100.0
8965,Claire Curran,Hard,2.0,1.0,66.66666666666666
8966,Claire De Gubernatis,Clay,1.0,1.0,50.0
8967,Claire Feuerstein,Clay,4.0,9.0,30.76923076923077
8968,Claire Feuerstein,Hard,1.0,4.0,20.0
8969,Claire Liu,Clay,14.0,12.0,53.84615384615385
8970,Claire Liu,Grass,3.0,6.0,33.33333333333333
8971,Claire Liu,Hard,21.0,37.0,36.206896551724135
8972,Claire Taylor,Clay,0.0,1.0,0.0
8973,Claire Taylor,Grass,2.0,6.0,25.0
8974,Claire Wegink,Carpet,0.0,2.0,0.0
8975,Claire Wegink,Clay,3.0,4.0,42.857142857142854
8976,Claire Wegink,Grass,3.0,5.0,37.5
8977,Claire Wegink,Hard,1.0,6.0,14.285714285714285
8978,Clara Burel,Clay,24.0,21.0,53.333333333333336
8979,Clara Burel,Grass,2.0,6.0,25.0
8980,Clara Burel,Hard,28.0,34.0,45.16129032258064
8981,Clara Tauson,Clay,16.0,12.0,57.14285714285714
8982,Clara Tauson,Grass,0.0,5.0,0.0
8983,Clara Tauson,Hard,43.0,35.0,55.12820512820513
8984,Clare Fong,Hard,2.0,2.0,50.0
8985,Clare Wood,Carpet,4.0,6.0,40.0
8986,Clare Wood,Clay,10.0,17.0,37.03703703703704
8987,Clare Wood,Grass,6.0,19.0,24.0
8988,Clare Wood,Hard,25.0,36.0,40.98360655737705
8989,Clarisa Fernandez,Carpet,0.0,1.0,0.0
8990,Clarisa Fernandez,Clay,31.0,21.0,59.61538461538461
8991,Clarisa Fernandez,Grass,5.0,6.0,45.45454545454545
8992,Clarisa Fernandez,Hard,11.0,21.0,34.375
8993,Claudia Argumedo,Clay,1.0,3.0,25.0
8994,Claudia Argumedo,Hard,5.0,4.0,55.55555555555556
8995,Claudia Brause,Clay,4.0,11.0,26.666666666666668
8996,Claudia Brause,Hard,5.0,2.0,71.42857142857143
8997,Claudia Castro,Hard,5.0,2.0,71.42857142857143
8998,Claudia Chabalgoity,Clay,1.0,3.0,25.0
8999,Claudia Giovine,Clay,0.0,1.0,0.0
9000,Claudia Harrison,Hard,0.0,3.0,0.0
9001,Claudia Herbas,Clay,3.0,2.0,60.0
9002,Claudia Herbas,Hard,0.0,2.0,0.0
9003,Claudia Hidalgo,Clay,2.0,1.0,66.66666666666666
9004,Claudia Kohde Kilsch,Carpet,9.0,9.0,50.0
9005,Claudia Kohde Kilsch,Clay,7.0,11.0,38.88888888888889
9006,Claudia Kohde Kilsch,Grass,4.0,5.0,44.44444444444444
9007,Claudia Kohde Kilsch,Hard,5.0,8.0,38.46153846153847
9008,Claudia Porwik,Carpet,11.0,12.0,47.82608695652174
9009,Claudia Porwik,Clay,3.0,8.0,27.27272727272727
9010,Claudia Porwik,Grass,5.0,9.0,35.714285714285715
9011,Claudia Porwik,Hard,28.0,42.0,40.0
9012,Claudia Razzeto,Hard,0.0,1.0,0.0
9013,Claudia Salgues,Clay,0.0,2.0,0.0
9014,Claudine Paulson,Clay,1.0,2.0,33.33333333333333
9015,Claudine Schaul,Carpet,2.0,6.0,25.0
9016,Claudine Schaul,Clay,25.0,15.0,62.5
9017,Claudine Schaul,Grass,3.0,6.0,33.33333333333333
9018,Claudine Schaul,Hard,27.0,36.0,42.857142857142854
9019,Claudine Toleafoa,Clay,6.0,10.0,37.5
9020,Claudine Toleafoa,Grass,0.0,1.0,0.0
9021,Claudine Toleafoa,Hard,8.0,15.0,34.78260869565217
9022,Clervie Ngounoue,Clay,0.0,1.0,0.0
9023,Clervie Ngounoue,Hard,0.0,3.0,0.0
9024,Coco Gauff,Clay,49.0,19.0,72.05882352941177
9025,Coco Gauff,Grass,21.0,10.0,67.74193548387096
9026,Coco Gauff,Hard,130.0,56.0,69.89247311827957
9027,Coco Vandeweghe,Clay,19.0,23.0,45.23809523809524
9028,Coco Vandeweghe,Grass,41.0,24.0,63.07692307692307
9029,Coco Vandeweghe,Hard,86.0,109.0,44.1025641025641
9030,Colette Caple,Grass,0.0,2.0,0.0
9031,Conchita Martinez,Carpet,55.0,38.0,59.13978494623656
9032,Conchita Martinez,Clay,267.0,80.0,76.94524495677233
9033,Conchita Martinez,Grass,48.0,19.0,71.64179104477611
9034,Conchita Martinez,Hard,252.0,133.0,65.45454545454545
9035,Conchita Martinez Granados,Clay,25.0,36.0,40.98360655737705
9036,Conchita Martinez Granados,Grass,1.0,2.0,33.33333333333333
9037,Conchita Martinez Granados,Hard,14.0,13.0,51.85185185185185
9038,Conny Perrin,Clay,2.0,8.0,20.0
9039,Conny Perrin,Grass,0.0,1.0,0.0
9040,Conny Perrin,Hard,0.0,3.0,0.0
9041,Corina Morariu,Carpet,4.0,7.0,36.36363636363637
9042,Corina Morariu,Clay,42.0,30.0,58.333333333333336
9043,Corina Morariu,Grass,7.0,13.0,35.0
9044,Corina Morariu,Hard,39.0,54.0,41.935483870967744
9045,Corinna Dentoni,Clay,5.0,14.0,26.31578947368421
9046,Corinna Dentoni,Hard,0.0,4.0,0.0
9047,Corinne Ng Tung Hing,Clay,1.0,2.0,33.33333333333333
9048,Cornelia Grunes,Hard,5.0,4.0,55.55555555555556
9049,Cornelia Lister,Clay,0.0,2.0,0.0
9050,Cornelia Lister,Grass,0.0,1.0,0.0
9051,Cornelia Lister,Hard,4.0,3.0,57.14285714285714
9052,Cory Ann Avants,Hard,0.0,3.0,0.0
9053,Courtenay Chapman,Hard,1.0,2.0,33.33333333333333
9054,Courtney Collins,Hard,0.0,1.0,0.0
9055,Cristiana Ferrando,Clay,0.0,1.0,0.0
9056,Cristiana Ferrando,Hard,0.0,2.0,0.0
9057,Cristina Andreea Mitu,Clay,9.0,13.0,40.909090909090914
9058,Cristina Andreea Mitu,Grass,0.0,3.0,0.0
9059,Cristina Andreea Mitu,Hard,3.0,11.0,21.428571428571427
9060,Cristina Arribas,Clay,0.0,1.0,0.0
9061,Cristina Bengzon,Hard,0.0,3.0,0.0
9062,Cristina Bucsa,Clay,10.0,19.0,34.48275862068966
9063,Cristina Bucsa,Grass,2.0,6.0,25.0
9064,Cristina Bucsa,Hard,18.0,31.0,36.734693877551024
9065,Cristina Cavina,Clay,0.0,1.0,0.0
9066,Cristina Correia,Clay,1.0,4.0,20.0
9067,Cristina Dinu,Clay,1.0,3.0,25.0
9068,Cristina Dinu,Hard,0.0,4.0,0.0
9069,Cristina Moros,Hard,0.0,1.0,0.0
9070,Cristina Salvi,Clay,1.0,6.0,14.285714285714285
9071,Cristina Salvi,Hard,0.0,1.0,0.0
9072,Cristina Tessi,Clay,8.0,12.0,40.0
9073,Cristina Tessi,Grass,1.0,2.0,33.33333333333333
9074,Cristina Tessi,Hard,9.0,13.0,40.909090909090914
9075,Cristina Torrens Valero,Carpet,1.0,8.0,11.11111111111111
9076,Cristina Torrens Valero,Clay,89.0,81.0,52.352941176470594
9077,Cristina Torrens Valero,Grass,7.0,13.0,35.0
9078,Cristina Torrens Valero,Hard,20.0,51.0,28.169014084507044
9079,Csilla Borsanyi,Clay,0.0,1.0,0.0
9080,Csilla Cserepy,Clay,3.0,5.0,37.5
9081,Csilla Cserepy,Grass,0.0,1.0,0.0
9082,Csilla Cserepy,Hard,2.0,4.0,33.33333333333333
9083,Czarina Mae Arevalo,Hard,14.0,16.0,46.666666666666664
9084,D Espinal,Clay,1.0,0.0,100.0
9085,Da Jung Hong,Hard,3.0,0.0,100.0
9086,Dabin Kim,Clay,0.0,1.0,0.0
9087,Dabin Kim,Hard,3.0,0.0,100.0
9088,Daianne Hayashida,Clay,0.0,1.0,0.0
9089,Daja Bedanova,Carpet,5.0,11.0,31.25
9090,Daja Bedanova,Clay,7.0,12.0,36.84210526315789
9091,Daja Bedanova,Grass,8.0,9.0,47.05882352941176
9092,Daja Bedanova,Hard,45.0,42.0,51.724137931034484
9093,Dalayna Hewitt,Hard,0.0,1.0,0.0
9094,Dalia El Sheikh,Clay,4.0,9.0,30.76923076923077
9095,Dalila Jakupovic,Clay,6.0,11.0,35.294117647058826
9096,Dalila Jakupovic,Grass,4.0,4.0,50.0
9097,Dalila Jakupovic,Hard,16.0,25.0,39.02439024390244
9098,Dalila Spiteri,Clay,0.0,1.0,0.0
9099,Dally Randriantefy,Carpet,0.0,1.0,0.0
9100,Dally Randriantefy,Clay,31.0,31.0,50.0
9101,Dally Randriantefy,Grass,0.0,8.0,0.0
9102,Dally Randriantefy,Hard,18.0,29.0,38.297872340425535
9103,Dalma Galfi,Clay,7.0,11.0,38.88888888888889
9104,Dalma Galfi,Grass,7.0,6.0,53.84615384615385
9105,Dalma Galfi,Hard,14.0,24.0,36.84210526315789
9106,Dana Guzman,Clay,2.0,2.0,50.0
9107,Dana Guzman,Hard,2.0,1.0,66.66666666666666
9108,Dania Navarro,Hard,0.0,3.0,0.0
9109,Danica Krstajic,Clay,5.0,0.0,100.0
9110,Danica Krstajic,Hard,3.0,1.0,75.0
9111,Daniela Alejandra La Fuente Strassburger,Clay,2.0,2.0,50.0
9112,Daniela Alvarez,Clay,3.0,1.0,75.0
9113,Daniela Alvarez,Hard,11.0,6.0,64.70588235294117
9114,Daniela Casanova,Grass,0.0,1.0,0.0
9115,Daniela Ciobanu,Clay,1.0,2.0,33.33333333333333
9116,Daniela Ciobanu,Hard,1.0,3.0,25.0
9117,Daniela Cociorba,Hard,0.0,3.0,0.0
9118,Daniela Diez,Hard,0.0,2.0,0.0
9119,Daniela Hantuchova,Carpet,28.0,20.0,58.333333333333336
9120,Daniela Hantuchova,Clay,95.0,76.0,55.55555555555556
9121,Daniela Hantuchova,Grass,66.0,39.0,62.857142857142854
9122,Daniela Hantuchova,Hard,304.0,244.0,55.47445255474452
9123,Daniela Kix,Carpet,0.0,1.0,0.0
9124,Daniela Kix,Clay,0.0,1.0,0.0
9125,Daniela Kix,Hard,0.0,2.0,0.0
9126,Daniela Munoz Gallegos,Clay,5.0,12.0,29.411764705882355
9127,Daniela Munoz Gallegos,Hard,2.0,6.0,25.0
9128,Daniela Obando,Clay,2.0,2.0,50.0
9129,Daniela Obando,Hard,1.0,1.0,50.0
9130,Daniela Olivera,Clay,4.0,6.0,40.0
9131,Daniela Olivera,Hard,25.0,11.0,69.44444444444444
9132,Daniela Ruiz,Hard,2.0,1.0,66.66666666666666
9133,Daniela Schippers,Clay,5.0,6.0,45.45454545454545
9134,Daniela Schippers,Hard,3.0,2.0,60.0
9135,Daniela Seguel,Clay,10.0,11.0,47.61904761904761
9136,Daniela Seguel,Hard,8.0,10.0,44.44444444444444
9137,Daniela Trigo,Clay,6.0,2.0,75.0
9138,Daniela Trigo,Hard,3.0,4.0,42.857142857142854
9139,Daniela Vismane,Clay,2.0,2.0,50.0
9140,Daniela Vismane,Hard,0.0,3.0,0.0
9141,Daniella Jeflea,Hard,0.0,1.0,0.0
9142,Danielle Andrea Thompson,Clay,3.0,4.0,42.857142857142854
9143,Danielle Collins,Clay,45.0,24.0,65.21739130434783
9144,Danielle Collins,Grass,9.0,9.0,50.0
9145,Danielle Collins,Hard,112.0,73.0,60.54054054054055
9146,Danielle Cosgrove,Hard,0.0,4.0,0.0
9147,Danielle Jones,Carpet,0.0,2.0,0.0
9148,Danielle Jones,Grass,3.0,4.0,42.857142857142854
9149,Danielle Jones,Hard,2.0,4.0,33.33333333333333
9150,Danielle Lao,Grass,0.0,3.0,0.0
9151,Danielle Lao,Hard,1.0,6.0,14.285714285714285
9152,Danielle Paynter,Clay,2.0,5.0,28.57142857142857
9153,Danielle Paynter,Hard,3.0,11.0,21.428571428571427
9154,Danielle Scott,Hard,1.0,1.0,50.0
9155,Danka Kovinic,Clay,58.0,47.0,55.23809523809524
9156,Danka Kovinic,Grass,0.0,6.0,0.0
9157,Danka Kovinic,Hard,34.0,71.0,32.38095238095238
9158,Daphne Nicolatou,Clay,3.0,6.0,33.33333333333333
9159,Daphne Van De Zande,Clay,0.0,2.0,0.0
9160,Daphne Van De Zande,Hard,0.0,1.0,0.0
9161,Daria Chernova,Hard,0.0,1.0,0.0
9162,Daria Kasatkina,Clay,75.0,46.0,61.98347107438017
9163,Daria Kasatkina,Grass,35.0,18.0,66.0377358490566
9164,Daria Kasatkina,Hard,189.0,131.0,59.06249999999999
9165,Daria Mironova,Hard,0.0,1.0,0.0
9166,Daria Saville,Clay,39.0,34.0,53.42465753424658
9167,Daria Saville,Grass,15.0,23.0,39.473684210526315
9168,Daria Saville,Hard,106.0,101.0,51.20772946859904
9169,Daria Snigur,Grass,3.0,4.0,42.857142857142854
9170,Daria Snigur,Hard,3.0,5.0,37.5
9171,Darija Jurak,Clay,1.0,2.0,33.33333333333333
9172,Darja Semenistaja,Clay,2.0,2.0,50.0
9173,Darja Semenistaja,Hard,1.0,3.0,25.0
9174,Darya Ivanov,Grass,0.0,6.0,0.0
9175,Darya Kustova,Carpet,2.0,1.0,66.66666666666666
9176,Darya Kustova,Clay,1.0,3.0,25.0
9177,Darya Kustova,Hard,5.0,7.0,41.66666666666667
9178,Darya Shvartsmann,Hard,0.0,1.0,0.0
9179,Davilyn Godinet,Hard,6.0,8.0,42.857142857142854
9180,Dawn Buth,Carpet,1.0,1.0,50.0
9181,Dawn Buth,Clay,0.0,3.0,0.0
9182,Dawn Buth,Grass,0.0,2.0,0.0
9183,Dawn Buth,Hard,1.0,2.0,33.33333333333333
9184,Dayana Yastremska,Clay,22.0,25.0,46.808510638297875
9185,Dayana Yastremska,Grass,8.0,10.0,44.44444444444444
9186,Dayana Yastremska,Hard,73.0,76.0,48.99328859060403
9187,Dayeon Back,Hard,3.0,3.0,50.0
9188,Dayna Grazette,Clay,0.0,1.0,0.0
9189,Dayna Grazette,Hard,1.0,2.0,33.33333333333333
9190,Daysi Espinal,Clay,1.0,4.0,20.0
9191,Daysi Espinal,Hard,1.0,2.0,33.33333333333333
9192,Dea Herdzelas,Clay,7.0,5.0,58.333333333333336
9193,Dea Herdzelas,Hard,0.0,8.0,0.0
9194,Deanna Roberts,Clay,2.0,4.0,33.33333333333333
9195,Deanna Roberts,Grass,9.0,9.0,50.0
9196,Debbie Graham,Carpet,9.0,11.0,45.0
9197,Debbie Graham,Clay,16.0,19.0,45.714285714285715
9198,Debbie Graham,Grass,1.0,6.0,14.285714285714285
9199,Debbie Graham,Hard,46.0,43.0,51.68539325842697
9200,Debbrich Feys,Clay,0.0,1.0,0.0
9201,Debby Haak,Grass,1.0,3.0,25.0
9202,Deborah Chiesa,Clay,1.0,3.0,25.0
9203,Deborah Gaviria,Clay,7.0,3.0,70.0
9204,Deborah Gaviria,Hard,0.0,1.0,0.0
9205,Debra Darrell,Clay,1.0,5.0,16.666666666666664
9206,Dejana Radanovic,Clay,0.0,3.0,0.0
9207,Dejana Radanovic,Hard,2.0,3.0,40.0
9208,Delia Sescioreanu,Clay,1.0,1.0,50.0
9209,Delia Sescioreanu,Hard,0.0,1.0,0.0
9210,Demi Schuurs,Hard,0.0,1.0,0.0
9211,Denisa Allertova,Clay,6.0,9.0,40.0
9212,Denisa Allertova,Grass,4.0,7.0,36.36363636363637
9213,Denisa Allertova,Hard,32.0,31.0,50.79365079365079
9214,Denisa Chladkova,Carpet,10.0,21.0,32.25806451612903
9215,Denisa Chladkova,Clay,62.0,71.0,46.616541353383454
9216,Denisa Chladkova,Grass,12.0,16.0,42.857142857142854
9217,Denisa Chladkova,Hard,49.0,61.0,44.54545454545455
9218,Denisa Krajcovicova,Clay,2.0,3.0,40.0
9219,Denisa Sobotkova,Grass,3.0,6.0,33.33333333333333
9220,Denisa Szabova,Carpet,0.0,1.0,0.0
9221,Denisa Szabova,Clay,9.0,13.0,40.909090909090914
9222,Denisa Szabova,Hard,1.0,6.0,14.285714285714285
9223,Denise Atzinger,Clay,0.0,2.0,0.0
9224,Denise Dy,Hard,4.0,4.0,50.0
9225,Denislava Glushkova,Clay,1.0,1.0,50.0
9226,Deniz Khazaniuk,Hard,3.0,3.0,50.0
9227,Deria Nur Haliza,Hard,2.0,3.0,40.0
9228,Desirae Krawczyk,Clay,0.0,1.0,0.0
9229,Desislava Topalova,Clay,14.0,8.0,63.63636363636363
9230,Despina Papamichail,Clay,7.0,7.0,50.0
9231,Despina Papamichail,Hard,8.0,17.0,32.0
9232,Destanee Aiava,Clay,0.0,1.0,0.0
9233,Destanee Aiava,Grass,1.0,1.0,50.0
9234,Destanee Aiava,Hard,3.0,12.0,20.0
9235,Dia Evtimova,Carpet,1.0,3.0,25.0
9236,Dia Evtimova,Clay,5.0,9.0,35.714285714285715
9237,Dia Evtimova,Hard,5.0,6.0,45.45454545454545
9238,Diae El Jardi,Clay,0.0,1.0,0.0
9239,Diala Jamaleddine,Hard,0.0,1.0,0.0
9240,Diana Bukajeva,Hard,1.0,0.0,100.0
9241,Diana Espinal,Clay,0.0,3.0,0.0
9242,Diana Espinal,Hard,3.0,1.0,75.0
9243,Diana Gherghi,Clay,3.0,4.0,42.857142857142854
9244,Diana Gherghi,Grass,6.0,8.0,42.857142857142854
9245,Diana Majkic,Clay,1.0,3.0,25.0
9246,Diana Marcinkevica,Clay,6.0,11.0,35.294117647058826
9247,Diana Marcinkevica,Hard,4.0,13.0,23.52941176470588
9248,Diana Mills,Clay,0.0,2.0,0.0
9249,Diana Ospina,Hard,0.0,2.0,0.0
9250,Diana Shnaider,Clay,15.0,9.0,62.5
9251,Diana Shnaider,Grass,9.0,3.0,75.0
9252,Diana Shnaider,Hard,35.0,20.0,63.63636363636363
9253,Diana Srebrovic,Carpet,0.0,1.0,0.0
9254,Diane Asensio,Clay,0.0,3.0,0.0
9255,Diane Parry,Clay,15.0,17.0,46.875
9256,Diane Parry,Grass,6.0,5.0,54.54545454545454
9257,Diane Parry,Hard,25.0,27.0,48.07692307692308
9258,Dianne Hollands,Hard,4.0,3.0,57.14285714285714
9259,Dianne Van Rensburg,Grass,0.0,2.0,0.0
9260,Dianne Van Rensburg,Hard,6.0,8.0,42.857142857142854
9261,Diedre Herman,Clay,0.0,1.0,0.0
9262,Diedre Herman,Hard,0.0,1.0,0.0
9263,Dijana Stojic,Clay,8.0,1.0,88.88888888888889
9264,Dijana Stojic,Hard,2.0,3.0,40.0
9265,Diletta Cherubini,Clay,0.0,1.0,0.0
9266,Dilyara Saidkhodjaeva,Hard,3.0,3.0,50.0
9267,Dimana Krastevitch,Clay,1.0,2.0,33.33333333333333
9268,Dimitra Pavlou,Hard,0.0,1.0,0.0
9269,Dina Dajani,Hard,4.0,1.0,80.0
9270,Dina Khalil,Clay,2.0,3.0,40.0
9271,Dina Khalil,Hard,0.0,3.0,0.0
9272,Dina Naffa,Hard,0.0,5.0,0.0
9273,Dinah Pfizenmaier,Clay,13.0,16.0,44.827586206896555
9274,Dinah Pfizenmaier,Grass,0.0,1.0,0.0
9275,Dinah Pfizenmaier,Hard,1.0,4.0,20.0
9276,Dinara Safina,Carpet,18.0,8.0,69.23076923076923
9277,Dinara Safina,Clay,101.0,38.0,72.66187050359713
9278,Dinara Safina,Grass,27.0,14.0,65.85365853658537
9279,Dinara Safina,Hard,158.0,103.0,60.53639846743295
9280,Ding Ding,Grass,0.0,1.0,0.0
9281,Ding Ding,Hard,3.0,2.0,60.0
9282,Dionne Lim,Clay,0.0,6.0,0.0
9283,Djamila Khaldi,Clay,0.0,1.0,0.0
9284,Domenica Gonzalez,Clay,4.0,3.0,57.14285714285714
9285,Dominika Cibulkova,Carpet,4.0,4.0,50.0
9286,Dominika Cibulkova,Clay,85.0,56.0,60.28368794326241
9287,Dominika Cibulkova,Grass,39.0,24.0,61.904761904761905
9288,Dominika Cibulkova,Hard,262.0,192.0,57.70925110132159
9289,Dominika Nociarova,Clay,0.0,1.0,0.0
9290,Dominika Salkova,Clay,1.0,1.0,50.0
9291,Dominika Salkova,Hard,1.0,1.0,50.0
9292,Dominique Monami,Carpet,48.0,31.0,60.75949367088608
9293,Dominique Monami,Clay,44.0,40.0,52.38095238095239
9294,Dominique Monami,Grass,25.0,18.0,58.139534883720934
9295,Dominique Monami,Hard,108.0,75.0,59.01639344262295
9296,Dominique Schaefer,Clay,4.0,3.0,57.14285714285714
9297,Dominique Toliravo,Clay,0.0,1.0,0.0
9298,Dona Abo Habaga,Clay,1.0,2.0,33.33333333333333
9299,Donna Bradshaw,Clay,0.0,6.0,0.0
9300,Donna Faber,Carpet,0.0,2.0,0.0
9301,Donna Faber,Clay,7.0,13.0,35.0
9302,Donna Faber,Grass,2.0,4.0,33.33333333333333
9303,Donna Faber,Hard,18.0,30.0,37.5
9304,Donna Fields Gibbs,Clay,0.0,2.0,0.0
9305,Donna Fields Gibbs,Hard,1.0,1.0,50.0
9306,Donna Vekic,Clay,33.0,35.0,48.529411764705884
9307,Donna Vekic,Grass,48.0,29.0,62.33766233766234
9308,Donna Vekic,Hard,153.0,147.0,51.0
9309,Dora Krstulovic,Clay,0.0,1.0,0.0
9310,Dorien Wamelink,Grass,0.0,1.0,0.0
9311,Dragana Ilic,Clay,1.0,0.0,100.0
9312,Dragana Zaric,Clay,18.0,8.0,69.23076923076923
9313,Dragana Zaric,Hard,1.0,1.0,50.0
9314,Dragica Joksimovic,Hard,0.0,1.0,0.0
9315,Dubravka Cupac,Grass,2.0,3.0,40.0
9316,Dyphany Wilkinson,Hard,0.0,1.0,0.0
9317,Ecaterina Vasenina,Clay,3.0,2.0,60.0
9318,Ecaterina Vasenina,Hard,1.0,6.0,14.285714285714285
9319,Eden Marama,Hard,2.0,4.0,33.33333333333333
9320,Eden Silva,Grass,0.0,2.0,0.0
9321,Edina Gallovits Hall,Clay,35.0,38.0,47.94520547945205
9322,Edina Gallovits Hall,Grass,2.0,8.0,20.0
9323,Edina Gallovits Hall,Hard,16.0,37.0,30.18867924528302
9324,Edita Liachoviciute,Clay,7.0,8.0,46.666666666666664
9325,Edita Liachoviciute,Hard,2.0,4.0,33.33333333333333
9326,Edna Vasquez,Clay,0.0,1.0,0.0
9327,Egle Petrauskaite,Clay,3.0,0.0,100.0
9328,Ei Iida,Carpet,0.0,1.0,0.0
9329,Ei Iida,Grass,0.0,1.0,0.0
9330,Ei Iida,Hard,3.0,4.0,42.857142857142854
9331,Eirdis Ragnarsdottir,Hard,0.0,5.0,0.0
9332,Eirini Georgatou,Clay,1.0,0.0,100.0
9333,Eirini Georgatou,Hard,3.0,6.0,33.33333333333333
9334,Ekaterina Afinogenova,Clay,1.0,1.0,50.0
9335,Ekaterina Alexandrova,Clay,35.0,42.0,45.45454545454545
9336,Ekaterina Alexandrova,Grass,31.0,16.0,65.95744680851064
9337,Ekaterina Alexandrova,Hard,127.0,93.0,57.72727272727273
9338,Ekaterina Bychkova,Carpet,2.0,2.0,50.0
9339,Ekaterina Bychkova,Clay,3.0,20.0,13.043478260869565
9340,Ekaterina Bychkova,Grass,1.0,4.0,20.0
9341,Ekaterina Bychkova,Hard,28.0,41.0,40.57971014492754
9342,Ekaterina Dzehalevich,Clay,3.0,10.0,23.076923076923077
9343,Ekaterina Dzehalevich,Grass,0.0,1.0,0.0
9344,Ekaterina Dzehalevich,Hard,3.0,8.0,27.27272727272727
9345,Ekaterina Ivanova,Clay,3.0,7.0,30.0
9346,Ekaterina Ivanova,Hard,7.0,9.0,43.75
9347,Ekaterina Makarova,Clay,3.0,4.0,42.857142857142854
9348,Ekaterina Makarova,Hard,2.0,3.0,40.0
9349,Ekaterina Paniouchkina,Clay,0.0,1.0,0.0
9350,Ekaterina Reyngold,Clay,0.0,1.0,0.0
9351,Ekaterina Shulaeva,Clay,1.0,0.0,100.0
9352,Ekaterina Shulaeva,Hard,0.0,1.0,0.0
9353,Ekaterina Sysoeva,Clay,2.0,2.0,50.0
9354,Ekaterina Sysoeva,Grass,1.0,1.0,50.0
9355,Ekaterina Sysoeva,Hard,1.0,1.0,50.0
9356,Ekaterina Yashina,Grass,0.0,1.0,0.0
9357,Ekaterine Gorgodze,Carpet,0.0,2.0,0.0
9358,Ekaterine Gorgodze,Clay,7.0,10.0,41.17647058823529
9359,Ekaterine Gorgodze,Grass,0.0,1.0,0.0
9360,Ekaterine Gorgodze,Hard,10.0,14.0,41.66666666666667
