winner_name,surface,tourney_level,tourney_name,count
Marcelo Rios,Grass,A,Other,1
Marcelo Rios,Grass,D,Other,2
Marcelo Rios,Grass,G,Other,3
Marcelo Rios,Hard,A,Auckland,7
Marcelo Rios,Hard,A,Boston,6
Marcelo Rios,Hard,A,Doha,5
Marcelo Rios,Hard,A,Hong Kong,6
Marcelo Rios,Hard,A,Marseille,4
Marcelo Rios,Hard,A,Memphis,5
Marcelo Rios,Hard,A,New Haven,4
Marcelo Rios,Hard,A,Other,15
Marcelo Rios,Hard,A,Scottsdale,8
Marcelo Rios,Hard,A,Shanghai,4
Marcelo Rios,Hard,A,Singapore,5
Marcelo Rios,Hard,A,Stockholm,6
Marcelo Rios,Hard,A,Toulouse,6
Marcelo Rios,Hard,A,Washington,6
Marcelo Rios,Hard,D,Other,4
Marcelo Rios,Hard,G,Australian Open,14
Marcelo Rios,Hard,G,US Open,17
Marcelo Rios,Hard,M,Canada Masters,7
Marcelo Rios,Hard,M,Cincinnati Masters,4
Marcelo Rios,Hard,M,Indian Wells Masters,16
Marcelo Rios,Hard,M,Miami Masters,20
Marcelo Rios,Hard,M,Other,1
Marcelo Rios,Hard,M,Stuttgart Masters,6
Marcelo Saliola,Carpet,A,Other,2
Marcin Gawron,Hard,D,Other,1
Marcin Matkowski,Carpet,D,Other,1
Marcin Matkowski,Clay,D,Other,3
Marcio Carlsson,Clay,A,Other,5
Marco Cecchinato,Clay,A,Budapest,5
Marco Cecchinato,Clay,A,Buenos Aires,4
Marco Cecchinato,Clay,A,Estoril,4
Marco Cecchinato,Clay,A,Other,15
Marco Cecchinato,Clay,A,Parma,4
Marco Cecchinato,Clay,A,Sardinia,4
Marco Cecchinato,Clay,A,Umag,9
Marco Cecchinato,Clay,D,Other,1
Marco Cecchinato,Clay,G,Roland Garros,10
Marco Cecchinato,Clay,M,Monte Carlo Masters,4
Marco Cecchinato,Clay,M,Other,1
Marco Cecchinato,Clay,M,Rome Masters,5
Marco Cecchinato,Grass,A,Other,2
Marco Cecchinato,Hard,A,Other,9
Marco Cecchinato,Hard,M,Other,3
Marco Chiudinelli,Carpet,A,Other,1
Marco Chiudinelli,Carpet,D,Other,2
Marco Chiudinelli,Clay,A,Other,6
Marco Chiudinelli,Clay,G,Other,1
Marco Chiudinelli,Grass,A,Other,6
Marco Chiudinelli,Hard,A,Basel,4
Marco Chiudinelli,Hard,A,Doha,4
Marco Chiudinelli,Hard,A,Other,9
Marco Chiudinelli,Hard,A,Tokyo,6
Marco Chiudinelli,Hard,D,Other,6
Marco Chiudinelli,Hard,G,Other,1
Marco Chiudinelli,Hard,G,US Open,6
Marco Meneschincheri,Clay,M,Other,1
Marco Meneschincheri,Hard,A,Other,1
Marco Osorio,Hard,D,Other,5
Marco Trungelliti,Clay,A,Other,7
Marco Trungelliti,Clay,A,Umag,5
Marco Trungelliti,Clay,G,Other,3
Marco Trungelliti,Hard,G,Other,2
Marcos Aurelio Gorriz,Carpet,A,Other,3
Marcos Aurelio Gorriz,Clay,A,Other,26
Marcos Aurelio Gorriz,Clay,G,Other,1
Marcos Aurelio Gorriz,Grass,G,Other,1
Marcos Aurelio Gorriz,Hard,A,Other,4
Marcos Baghdatis,Carpet,A,Basel,4
Marcos Baghdatis,Carpet,A,Zagreb,5
Marcos Baghdatis,Carpet,D,Other,4
Marcos Baghdatis,Clay,A,Munich,9
Marcos Baghdatis,Clay,A,Other,6
Marcos Baghdatis,Clay,D,Other,8
Marcos Baghdatis,Clay,G,Roland Garros,10
Marcos Baghdatis,Clay,M,Other,5
Marcos Baghdatis,Grass,A,Halle,8
Marcos Baghdatis,Grass,A,Nottingham,6
Marcos Baghdatis,Grass,A,Other,12
Marcos Baghdatis,Grass,A,s Hertogenbosch,7
Marcos Baghdatis,Grass,G,Wimbledon,22
Marcos Baghdatis,Hard,A,Atlanta,6
Marcos Baghdatis,Hard,A,Basel,6
Marcos Baghdatis,Hard,A,Beijing,7
Marcos Baghdatis,Hard,A,Brisbane,8
Marcos Baghdatis,Hard,A,Chengdu,5
Marcos Baghdatis,Hard,A,Doha,4
Marcos Baghdatis,Hard,A,Dubai,10
Marcos Baghdatis,Hard,A,Kuala Lumpur,9
Marcos Baghdatis,Hard,A,Marseille,8
Marcos Baghdatis,Hard,A,Montpellier,4
Marcos Baghdatis,Hard,A,Other,30
Marcos Baghdatis,Hard,A,Rotterdam,7
Marcos Baghdatis,Hard,A,Stockholm,12
Marcos Baghdatis,Hard,A,Sydney,10
Marcos Baghdatis,Hard,A,Tokyo,8
Marcos Baghdatis,Hard,A,Washington,12
Marcos Baghdatis,Hard,A,Winston-Salem,5
Marcos Baghdatis,Hard,A,Zagreb,7
Marcos Baghdatis,Hard,D,Other,11
Marcos Baghdatis,Hard,G,Australian Open,26
Marcos Baghdatis,Hard,G,US Open,9
Marcos Baghdatis,Hard,M,Cincinnati Masters,10
Marcos Baghdatis,Hard,M,Indian Wells Masters,12
Marcos Baghdatis,Hard,M,Miami Masters,7
Marcos Baghdatis,Hard,M,Other,6
Marcos Baghdatis,Hard,M,Paris Masters,5
Marcos Daniel,Clay,A,Other,17
Marcos Daniel,Clay,D,Other,4
Marcos Daniel,Clay,G,Other,1
Marcos Daniel,Grass,A,Other,1
Marcos Daniel,Hard,A,Other,1
Marcos Giron,Clay,A,Other,6
Marcos Giron,Clay,G,Roland Garros,5
Marcos Giron,Clay,M,Other,5
Marcos Giron,Grass,A,Halle,4
Marcos Giron,Grass,A,Newport,4
Marcos Giron,Grass,A,Other,4
Marcos Giron,Grass,G,Wimbledon,4
Marcos Giron,Hard,A,Antwerp,5
Marcos Giron,Hard,A,Dallas,9
Marcos Giron,Hard,A,Delray Beach,6
Marcos Giron,Hard,A,Other,33
Marcos Giron,Hard,G,Other,2
Marcos Giron,Hard,M,Indian Wells Masters,4
Marcos Giron,Hard,M,Other,8
Marcos Giron,Hard,M,Paris Masters,5
Marcos Ondruska,Carpet,A,Other,4
Marcos Ondruska,Clay,A,Cologne,4
Marcos Ondruska,Clay,A,Other,13
Marcos Ondruska,Clay,D,Other,2
Marcos Ondruska,Clay,G,Roland Garros,5
Marcos Ondruska,Clay,M,Other,3
Marcos Ondruska,Grass,A,Newport,4
Marcos Ondruska,Grass,A,Other,4
Marcos Ondruska,Grass,D,Other,2
Marcos Ondruska,Grass,G,Other,3
Marcos Ondruska,Hard,A,Auckland,5
Marcos Ondruska,Hard,A,Indianapolis,6
Marcos Ondruska,Hard,A,Other,11
Marcos Ondruska,Hard,A,Scottsdale,4
Marcos Ondruska,Hard,A,Tel Aviv,9
Marcos Ondruska,Hard,A,Washington,4
Marcos Ondruska,Hard,D,Other,8
Marcos Ondruska,Hard,G,Australian Open,6
Marcos Ondruska,Hard,G,US Open,5
Marcos Ondruska,Hard,M,Miami Masters,8
Marcos Ondruska,Hard,M,Other,5
Marcus Daniell,Hard,D,Other,1
Marcus Hilpert,Hard,A,Other,1
Marcus Sarstrand,Clay,A,Other,1
Marcus Willis,Grass,G,Other,1
Mardy Fish,Carpet,A,Other,3
Mardy Fish,Carpet,M,Other,1
Mardy Fish,Clay,A,Houston,11
Mardy Fish,Clay,A,Other,3
Mardy Fish,Clay,D,Other,5
Mardy Fish,Clay,G,Roland Garros,4
Mardy Fish,Clay,M,Other,2
Mardy Fish,Clay,M,Rome Masters,5
Mardy Fish,Grass,A,Halle,4
Mardy Fish,Grass,A,Newport,12
Mardy Fish,Grass,A,Nottingham,4
Mardy Fish,Grass,A,Queen's Club,11
Mardy Fish,Grass,G,Wimbledon,15
Mardy Fish,Hard,A,Athens Olympics,5
Mardy Fish,Hard,A,Atlanta,9
Mardy Fish,Hard,A,Delray Beach,19
Mardy Fish,Hard,A,Los Angeles,10
Mardy Fish,Hard,A,Memphis,15
Mardy Fish,Hard,A,New Haven,10
Mardy Fish,Hard,A,Other,20
Mardy Fish,Hard,A,San Jose,13
Mardy Fish,Hard,A,Stockholm,5
Mardy Fish,Hard,A,Sydney,6
Mardy Fish,Hard,A,Tokyo,4
Mardy Fish,Hard,A,Washington,10
Mardy Fish,Hard,D,Other,2
Mardy Fish,Hard,G,Australian Open,14
Mardy Fish,Hard,G,US Open,19
Mardy Fish,Hard,M,Canada Masters,6
Mardy Fish,Hard,M,Cincinnati Masters,18
Mardy Fish,Hard,M,Indian Wells Masters,15
Mardy Fish,Hard,M,Madrid Masters,5
Mardy Fish,Hard,M,Miami Masters,16
Mardy Fish,Hard,M,Other,2
Marian Vajda,Clay,A,Other,11
Marian Vajda,Clay,G,Other,2
Marian Vajda,Hard,A,Other,4
Marian Vajda,Hard,G,Other,1
Mariano Hood,Clay,A,Other,4
Mariano Navone,Clay,A,Bucharest,4
Mariano Navone,Clay,A,Other,4
Mariano Navone,Clay,A,Rio De Janeiro,4
Mariano Navone,Clay,G,Other,1
Mariano Navone,Clay,M,Other,1
Mariano Navone,Clay,O,Other,1
Mariano Navone,Hard,A,Other,2
Mariano Navone,Hard,G,Other,1
Mariano Puerta,Carpet,A,Other,4
Mariano Puerta,Clay,A,Bogota,6
Mariano Puerta,Clay,A,Buenos Aires,4
Mariano Puerta,Clay,A,Casablanca,8
Mariano Puerta,Clay,A,Gstaad,4
Mariano Puerta,Clay,A,Mallorca,5
Mariano Puerta,Clay,A,Mexico City,7
Mariano Puerta,Clay,A,Other,21
Mariano Puerta,Clay,A,Palermo,8
Mariano Puerta,Clay,A,San Marino,4
Mariano Puerta,Clay,A,Santiago,8
Mariano Puerta,Clay,A,Umag,8
Mariano Puerta,Clay,D,Other,2
Mariano Puerta,Clay,G,Roland Garros,12
Mariano Puerta,Clay,M,Hamburg Masters,5
Mariano Puerta,Clay,M,Other,6
Mariano Puerta,Hard,A,Other,5
Mariano Puerta,Hard,D,Other,3
Mariano Puerta,Hard,G,Other,3
Mariano Puerta,Hard,M,Other,5
Mariano Sanchez,Clay,D,Other,2
Mariano Sanchez,Hard,D,Other,2
Mariano Zabaleta,Carpet,A,Other,2
Mariano Zabaleta,Clay,A,Acapulco,8
Mariano Zabaleta,Clay,A,Amsterdam,7
Mariano Zabaleta,Clay,A,Barcelona,4
Mariano Zabaleta,Clay,A,Bastad,13
Mariano Zabaleta,Clay,A,Bogota,5
Mariano Zabaleta,Clay,A,Buenos Aires,6
Mariano Zabaleta,Clay,A,Houston,4
Mariano Zabaleta,Clay,A,Kitzbuhel,18
Mariano Zabaleta,Clay,A,Other,27
Mariano Zabaleta,Clay,A,Palermo,5
Mariano Zabaleta,Clay,A,St. Poelten,4
Mariano Zabaleta,Clay,A,Stuttgart,6
Mariano Zabaleta,Clay,A,Vina del Mar,9
Mariano Zabaleta,Clay,D,Other,1
Mariano Zabaleta,Clay,G,Roland Garros,11
Mariano Zabaleta,Clay,M,Hamburg Masters,13
Mariano Zabaleta,Clay,M,Other,3
Mariano Zabaleta,Clay,M,Rome Masters,6
Mariano Zabaleta,Hard,A,Auckland,7
Mariano Zabaleta,Hard,A,Other,15
Mariano Zabaleta,Hard,A,Scottsdale,4
Mariano Zabaleta,Hard,G,Australian Open,5
Mariano Zabaleta,Hard,G,US Open,4
Mariano Zabaleta,Hard,M,Cincinnati Masters,4
Mariano Zabaleta,Hard,M,Miami Masters,4
Mariano Zabaleta,Hard,M,Other,8
Marin Cilic,Carpet,A,Other,4
Marin Cilic,Clay,A,Geneva,4
Marin Cilic,Clay,A,Gstaad,5
Marin Cilic,Clay,A,Hamburg,5
Marin Cilic,Clay,A,Istanbul,4
Marin Cilic,Clay,A,Munich,13
Marin Cilic,Clay,A,Other,7
Marin Cilic,Clay,A,Umag,11
Marin Cilic,Clay,D,Other,14
Marin Cilic,Clay,G,Roland Garros,31
Marin Cilic,Clay,M,Madrid Masters,12
Marin Cilic,Clay,M,Monte Carlo Masters,15
Marin Cilic,Clay,M,Rome Masters,18
Marin Cilic,Grass,A,Other,6
Marin Cilic,Grass,A,Queen's Club,35
Marin Cilic,Grass,A,Stuttgart,7
Marin Cilic,Grass,D,Other,1
Marin Cilic,Grass,G,Wimbledon,31
Marin Cilic,Hard,A,Basel,14
Marin Cilic,Hard,A,Beijing,13
Marin Cilic,Hard,A,Chennai,14
Marin Cilic,Hard,A,Delray Beach,5
Marin Cilic,Hard,A,Dubai,4
Marin Cilic,Hard,A,Hangzhou,5
Marin Cilic,Hard,A,Marseille,8
Marin Cilic,Hard,A,Moscow,15
Marin Cilic,Hard,A,New Haven,5
Marin Cilic,Hard,A,Other,39
Marin Cilic,Hard,A,Rotterdam,10
Marin Cilic,Hard,A,St. Petersburg,10
Marin Cilic,Hard,A,Tokyo,10
Marin Cilic,Hard,A,Vienna,5
Marin Cilic,Hard,A,Washington,8
Marin Cilic,Hard,A,Zagreb,21
Marin Cilic,Hard,D,Other,18
Marin Cilic,Hard,F,Other,2
Marin Cilic,Hard,G,Australian Open,35
Marin Cilic,Hard,G,US Open,36
Marin Cilic,Hard,G,Us Open,5
Marin Cilic,Hard,M,Canada Masters,15
Marin Cilic,Hard,M,Cincinnati Masters,19
Marin Cilic,Hard,M,Indian Wells Masters,11
Marin Cilic,Hard,M,Miami Masters,15
Marin Cilic,Hard,M,Other,2
Marin Cilic,Hard,M,Paris Masters,17
Marin Cilic,Hard,M,Shanghai Masters,8
Marinko Matosevic,Clay,A,Munich,4
Marinko Matosevic,Clay,A,Other,1
Marinko Matosevic,Clay,G,Other,1
Marinko Matosevic,Clay,M,Other,2
Marinko Matosevic,Grass,A,Other,2
Marinko Matosevic,Grass,A,Queen's Club,5
Marinko Matosevic,Grass,G,Other,1
Marinko Matosevic,Hard,A,Delray Beach,7
Marinko Matosevic,Hard,A,Other,22
Marinko Matosevic,Hard,A,Washington,6
Marinko Matosevic,Hard,D,Other,2
Marinko Matosevic,Hard,G,Other,1
Marinko Matosevic,Hard,M,Indian Wells Masters,5
Marinko Matosevic,Hard,M,Other,5
Mario Ancic,Carpet,A,Milan,5
Mario Ancic,Carpet,A,Other,3
Mario Ancic,Carpet,A,St. Petersburg,6
Mario Ancic,Carpet,D,Other,7
Mario Ancic,Carpet,M,Other,2
Mario Ancic,Clay,A,Other,11
Mario Ancic,Clay,D,Other,1
Mario Ancic,Clay,G,Roland Garros,11
Mario Ancic,Clay,M,Hamburg Masters,6
Mario Ancic,Clay,M,Other,2
Mario Ancic,Clay,M,Rome Masters,4
Mario Ancic,Grass,A,Queen's Club,7
Mario Ancic,Grass,A,s Hertogenbosch,15
Mario Ancic,Grass,G,Wimbledon,17
Mario Ancic,Hard,A,Auckland,6
Mario Ancic,Hard,A,Beijing,4
Mario Ancic,Hard,A,Marseille,12
Mario Ancic,Hard,A,Other,13
Mario Ancic,Hard,A,Rotterdam,6
Mario Ancic,Hard,A,Scottsdale,4
Mario Ancic,Hard,A,Stockholm,7
Mario Ancic,Hard,A,Tokyo,7
Mario Ancic,Hard,A,Zagreb,7
Mario Ancic,Hard,D,Other,5
Mario Ancic,Hard,G,Australian Open,14
Mario Ancic,Hard,G,Other,1
Mario Ancic,Hard,M,Indian Wells Masters,6
Mario Ancic,Hard,M,Miami Masters,8
Mario Ancic,Hard,M,Other,11
Mario Monroy,Clay,D,Other,1
Mario Monroy,Hard,D,Other,1
Mario Radic,Clay,A,Other,2
Mario Rincon,Clay,A,Other,2
Mario Rincon,Clay,D,Other,1
Mario Rincon,Hard,D,Other,1
Mario Tabares,Clay,D,Other,4
Mario Tabares,Hard,D,Other,3
Mario Vilella Martinez,Clay,A,Other,2
Mario Vilella Martinez,Hard,A,Other,2
Mario Visconti,Clay,A,Other,1
Mario Visconti,Clay,G,Other,1
Marius Copil,Clay,A,Bucharest,4
Marius Copil,Clay,A,Other,1
Marius Copil,Clay,D,Other,3
Marius Copil,Clay,M,Other,2
Marius Copil,Grass,A,Other,1
Marius Copil,Grass,A,s Hertogenbosch,5
Marius Copil,Hard,A,Antwerp,4
Marius Copil,Hard,A,Basel,4
Marius Copil,Hard,A,Other,11
Marius Copil,Hard,A,Sofia,6
Marius Copil,Hard,A,Washington,4
Marius Copil,Hard,D,Other,15
Marius Copil,Hard,G,Other,3
Marius Copil,Hard,M,Other,2
Mariusz Fyrstenberg,Carpet,D,Other,1
Mariusz Fyrstenberg,Clay,D,Other,3
Mariusz Fyrstenberg,Hard,D,Other,1
Mark Bailey,Hard,D,Other,1
Mark Draper,Grass,G,Other,1
Mark Gurr,Hard,D,Other,1
Mark Hilton,Grass,G,Other,1
Mark Kaplan,Grass,A,Other,2
Mark Kaplan,Hard,A,Other,3
Mark Keil,Carpet,A,Other,1
Mark Keil,Grass,A,Other,2
Mark Keil,Hard,G,Other,1
Mark Knowles,Carpet,A,Other,1
Mark Knowles,Carpet,A,Shanghai,4
Mark Knowles,Clay,D,Other,7
Mark Knowles,Clay,G,Other,1
Mark Knowles,Clay,M,Other,1
Mark Knowles,Grass,A,Other,4
Mark Knowles,Grass,G,Wimbledon,4
Mark Knowles,Hard,A,Other,5
Mark Knowles,Hard,D,Other,11
Mark Knowles,Hard,G,Other,1
Mark Knowles,Hard,M,Other,2
Mark Koevermans,Clay,A,Hilversum,5
Mark Koevermans,Clay,A,Other,11
Mark Koevermans,Clay,D,Other,5
Mark Koevermans,Clay,M,Other,7
Mark Koevermans,Hard,A,Other,3
Mark Koevermans,Hard,G,Other,2
Mark Kratzmann,Carpet,A,Other,1
Mark Kratzmann,Grass,A,Other,3
Mark Kratzmann,Hard,A,Other,1
Mark Lajal,Hard,A,Other,1
Mark Lajal,Hard,D,Other,1
Mark Markov,Clay,D,Other,1
Mark Merklein,Hard,A,Other,2
Mark Merklein,Hard,D,Other,7
Mark Merklein,Hard,M,Other,1
Mark Nielsen,Carpet,D,Other,3
Mark Nielsen,Clay,D,Other,4
Mark Nielsen,Hard,A,Other,2
Mark Nielsen,Hard,D,Other,13
Mark Petchey,Carpet,A,Other,4
Mark Petchey,Clay,A,Mexico City,4
Mark Petchey,Grass,A,Other,9
Mark Petchey,Grass,D,Other,1
Mark Petchey,Grass,G,Wimbledon,6
Mark Petchey,Hard,A,Other,7
Mark Petchey,Hard,G,Other,1
Mark Petchey,Hard,M,Other,1
Mark Philippoussis,Carpet,A,Basel,4
Mark Philippoussis,Carpet,A,Kuala Lumpur,4
Mark Philippoussis,Carpet,A,Lyon,4
Mark Philippoussis,Carpet,A,Other,1
Mark Philippoussis,Carpet,A,Tokyo Indoor,5
Mark Philippoussis,Carpet,D,Other,1
Mark Philippoussis,Carpet,M,Paris Masters,12
Mark Philippoussis,Clay,A,Dusseldorf,11
Mark Philippoussis,Clay,A,Munich,8
Mark Philippoussis,Clay,A,Other,3
Mark Philippoussis,Clay,D,Other,6
Mark Philippoussis,Clay,G,Roland Garros,10
Mark Philippoussis,Clay,M,Monte Carlo Masters,7
Mark Philippoussis,Clay,M,Other,3
Mark Philippoussis,Clay,M,Rome Masters,4
Mark Philippoussis,Grass,A,Newport,6
Mark Philippoussis,Grass,A,Other,3
Mark Philippoussis,Grass,A,Queen's Club,12
Mark Philippoussis,Grass,D,Other,3
Mark Philippoussis,Grass,G,Wimbledon,27
Mark Philippoussis,Hard,A,Adelaide,5
Mark Philippoussis,Hard,A,Hong Kong,5
Mark Philippoussis,Hard,A,Los Angeles,7
Mark Philippoussis,Hard,A,Memphis,15
Mark Philippoussis,Hard,A,New Haven,5
Mark Philippoussis,Hard,A,Other,17
Mark Philippoussis,Hard,A,San Jose,14
Mark Philippoussis,Hard,A,Scottsdale,15
Mark Philippoussis,Hard,A,Shanghai,5
Mark Philippoussis,Hard,A,Tokyo,4
Mark Philippoussis,Hard,A,Toulouse,9
Mark Philippoussis,Hard,D,Other,3
Mark Philippoussis,Hard,G,Australian Open,16
Mark Philippoussis,Hard,G,US Open,16
Mark Philippoussis,Hard,M,Canada Masters,8
Mark Philippoussis,Hard,M,Cincinnati Masters,4
Mark Philippoussis,Hard,M,Indian Wells Masters,15
Mark Philippoussis,Hard,M,Miami Masters,14
Mark Philippoussis,Hard,M,Stuttgart Masters,4
Mark Woodforde,Carpet,A,Antwerp,4
Mark Woodforde,Carpet,A,Other,8
Mark Woodforde,Carpet,A,Philadelphia,9
Mark Woodforde,Carpet,A,Singapore,5
Mark Woodforde,Carpet,A,Tokyo Indoor,4
Mark Woodforde,Carpet,D,Other,1
Mark Woodforde,Carpet,M,Other,5
Mark Woodforde,Carpet,M,Paris Masters,6
Mark Woodforde,Clay,A,Coral Springs,9
Mark Woodforde,Clay,A,Other,12
Mark Woodforde,Clay,G,Roland Garros,8
Mark Woodforde,Clay,M,Other,4
Mark Woodforde,Grass,A,Nottingham,5
Mark Woodforde,Grass,A,Other,3
Mark Woodforde,Grass,A,Queen's Club,9
Mark Woodforde,Grass,D,Other,3
Mark Woodforde,Grass,G,Wimbledon,11
Mark Woodforde,Hard,A,Adelaide,8
Mark Woodforde,Hard,A,Indianapolis,9
Mark Woodforde,Hard,A,Los Angeles,8
Mark Woodforde,Hard,A,Memphis,6
Mark Woodforde,Hard,A,Other,14
Mark Woodforde,Hard,A,San Jose,5
Mark Woodforde,Hard,A,Scottsdale,8
Mark Woodforde,Hard,A,Sydney Indoor,8
Mark Woodforde,Hard,A,Sydney Outdoor,5
Mark Woodforde,Hard,A,Tokyo,6
Mark Woodforde,Hard,G,Australian Open,17
Mark Woodforde,Hard,G,US Open,6
Mark Woodforde,Hard,M,Cincinnati Masters,9
Mark Woodforde,Hard,M,Miami Masters,9
Mark Woodforde,Hard,M,Other,2
Marko Tkalec,Carpet,D,Other,2
Marko Tkalec,Clay,D,Other,17
Marko Tkalec,Grass,D,Other,1
Marko Tkalec,Hard,D,Other,5
Markos Kalovelonis,Carpet,D,Other,1
Markus Eriksson,Clay,D,Other,1
Markus Eriksson,Hard,D,Other,4
Markus Hantschk,Clay,A,Bucharest,4
Markus Hantschk,Clay,A,Other,10
Markus Hantschk,Clay,G,Other,2
Markus Hantschk,Grass,A,Other,1
Markus Hantschk,Hard,A,Chennai,4
Markus Hantschk,Hard,A,Other,5
Markus Hipfl,Clay,A,Bastad,6
Markus Hipfl,Clay,A,Kitzbuhel,8
Markus Hipfl,Clay,A,Other,21
Markus Hipfl,Clay,A,St. Poelten,10
Markus Hipfl,Clay,D,Other,7
Markus Hipfl,Clay,G,Other,1
Markus Hipfl,Clay,M,Other,3
Markus Hipfl,Grass,A,Other,1
Markus Hipfl,Hard,A,Other,2
Markus Hipfl,Hard,D,Other,3
Markus Hipfl,Hard,G,Other,2
Markus Hipfl,Hard,M,Other,1
Markus Naewie,Carpet,A,Other,2
Markus Naewie,Clay,A,Munich,4
Markus Naewie,Clay,A,Other,7
Markus Naewie,Clay,G,Other,1
Markus Naewie,Clay,M,Other,1
Markus Naewie,Grass,A,Other,1
Markus Naewie,Hard,A,Other,4
Markus Naewie,Hard,M,Other,1
Markus Zillner,Clay,A,Other,3
Markus Zillner,Clay,G,Other,1
Markus Zoecke,Carpet,A,Other,5
Markus Zoecke,Carpet,A,Zaragoza,4
Markus Zoecke,Carpet,D,Other,1
Markus Zoecke,Clay,A,Other,2
Markus Zoecke,Grass,A,Other,2
Markus Zoecke,Grass,G,Other,2
Markus Zoecke,Hard,A,Guaruja,4
Markus Zoecke,Hard,A,Other,15
Markus Zoecke,Hard,A,Seoul,5
Markus Zoecke,Hard,A,Sun City,5
Markus Zoecke,Hard,A,Washington,5
Markus Zoecke,Hard,G,Other,4
Markus Zoecke,Hard,M,Other,3
Marsel Ilhan,Carpet,D,Other,1
Marsel Ilhan,Clay,A,Other,3
Marsel Ilhan,Clay,D,Other,1
Marsel Ilhan,Clay,G,Other,1
Marsel Ilhan,Clay,M,Other,1
Marsel Ilhan,Grass,A,Other,2
Marsel Ilhan,Grass,G,Other,2
Marsel Ilhan,Hard,A,Other,5
Marsel Ilhan,Hard,D,Other,11
Marsel Ilhan,Hard,G,Other,4
Marsel Ilhan,Hard,M,Other,2
Martijn Van Haasteren,Hard,D,Other,3
Martin Alund,Clay,A,Other,7
Martin Antonio Vergara Del Puerto,Clay,D,Other,1
Martin Blackman,Hard,M,Other,1
Martin Cuevas,Clay,D,Other,4
Martin Cuevas,Hard,D,Other,1
Martin Damm,Hard,M,Other,2
Martin Damm Sr,Carpet,A,Beijing,4
Martin Damm Sr,Carpet,A,Copenhagen,6
Martin Damm Sr,Carpet,A,Moscow,5
Martin Damm Sr,Carpet,A,Ostrava,10
Martin Damm Sr,Carpet,A,Other,21
Martin Damm Sr,Carpet,A,Rotterdam,5
Martin Damm Sr,Carpet,D,Other,1
Martin Damm Sr,Carpet,M,Other,1
Martin Damm Sr,Clay,A,Other,4
Martin Damm Sr,Clay,G,Other,1
Martin Damm Sr,Clay,M,Other,1
Martin Damm Sr,Grass,A,Other,9
Martin Damm Sr,Grass,A,s Hertogenbosch,8
Martin Damm Sr,Grass,G,Wimbledon,6
Martin Damm Sr,Hard,A,Basel,5
Martin Damm Sr,Hard,A,Hong Kong,7
Martin Damm Sr,Hard,A,Long Island,6
Martin Damm Sr,Hard,A,Other,25
Martin Damm Sr,Hard,A,Seoul,5
Martin Damm Sr,Hard,A,Washington,5
Martin Damm Sr,Hard,G,Australian Open,9
Martin Damm Sr,Hard,G,US Open,6
Martin Damm Sr,Hard,M,Cincinnati Masters,5
Martin Damm Sr,Hard,M,Other,3
Martin Fischer,Clay,A,Other,1
Martin Fischer,Grass,G,Other,1
Martin Fischer,Hard,D,Other,3
Martin Jaite,Carpet,A,Other,2
Martin Jaite,Clay,A,Barcelona,6
Martin Jaite,Clay,A,Nice,5
Martin Jaite,Clay,A,Other,14
Martin Jaite,Clay,G,Other,1
Martin Jaite,Clay,M,Other,1
Martin Jaite,Grass,D,Other,1
Martin Jaite,Hard,A,Other,10
Martin Jaite,Hard,G,Other,3
Martin Jaite,Hard,M,Other,1
Martin Klizan,Clay,A,Barcelona,8
Martin Klizan,Clay,A,Casablanca,7
Martin Klizan,Clay,A,Hamburg,7
Martin Klizan,Clay,A,Kitzbuhel,8
Martin Klizan,Clay,A,Munich,10
Martin Klizan,Clay,A,Other,10
Martin Klizan,Clay,A,Umag,6
Martin Klizan,Clay,D,Other,7
Martin Klizan,Clay,G,Roland Garros,9
Martin Klizan,Clay,M,Other,1
Martin Klizan,Grass,A,Other,3
Martin Klizan,Grass,G,Other,1
Martin Klizan,Hard,A,Other,15
Martin Klizan,Hard,A,Rotterdam,9
Martin Klizan,Hard,A,Sofia,8
Martin Klizan,Hard,A,St. Petersburg,9
Martin Klizan,Hard,D,Other,12
Martin Klizan,Hard,G,Other,3
Martin Klizan,Hard,G,US Open,5
Martin Klizan,Hard,M,Other,9
Martin Landaluce,Hard,M,Other,1
Martin Laurendeau,Carpet,A,Other,2
Martin Laurendeau,Grass,G,Other,2
Martin Laurendeau,Hard,A,Other,2
Martin Laurendeau,Hard,G,Other,1
Martin Laurendeau,Hard,M,Other,1
Martin Lee,Carpet,D,Other,1
Martin Lee,Clay,A,Other,1
Martin Lee,Clay,D,Other,1
Martin Lee,Grass,A,Newport,6
Martin Lee,Grass,A,Other,5
Martin Lee,Grass,G,Wimbledon,4
Martin Lee,Hard,A,Other,3
Martin Pedersen,Carpet,D,Other,1
Martin Pedersen,Clay,D,Other,6
Martin Pedersen,Hard,D,Other,5
Martin Rodriguez,Clay,A,Orlando,4
Martin Rodriguez,Clay,A,Other,9
Martin Rodriguez,Clay,G,Other,1
Martin Rodriguez,Hard,A,Other,2
Martin Sayer,Clay,D,Other,2
Martin Sayer,Hard,D,Other,3
Martin Sinner,Carpet,A,Copenhagen,8
Martin Sinner,Carpet,A,Other,8
Martin Sinner,Carpet,M,Other,2
Martin Sinner,Clay,A,Other,11
Martin Sinner,Grass,A,Other,1
Martin Sinner,Hard,A,Johannesburg,5
Martin Sinner,Hard,A,Other,9
Martin Sinner,Hard,G,Other,1
